id,action_id,action_type,cluster_name,agent_name,status,progress_percentage,steps,metadata,started_at,completed_at,created_at,updated_at
632,act-1124bbd6,increase_memory_limit,prod-usw2-eks,worker-prod-use2-eks-05,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-4a8b365-1d9fc"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-19 06:42:01,,2026-06-19 06:42:01,2026-06-23 12:00:00
633,act-f329c42f,scale_deployment,prod-use2-eks,worker-dr-use1-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""session-store-1ac5266-1ca26"",""namespace"":""identity"",""reason"":""memory_leak""}",2026-05-28 07:34:22,2026-05-28 07:46:22,2026-05-28 07:34:22,2026-06-23 12:00:00
634,act-49ce3e1e,drain_node,prod-usw2-eks,worker-prod-usw2-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""auth-gateway-d4d3364-aac01"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-13 09:44:45,2026-06-13 09:48:45,2026-06-13 09:44:45,2026-06-23 12:00:00
635,act-2c6c71a2,drain_node,prod-usw2-eks,strategist-prod-use2-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-37f1521-4cd3d"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-20 04:04:26,,2026-06-20 04:04:26,2026-06-23 12:00:00
636,act-b0ade716,increase_memory_limit,prod-usw2-eks,worker-dr-use1-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-worker-0696c96-a62c8"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-22 03:09:36,2026-06-22 03:14:36,2026-06-22 03:09:36,2026-06-23 12:00:00
637,act-a6206ced,drain_node,prod-use2-eks,cluster_manager-prod-usw2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""cart-svc-26a7d77-aafdc"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-05 09:42:49,2026-06-05 09:46:49,2026-06-05 09:42:49,2026-06-23 12:00:00
638,act-41426ac2,increase_memory_limit,prod-usw2-eks,cluster_manager-prod-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""coredns-4a8b365-1d9fc"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-17 02:48:56,2026-06-17 02:52:56,2026-06-17 02:48:56,2026-06-23 12:00:00
639,act-cb00d397,scale_deployment,prod-use2-eks,worker-staging-use2-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""session-store-4732511-0dba8"",""namespace"":""identity"",""reason"":""memory_leak""}",2026-06-19 22:32:25,2026-06-19 22:42:25,2026-06-19 22:32:25,2026-06-23 12:00:00
640,act-b07dd486,scale_deployment,staging-use2-eks,cluster_manager-prod-use2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""coredns-b16ea15-07544"",""namespace"":""kube-system"",""reason"":""healthy""}",2026-06-23 00:19:13,2026-06-23 00:37:13,2026-06-23 00:19:13,2026-06-23 12:00:00
641,act-897736dd,scale_deployment,prod-use2-eks,worker-prod-usw2-eks-02,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""indexer-b07f520-eaf04"",""namespace"":""search"",""reason"":""healthy""}",2026-06-17 08:27:16,2026-06-17 08:38:16,2026-06-17 08:27:16,2026-06-23 12:00:00
642,act-0d54b0bf,cordon_node,prod-usw2-eks,worker-dr-use1-eks-03,failed,16,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""ledger-svc-2014124-29b88"",""namespace"":""ledger"",""reason"":""disk_pressure""}",2026-06-11 06:45:55,,2026-06-11 06:45:55,2026-06-23 12:00:00
643,act-b991ffb6,restart_pod,prod-usw2-eks,cluster_manager-prod-use2-eks-01,running,47,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-api-402bb51-ad48f"",""namespace"":""orders"",""reason"":""oom_crashloop""}",2026-06-16 18:17:10,,2026-06-16 18:17:10,2026-06-23 12:00:00
644,act-5d7d0dda,restart_pod,prod-usw2-eks,cluster_manager-prod-usw2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""cart-svc-0a94879-c1bba"",""namespace"":""checkout"",""reason"":""disk_pressure""}",2026-06-11 11:41:17,2026-06-11 11:53:17,2026-06-11 11:41:17,2026-06-23 12:00:00
645,act-ec1f1c49,scale_deployment,dr-use1-eks,cluster_manager-prod-use2-eks-01,running,90,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-4263246-52f3a"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-17 15:27:41,,2026-06-17 15:27:41,2026-06-23 12:00:00
646,act-d43380e8,restart_pod,prod-usw2-eks,worker-dr-use1-eks-01,running,17,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-api-402bb51-ad48f"",""namespace"":""orders"",""reason"":""oom_crashloop""}",2026-06-04 13:29:12,,2026-06-04 13:29:12,2026-06-23 12:00:00
647,act-b5eb3512,cordon_node,prod-usw2-eks,cluster_manager-prod-use2-eks-01,running,75,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""session-store-d825e25-14f9f"",""namespace"":""identity"",""reason"":""disk_pressure""}",2026-05-27 10:34:56,,2026-05-27 10:34:56,2026-06-23 12:00:00
648,act-5f7940f2,cordon_node,prod-use2-eks,worker-prod-usw2-eks-02,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-6ee3345-b0d20"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-22 09:15:14,,2026-06-22 09:15:14,2026-06-23 12:00:00
649,act-bccb38c1,increase_memory_limit,prod-use2-eks,worker-prod-usw2-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-eff0684-a368a"",""namespace"":""search"",""reason"":""healthy""}",2026-05-31 13:43:36,2026-05-31 13:48:36,2026-05-31 13:43:36,2026-06-23 12:00:00
650,act-e21fad76,restart_pod,prod-use2-eks,cluster_manager-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-4350294-dbefb"",""namespace"":""search"",""reason"":""healthy""}",2026-06-08 12:38:11,2026-06-08 12:44:11,2026-06-08 12:38:11,2026-06-23 12:00:00
651,act-5327d9ac,rollback_deploy,prod-use2-eks,worker-staging-use2-eks-05,failed,25,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-61d1d17-0014f"",""namespace"":""search"",""reason"":""healthy""}",2026-06-21 10:21:24,,2026-06-21 10:21:24,2026-06-23 12:00:00
652,act-615dc6df,increase_memory_limit,prod-usw2-eks,cluster_manager-dr-use1-eks-00,failed,38,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""ledger-svc-842cd31-95bfa"",""namespace"":""ledger"",""reason"":""disk_pressure""}",2026-06-13 14:26:17,,2026-06-13 14:26:17,2026-06-23 12:00:00
653,act-87f9f754,scale_deployment,prod-use2-eks,worker-prod-use2-eks-01,failed,59,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""cart-svc-26a7d77-aafdc"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-02 22:05:50,,2026-06-02 22:05:50,2026-06-23 12:00:00
654,act-3914eb42,scale_deployment,dr-use1-eks,worker-prod-usw2-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-be84964-d972c"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-06-08 14:23:19,2026-06-08 14:26:19,2026-06-08 14:23:19,2026-06-23 12:00:00
655,act-c051393a,increase_memory_limit,staging-use2-eks,strategist-prod-use2-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""payments-api-dde4d16-a3d09"",""namespace"":""payments"",""reason"":""healthy""}",2026-06-17 00:42:38,,2026-06-17 00:42:38,2026-06-23 12:00:00
656,act-e47e8d59,scale_deployment,dr-use1-eks,worker-dr-use1-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-be84964-d972c"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-06-16 19:26:12,2026-06-16 19:41:12,2026-06-16 19:26:12,2026-06-23 12:00:00
657,act-834d8df1,scale_deployment,prod-use2-eks,cluster_manager-prod-usw2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-worker-6e38c94-75bbf"",""namespace"":""payments"",""reason"":""healthy""}",2026-05-28 18:26:33,2026-05-28 18:40:33,2026-05-28 18:26:33,2026-06-23 12:00:00
658,act-fe6fe546,restart_pod,prod-use2-eks,worker-dr-use1-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-06e2683-7270e"",""namespace"":""orders"",""reason"":""healthy""}",2026-05-25 14:28:45,,2026-05-25 14:28:45,2026-06-23 12:00:00
659,act-34f1d835,cordon_node,dr-use1-eks,worker-prod-usw2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""checkout-web-6e9e217-a5c79"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-04 17:39:07,2026-06-04 17:51:07,2026-06-04 17:39:07,2026-06-23 12:00:00
660,act-57b1b44a,drain_node,prod-use2-eks,cluster_manager-prod-usw2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""coredns-e513a45-fb7bf"",""namespace"":""kube-system"",""reason"":""disk_pressure""}",2026-05-28 21:32:03,2026-05-28 21:51:03,2026-05-28 21:32:03,2026-06-23 12:00:00
661,act-eca86bef,restart_pod,prod-usw2-eks,cluster_manager-staging-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""auth-gateway-ebb2b70-575e4"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-06 09:53:00,2026-06-06 09:54:00,2026-06-06 09:53:00,2026-06-23 12:00:00
662,act-06a0d46a,restart_pod,prod-usw2-eks,worker-dr-use1-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-worker-b4be648-d2dcb"",""namespace"":""payments"",""reason"":""healthy""}",2026-06-16 09:29:29,2026-06-16 09:35:29,2026-06-16 09:29:29,2026-06-23 12:00:00
663,act-67c7f106,restart_pod,prod-use2-eks,worker-dr-use1-eks-05,running,38,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""indexer-b07f520-eaf04"",""namespace"":""search"",""reason"":""healthy""}",2026-06-16 03:36:16,,2026-06-16 03:36:16,2026-06-23 12:00:00
664,act-fbec1914,restart_pod,dr-use1-eks,worker-dr-use1-eks-05,failed,42,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""cart-svc-da3cf51-00806"",""namespace"":""checkout"",""reason"":""healthy""}",2026-06-07 04:03:57,,2026-06-07 04:03:57,2026-06-23 12:00:00
665,act-081ddfa4,cordon_node,prod-use2-eks,worker-prod-usw2-eks-02,failed,16,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""ledger-svc-1232e29-49ea1"",""namespace"":""ledger"",""reason"":""healthy""}",2026-05-29 22:48:45,,2026-05-29 22:48:45,2026-06-23 12:00:00
666,act-a8ed682e,cordon_node,prod-usw2-eks,worker-prod-use2-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""notifications-b2aff41-e1772"",""namespace"":""notifications"",""reason"":""healthy""}",2026-05-26 16:29:05,,2026-05-26 16:29:05,2026-06-23 12:00:00
667,act-18c14c08,drain_node,prod-use2-eks,strategist-prod-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""metrics-server-e2e6924-29c37"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-09 02:19:10,2026-06-09 02:29:10,2026-06-09 02:19:10,2026-06-23 12:00:00
668,act-d223faaa,drain_node,prod-usw2-eks,cluster_manager-staging-use2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-api-cbca488-26609"",""namespace"":""orders"",""reason"":""oom_crashloop""}",2026-06-12 18:59:16,,2026-06-12 18:59:16,2026-06-23 12:00:00
669,act-ef07aa46,drain_node,prod-usw2-eks,worker-prod-usw2-eks-04,failed,53,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-a47d446-4ffe2"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-06-18 16:40:37,,2026-06-18 16:40:37,2026-06-23 12:00:00
670,act-9b22929b,increase_memory_limit,dr-use1-eks,strategist-staging-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-d416b43-7cb20"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-06-23 02:44:06,2026-06-23 02:55:06,2026-06-23 02:44:06,2026-06-23 12:00:00
671,act-a7591287,scale_deployment,prod-use2-eks,cluster_manager-prod-usw2-eks-00,failed,48,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""session-store-4732511-0dba8"",""namespace"":""identity"",""reason"":""memory_leak""}",2026-05-27 21:45:05,,2026-05-27 21:45:05,2026-06-23 12:00:00
672,act-ae487a53,drain_node,dr-use1-eks,cluster_manager-prod-usw2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-worker-f884840-8265c"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-19 02:50:58,2026-06-19 03:01:58,2026-06-19 02:50:58,2026-06-23 12:00:00
673,act-083ad1de,cordon_node,prod-usw2-eks,worker-dr-use1-eks-04,running,77,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-8482791-f2d9f"",""namespace"":""orders"",""reason"":""disk_pressure""}",2026-06-20 20:36:52,,2026-06-20 20:36:52,2026-06-23 12:00:00
674,act-7f4ccefe,restart_pod,prod-usw2-eks,worker-prod-use2-eks-02,failed,77,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""config-svc-d193d56-68bd9"",""namespace"":""platform"",""reason"":""healthy""}",2026-05-25 19:33:22,,2026-05-25 19:33:22,2026-06-23 12:00:00
675,act-9a1efe4c,scale_deployment,prod-use2-eks,worker-prod-usw2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""cart-svc-51c2594-4d271"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-18 23:45:01,2026-06-18 23:47:01,2026-06-18 23:45:01,2026-06-23 12:00:00
676,act-70a920c2,restart_pod,prod-use2-eks,strategist-prod-usw2-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-4350294-dbefb"",""namespace"":""search"",""reason"":""healthy""}",2026-06-05 04:28:15,,2026-06-05 04:28:15,2026-06-23 12:00:00
677,act-77d078d1,increase_memory_limit,prod-usw2-eks,worker-prod-use2-eks-02,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""ledger-svc-0744083-43011"",""namespace"":""ledger"",""reason"":""disk_pressure""}",2026-06-06 09:14:29,2026-06-06 09:22:29,2026-06-06 09:14:29,2026-06-23 12:00:00
678,act-5455ea14,increase_memory_limit,prod-usw2-eks,cluster_manager-staging-use2-eks-01,running,84,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""payments-api-6c2b997-3e07d"",""namespace"":""payments"",""reason"":""healthy""}",2026-05-26 16:14:06,,2026-05-26 16:14:06,2026-06-23 12:00:00
679,act-726ee084,cordon_node,staging-use2-eks,strategist-dr-use1-eks-00,failed,51,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-2b77739-52fdd"",""namespace"":""checkout"",""reason"":""node_pressure""}",2026-06-06 20:17:45,,2026-06-06 20:17:45,2026-06-23 12:00:00
680,act-ffa3c9d5,scale_deployment,prod-use2-eks,cluster_manager-prod-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""checkout-web-c343d41-6a8d2"",""namespace"":""checkout"",""reason"":""oom_crashloop""}",2026-06-19 22:19:54,2026-06-19 22:31:54,2026-06-19 22:19:54,2026-06-23 12:00:00
681,act-0410f875,scale_deployment,prod-usw2-eks,cluster_manager-dr-use1-eks-01,running,20,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""payments-worker-b4be648-d2dcb"",""namespace"":""payments"",""reason"":""healthy""}",2026-06-19 21:17:35,,2026-06-19 21:17:35,2026-06-23 12:00:00
682,act-45e1d825,restart_pod,dr-use1-eks,cluster_manager-prod-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""checkout-web-6e9e217-a5c79"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-02 06:06:33,2026-06-02 06:22:33,2026-06-02 06:06:33,2026-06-23 12:00:00
683,act-b70e323e,scale_deployment,prod-use2-eks,cluster_manager-staging-use2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""metrics-server-e2e6924-29c37"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-14 15:49:01,,2026-06-14 15:49:01,2026-06-23 12:00:00
684,act-fd278dd9,restart_pod,prod-use2-eks,worker-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""cart-svc-51c2594-4d271"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-01 15:00:24,2026-06-01 15:19:24,2026-06-01 15:00:24,2026-06-23 12:00:00
685,act-e2eaea9f,rollback_deploy,prod-use2-eks,worker-dr-use1-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-6ee3345-b0d20"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-03 10:37:26,,2026-06-03 10:37:26,2026-06-23 12:00:00
686,act-4fde417c,restart_pod,staging-use2-eks,worker-prod-use2-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-api-dde4d16-a3d09"",""namespace"":""payments"",""reason"":""healthy""}",2026-06-23 06:38:53,2026-06-23 06:55:53,2026-06-23 06:38:53,2026-06-23 12:00:00
687,act-0575b206,increase_memory_limit,prod-usw2-eks,worker-prod-usw2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-api-b9a1287-dbbfe"",""namespace"":""payments"",""reason"":""memory_leak""}",2026-06-20 06:38:41,2026-06-20 06:41:41,2026-06-20 06:38:41,2026-06-23 12:00:00
688,act-88c135ea,scale_deployment,prod-use2-eks,cluster_manager-staging-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-worker-9681c18-374c7"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-22 14:01:19,2026-06-22 14:04:19,2026-06-22 14:01:19,2026-06-23 12:00:00
689,act-3ce7c126,scale_deployment,prod-use2-eks,worker-dr-use1-eks-03,running,53,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-47df111-4e24c"",""namespace"":""checkout"",""reason"":""healthy""}",2026-05-25 06:08:59,,2026-05-25 06:08:59,2026-06-23 12:00:00
690,act-01713133,restart_pod,prod-usw2-eks,worker-prod-use2-eks-04,failed,32,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-37f1521-4cd3d"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-15 17:50:41,,2026-06-15 17:50:41,2026-06-23 12:00:00
691,act-ab516937,restart_pod,staging-use2-eks,worker-prod-use2-eks-05,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-2b77739-52fdd"",""namespace"":""checkout"",""reason"":""node_pressure""}",2026-06-04 21:50:12,,2026-06-04 21:50:12,2026-06-23 12:00:00
692,act-9be8d48b,increase_memory_limit,prod-use2-eks,cluster_manager-prod-usw2-eks-00,running,74,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-06e2683-7270e"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-15 10:52:46,,2026-06-15 10:52:46,2026-06-23 12:00:00
693,act-03a45013,drain_node,prod-use2-eks,worker-dr-use1-eks-02,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""config-svc-ddd1723-06ca5"",""namespace"":""platform"",""reason"":""healthy""}",2026-06-06 23:52:34,2026-06-07 00:11:34,2026-06-06 23:52:34,2026-06-23 12:00:00
694,act-d451e05f,scale_deployment,prod-usw2-eks,worker-staging-use2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-worker-b907131-2627d"",""namespace"":""orders"",""reason"":""disk_pressure""}",2026-06-12 12:02:29,2026-06-12 12:03:29,2026-06-12 12:02:29,2026-06-23 12:00:00
695,act-e3241d00,cordon_node,prod-use2-eks,worker-dr-use1-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-api-7f89525-97cdd"",""namespace"":""orders"",""reason"":""memory_leak""}",2026-05-31 11:54:20,2026-05-31 11:59:20,2026-05-31 11:54:20,2026-06-23 12:00:00
696,act-ce67c985,rollback_deploy,prod-use2-eks,strategist-dr-use1-eks-00,running,75,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""payments-worker-bff7264-02c23"",""namespace"":""payments"",""reason"":""healthy""}",2026-06-13 15:58:16,,2026-06-13 15:58:16,2026-06-23 12:00:00
697,act-7893e357,cordon_node,prod-use2-eks,worker-prod-usw2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-eff0684-a368a"",""namespace"":""search"",""reason"":""healthy""}",2026-06-08 03:19:37,,2026-06-08 03:19:37,2026-06-23 12:00:00
