edge_id,dag_id,from_node_id,to_node_id,edge_type,condition_expression,condition_met,created_at,activated_at,data_transferred,transfer_size_bytes,metadata
edge-b7465553-372,dag-42fb8f4f-715,node-abe74ac0-b08,node-aa70c214-038,CONDITIONAL,action_required==true,true,2026-06-14 20:39:47,2026-06-14 20:39:47,"{""bytes"":3230}",2214,"{""hop"":2}"
edge-9465f911-1dc,dag-42fb8f4f-715,node-aa70c214-038,node-37916f45-491,DATA_FLOW,action_required==true,true,2026-06-16 19:48:03,2026-06-16 19:48:03,"{""bytes"":1257}",2114,"{""hop"":3}"
edge-62f67168-b31,dag-42fb8f4f-715,node-37916f45-491,node-11525e49-097,DATA_FLOW,action_required==true,true,2026-05-26 04:51:24,2026-05-26 04:51:24,"{""bytes"":2976}",3844,"{""hop"":4}"
edge-bc24fa46-509,dag-42fb8f4f-715,node-11525e49-097,node-a8e90076-47c,CONDITIONAL,,true,2026-05-30 02:59:45,2026-05-30 02:59:45,"{""bytes"":2904}",3877,"{""hop"":5}"
edge-54d34c0c-384,dag-42fb8f4f-715,node-a8e90076-47c,node-de4fa6d3-513,DATA_FLOW,sop_matched,true,2026-06-07 08:37:25,2026-06-07 08:37:25,"{""bytes"":1359}",1719,"{""hop"":6}"
edge-b0003545-42f,dag-42fb8f4f-715,node-de4fa6d3-513,node-62a9678b-850,DATA_FLOW,sop_matched,true,2026-06-11 13:30:04,2026-06-11 13:30:04,"{""bytes"":4457}",2826,"{""hop"":7}"
edge-6c6e40ad-aa3,dag-14d5eb4c-a17,node-4bed2f32-9c4,node-ecafe534-c4c,DATA_FLOW,risk>0.65,true,2026-06-13 23:20:59,2026-06-13 23:20:59,"{""bytes"":3289}",158,"{""hop"":0}"
edge-81a49e4d-63e,dag-14d5eb4c-a17,node-ecafe534-c4c,node-ed03f7ee-db3,DATA_FLOW,sop_matched,true,2026-06-11 01:24:50,2026-06-11 01:24:50,"{""bytes"":1564}",4197,"{""hop"":1}"
edge-b9b0582f-f50,dag-14d5eb4c-a17,node-ed03f7ee-db3,node-aad786cf-60b,DATA_FLOW,,true,2026-06-04 19:08:23,2026-06-04 19:08:23,"{""bytes"":2279}",3347,"{""hop"":2}"
edge-ba37bd1d-a8a,dag-14d5eb4c-a17,node-aad786cf-60b,node-5c30333c-dc2,CONTROL,sop_matched,true,2026-06-06 22:44:16,2026-06-06 22:44:16,"{""bytes"":881}",134,"{""hop"":3}"
edge-198a8220-02b,dag-e22a3b66-bd7,node-73743df9-e90,node-f38a07e3-a40,DATA_FLOW,,true,2026-06-22 14:58:17,2026-06-22 14:58:17,"{""bytes"":1211}",2564,"{""hop"":0}"
edge-39a9fd5d-9f2,dag-e22a3b66-bd7,node-f38a07e3-a40,node-a5465f8c-62d,CONDITIONAL,risk>0.65,true,2026-06-18 22:55:21,2026-06-18 22:55:21,"{""bytes"":4053}",4827,"{""hop"":1}"
edge-6c688c8e-e7d,dag-e22a3b66-bd7,node-a5465f8c-62d,node-67fef9d8-2f1,DATA_FLOW,sop_matched,true,2026-06-19 08:48:28,2026-06-19 08:48:28,"{""bytes"":4438}",373,"{""hop"":2}"
edge-ea62f37e-b0c,dag-e22a3b66-bd7,node-67fef9d8-2f1,node-7ef5651b-124,DATA_FLOW,risk>0.65,true,2026-06-20 14:19:36,2026-06-20 14:19:36,"{""bytes"":987}",1587,"{""hop"":3}"
edge-0ddbe5af-c02,dag-e22a3b66-bd7,node-7ef5651b-124,node-0f630361-e2a,CONDITIONAL,sop_matched,true,2026-06-15 08:33:38,2026-06-15 08:33:38,"{""bytes"":296}",454,"{""hop"":4}"
edge-765d1373-6b9,dag-cf64ddb7-644,node-acf16736-5d3,node-07882e0e-3a6,CONTROL,,true,2026-06-01 08:34:17,2026-06-01 08:34:17,"{""bytes"":2613}",136,"{""hop"":0}"
edge-313eed9e-0d2,dag-cf64ddb7-644,node-07882e0e-3a6,node-d6c02702-aa6,CONDITIONAL,action_required==true,true,2026-06-19 04:11:11,2026-06-19 04:11:11,"{""bytes"":961}",4790,"{""hop"":1}"
edge-e35db1a0-60e,dag-cf64ddb7-644,node-d6c02702-aa6,node-1bec3d54-942,DATA_FLOW,risk>0.65,false,2026-06-15 02:15:45,2026-06-15 02:15:45,"{""bytes"":1072}",2297,"{""hop"":2}"
edge-7e522d6a-cb5,dag-cf64ddb7-644,node-1bec3d54-942,node-7aff2be5-a96,CONTROL,sop_matched,true,2026-06-04 17:14:43,2026-06-04 17:14:43,"{""bytes"":3472}",3413,"{""hop"":3}"
edge-509e90c7-572,dag-cf64ddb7-644,node-7aff2be5-a96,node-bf4cf6c0-bb0,DATA_FLOW,sop_matched,true,2026-06-21 00:44:06,2026-06-21 00:44:06,"{""bytes"":2256}",3902,"{""hop"":4}"
edge-6b11dfa5-103,dag-cf64ddb7-644,node-bf4cf6c0-bb0,node-4e7ba239-33f,CONTROL,risk>0.65,true,2026-06-16 18:42:11,2026-06-16 18:42:11,"{""bytes"":2974}",730,"{""hop"":5}"
edge-c1e0ed9d-98b,dag-cf64ddb7-644,node-4e7ba239-33f,node-12839215-19b,DATA_FLOW,action_required==true,true,2026-06-21 00:12:15,2026-06-21 00:12:15,"{""bytes"":4161}",3804,"{""hop"":6}"
edge-58cfe70a-dde,dag-cf64ddb7-644,node-12839215-19b,node-f759fe95-d02,CONTROL,sop_matched,true,2026-06-20 22:41:17,2026-06-20 22:41:17,"{""bytes"":1242}",772,"{""hop"":7}"
edge-af9f91aa-e01,dag-11856445-c70,node-3edba33c-e1f,node-5259ca0d-e69,DATA_FLOW,,true,2026-05-30 04:10:14,2026-05-30 04:10:14,"{""bytes"":111}",767,"{""hop"":0}"
edge-d5e35a48-373,dag-11856445-c70,node-5259ca0d-e69,node-025e2abe-b9b,CONTROL,,true,2026-05-30 17:54:03,2026-05-30 17:54:03,"{""bytes"":749}",3597,"{""hop"":1}"
edge-d468951e-8f6,dag-11856445-c70,node-025e2abe-b9b,node-d48acb79-934,CONTROL,risk>0.65,true,2026-06-16 12:27:22,2026-06-16 12:27:22,"{""bytes"":1087}",2854,"{""hop"":2}"
edge-67720dd4-a63,dag-11856445-c70,node-d48acb79-934,node-84e0218f-490,DATA_FLOW,action_required==true,true,2026-06-07 05:42:49,2026-06-07 05:42:49,"{""bytes"":2541}",3431,"{""hop"":3}"
edge-83340539-e00,dag-11856445-c70,node-84e0218f-490,node-543d6669-07e,CONDITIONAL,,false,2026-05-29 11:33:46,2026-05-29 11:33:46,"{""bytes"":1349}",205,"{""hop"":4}"
edge-46859eb3-a07,dag-33f42159-71f,node-4a8110da-a97,node-27a948cf-57c,DATA_FLOW,,true,2026-06-22 07:59:51,2026-06-22 07:59:51,"{""bytes"":697}",4941,"{""hop"":0}"
edge-35e93f6c-cd3,dag-33f42159-71f,node-27a948cf-57c,node-ed3969b0-c57,DATA_FLOW,action_required==true,true,2026-06-01 19:34:53,2026-06-01 19:34:53,"{""bytes"":1920}",1882,"{""hop"":1}"
edge-c63cb00a-dd9,dag-1df2b17d-499,node-5bfd25d7-452,node-9503eb25-ea5,DATA_FLOW,risk>0.65,true,2026-05-31 13:28:27,2026-05-31 13:28:27,"{""bytes"":2195}",2195,"{""hop"":0}"
edge-31f55a6c-f85,dag-1df2b17d-499,node-9503eb25-ea5,node-d65e028a-95a,CONTROL,action_required==true,true,2026-06-03 19:18:08,2026-06-03 19:18:08,"{""bytes"":115}",1779,"{""hop"":1}"
edge-6722cff0-222,dag-1df2b17d-499,node-d65e028a-95a,node-84f68058-8f9,DATA_FLOW,sop_matched,true,2026-06-12 03:36:22,2026-06-12 03:36:22,"{""bytes"":4249}",1489,"{""hop"":2}"
edge-22244194-ae5,dag-1df2b17d-499,node-84f68058-8f9,node-0650a751-79e,CONDITIONAL,,true,2026-06-17 15:51:12,2026-06-17 15:51:12,"{""bytes"":1198}",578,"{""hop"":3}"
edge-002aaa16-714,dag-1df2b17d-499,node-0650a751-79e,node-44166838-466,CONDITIONAL,,true,2026-06-02 16:11:10,2026-06-02 16:11:11,"{""bytes"":4031}",3094,"{""hop"":4}"
edge-7c3521fc-f5e,dag-1df2b17d-499,node-44166838-466,node-200e0f81-d38,DATA_FLOW,sop_matched,true,2026-05-26 10:10:06,2026-05-26 10:10:06,"{""bytes"":3123}",4363,"{""hop"":5}"
edge-2bca66be-a51,dag-1df2b17d-499,node-200e0f81-d38,node-48e8a576-428,DATA_FLOW,action_required==true,true,2026-06-14 08:43:41,2026-06-14 08:43:41,"{""bytes"":4386}",1763,"{""hop"":6}"
edge-a7ef8609-dcc,dag-1df2b17d-499,node-48e8a576-428,node-be1970e8-188,DATA_FLOW,risk>0.65,false,2026-06-21 08:58:17,2026-06-21 08:58:17,"{""bytes"":4388}",4289,"{""hop"":7}"
edge-a67af781-0bc,dag-a0d14a51-96e,node-00e3cb8e-292,node-3762ca08-4ff,DATA_FLOW,,true,2026-06-07 02:59:07,2026-06-07 02:59:07,"{""bytes"":3864}",2197,"{""hop"":0}"
edge-3842a200-739,dag-a0d14a51-96e,node-3762ca08-4ff,node-bdf3f2d8-3fa,DATA_FLOW,risk>0.65,true,2026-06-15 01:35:44,2026-06-15 01:35:44,"{""bytes"":3761}",2646,"{""hop"":1}"
edge-38d5047b-7a7,dag-a0d14a51-96e,node-bdf3f2d8-3fa,node-ffc1bdc0-12d,DATA_FLOW,risk>0.65,true,2026-05-24 16:26:18,2026-05-24 16:26:18,"{""bytes"":3519}",1527,"{""hop"":2}"
edge-137eadfe-b1a,dag-a0d14a51-96e,node-ffc1bdc0-12d,node-9ccb884e-544,DATA_FLOW,action_required==true,true,2026-06-10 12:46:36,2026-06-10 12:46:36,"{""bytes"":1986}",2526,"{""hop"":3}"
edge-89677eec-6b9,dag-5ac2d2f4-715,node-d6224b02-19a,node-7506c7a9-941,CONTROL,action_required==true,false,2026-06-09 08:21:00,2026-06-09 08:21:00,"{""bytes"":3533}",2340,"{""hop"":0}"
edge-dfcd80c3-b67,dag-5ac2d2f4-715,node-7506c7a9-941,node-beea37ab-e09,CONDITIONAL,risk>0.65,true,2026-06-18 00:45:11,2026-06-18 00:45:11,"{""bytes"":2924}",323,"{""hop"":1}"
edge-8dd32a8f-f4a,dag-5ac2d2f4-715,node-beea37ab-e09,node-a625e7fe-208,DATA_FLOW,risk>0.65,true,2026-06-10 02:18:17,2026-06-10 02:18:17,"{""bytes"":4212}",2058,"{""hop"":2}"
edge-bc36bc3e-59c,dag-5ac2d2f4-715,node-a625e7fe-208,node-81462598-2c2,CONTROL,,true,2026-06-08 05:23:43,2026-06-08 05:23:43,"{""bytes"":553}",3288,"{""hop"":3}"
edge-2fbcc7b3-942,dag-5ac2d2f4-715,node-81462598-2c2,node-88983ef7-6bc,CONDITIONAL,action_required==true,true,2026-06-12 13:28:39,2026-06-12 13:28:39,"{""bytes"":4972}",2362,"{""hop"":4}"
edge-0af7e984-dbc,dag-28e9fa60-a82,node-2a9e4192-0b8,node-a57d2a63-fd4,CONDITIONAL,sop_matched,false,2026-06-14 06:50:38,2026-06-14 06:50:38,"{""bytes"":3007}",1241,"{""hop"":0}"
edge-d8afc014-2b2,dag-28e9fa60-a82,node-a57d2a63-fd4,node-85fa9fb1-54c,CONDITIONAL,action_required==true,true,2026-06-15 21:36:47,2026-06-15 21:36:47,"{""bytes"":1681}",511,"{""hop"":1}"
edge-9201ff51-60b,dag-28e9fa60-a82,node-85fa9fb1-54c,node-c1a21cf5-a37,CONDITIONAL,risk>0.65,true,2026-06-03 11:44:32,2026-06-03 11:44:32,"{""bytes"":2381}",1646,"{""hop"":2}"
edge-067747c8-019,dag-28e9fa60-a82,node-c1a21cf5-a37,node-d9451a8f-f55,CONTROL,action_required==true,true,2026-06-03 07:05:12,2026-06-03 07:05:12,"{""bytes"":764}",2349,"{""hop"":3}"
edge-1fd4ea73-991,dag-28e9fa60-a82,node-d9451a8f-f55,node-8d47d69d-f6e,DATA_FLOW,action_required==true,true,2026-06-21 14:15:14,2026-06-21 14:15:14,"{""bytes"":1611}",2695,"{""hop"":4}"
edge-0f1279a3-d4f,dag-28e9fa60-a82,node-8d47d69d-f6e,node-6d053572-4d1,CONTROL,,true,2026-06-17 04:50:54,2026-06-17 04:50:54,"{""bytes"":1048}",3689,"{""hop"":5}"
edge-3c54c48b-732,dag-28e9fa60-a82,node-6d053572-4d1,node-7f3fb6db-073,CONTROL,,true,2026-06-02 11:23:52,2026-06-02 11:23:52,"{""bytes"":400}",3658,"{""hop"":6}"
edge-0c163a4b-e16,dag-56d5fbee-476,node-21fbce27-024,node-a22f4f1b-bab,CONDITIONAL,action_required==true,true,2026-06-07 11:42:46,2026-06-07 11:42:46,"{""bytes"":4969}",1749,"{""hop"":0}"
edge-e16784c9-76c,dag-56d5fbee-476,node-a22f4f1b-bab,node-e3ac0a6f-283,DATA_FLOW,action_required==true,true,2026-05-26 11:30:53,2026-05-26 11:30:53,"{""bytes"":3158}",4862,"{""hop"":1}"
edge-45574ec0-818,dag-56d5fbee-476,node-e3ac0a6f-283,node-0ceeca69-736,CONTROL,action_required==true,true,2026-06-05 13:48:02,2026-06-05 13:48:02,"{""bytes"":4149}",2157,"{""hop"":2}"
edge-2516c720-40e,dag-56d5fbee-476,node-0ceeca69-736,node-53a0d9ec-38c,CONDITIONAL,,true,2026-05-27 18:52:11,2026-05-27 18:52:11,"{""bytes"":1971}",1737,"{""hop"":3}"
edge-ae30fd7b-738,dag-56d5fbee-476,node-53a0d9ec-38c,node-676c8ef5-d9c,DATA_FLOW,,false,2026-06-10 11:02:40,2026-06-10 11:02:40,"{""bytes"":997}",2046,"{""hop"":4}"
edge-7116d553-b41,dag-7d3dbd53-669,node-59d2c634-f3c,node-a771b7d4-c5a,DATA_FLOW,sop_matched,true,2026-06-14 21:16:18,2026-06-14 21:16:18,"{""bytes"":1437}",4297,"{""hop"":0}"
edge-cddc9d49-ea9,dag-7d3dbd53-669,node-a771b7d4-c5a,node-d4131d9f-1d5,DATA_FLOW,sop_matched,true,2026-05-25 05:23:10,2026-05-25 05:23:11,"{""bytes"":4034}",1852,"{""hop"":1}"
edge-1f6486b7-599,dag-7d3dbd53-669,node-d4131d9f-1d5,node-ef7b6376-6b1,DATA_FLOW,action_required==true,true,2026-05-26 04:31:19,2026-05-26 04:31:19,"{""bytes"":2835}",2644,"{""hop"":2}"
edge-fc3693fe-7c5,dag-7d3dbd53-669,node-ef7b6376-6b1,node-2062a2e0-9a0,DATA_FLOW,,true,2026-06-07 18:44:13,2026-06-07 18:44:13,"{""bytes"":465}",2715,"{""hop"":3}"
edge-04b1ceef-d39,dag-7d3dbd53-669,node-2062a2e0-9a0,node-3925eabc-651,DATA_FLOW,sop_matched,true,2026-05-26 22:55:12,2026-05-26 22:55:12,"{""bytes"":4092}",2097,"{""hop"":4}"
edge-e7e0607b-834,dag-e8793058-6cf,node-b794a094-b52,node-a571d661-330,CONDITIONAL,sop_matched,true,2026-06-11 13:51:45,2026-06-11 13:51:45,"{""bytes"":440}",559,"{""hop"":0}"
edge-8065301b-ab6,dag-e8793058-6cf,node-a571d661-330,node-9d9606e9-603,CONTROL,risk>0.65,true,2026-06-21 22:34:45,2026-06-21 22:34:45,"{""bytes"":1643}",926,"{""hop"":1}"
edge-b9cb8546-e62,dag-e8793058-6cf,node-9d9606e9-603,node-223d8162-d1a,CONDITIONAL,sop_matched,true,2026-06-22 21:13:20,2026-06-22 21:13:20,"{""bytes"":2633}",3024,"{""hop"":2}"
edge-c033cf73-c78,dag-e8793058-6cf,node-223d8162-d1a,node-bb641dd2-876,DATA_FLOW,risk>0.65,true,2026-05-29 00:54:50,2026-05-29 00:54:50,"{""bytes"":4527}",2646,"{""hop"":3}"
edge-a3ddc5a8-920,dag-a158dd3b-285,node-b192d2bf-7b6,node-e1056c12-865,CONDITIONAL,,true,2026-06-10 21:39:49,2026-06-10 21:39:49,"{""bytes"":2660}",1770,"{""hop"":0}"
edge-4797af9d-939,dag-a158dd3b-285,node-e1056c12-865,node-5a719fab-c7e,CONTROL,sop_matched,true,2026-06-13 10:18:22,2026-06-13 10:18:22,"{""bytes"":4938}",4996,"{""hop"":1}"
edge-5f0e6856-b69,dag-a158dd3b-285,node-5a719fab-c7e,node-0ff28199-ebe,CONTROL,,true,2026-06-12 21:29:29,2026-06-12 21:29:29,"{""bytes"":4629}",4439,"{""hop"":2}"
edge-68aed6e7-ada,dag-a158dd3b-285,node-0ff28199-ebe,node-26ccb040-e05,CONDITIONAL,sop_matched,false,2026-06-17 08:02:57,2026-06-17 08:02:57,"{""bytes"":4541}",2689,"{""hop"":3}"
edge-243cb3ee-a35,dag-a158dd3b-285,node-26ccb040-e05,node-a7838df1-f1f,CONDITIONAL,risk>0.65,true,2026-06-05 22:20:50,2026-06-05 22:20:50,"{""bytes"":299}",1474,"{""hop"":4}"
edge-ad53ac14-ba8,dag-a158dd3b-285,node-a7838df1-f1f,node-0d8d5c6f-8fc,CONDITIONAL,,true,2026-05-30 00:59:40,2026-05-30 00:59:40,"{""bytes"":922}",459,"{""hop"":5}"
edge-cd3dc519-547,dag-a158dd3b-285,node-0d8d5c6f-8fc,node-0ffe5dbd-002,DATA_FLOW,,true,2026-05-30 08:02:53,2026-05-30 08:02:53,"{""bytes"":151}",4614,"{""hop"":6}"
edge-310cc7f4-ca9,dag-a50efd9b-956,node-5a872ab6-eb4,node-ca987367-a69,DATA_FLOW,,true,2026-06-18 10:55:47,2026-06-18 10:55:47,"{""bytes"":2393}",845,"{""hop"":0}"
edge-a7da8ac5-380,dag-a50efd9b-956,node-ca987367-a69,node-9941a82a-a2c,CONDITIONAL,sop_matched,true,2026-06-05 14:49:40,2026-06-05 14:49:40,"{""bytes"":3089}",2388,"{""hop"":1}"
edge-226947c7-15d,dag-a50efd9b-956,node-9941a82a-a2c,node-359ec49d-436,DATA_FLOW,,true,2026-06-06 09:37:57,2026-06-06 09:37:57,"{""bytes"":4943}",2711,"{""hop"":2}"
edge-990c249d-2c9,dag-a50efd9b-956,node-359ec49d-436,node-f59324ac-ec5,CONDITIONAL,sop_matched,true,2026-05-29 23:15:18,2026-05-29 23:15:18,"{""bytes"":2167}",4880,"{""hop"":3}"
edge-4d40584a-bef,dag-a50efd9b-956,node-f59324ac-ec5,node-71320cf1-745,CONDITIONAL,,false,2026-06-10 00:24:32,2026-06-10 00:24:32,"{""bytes"":1398}",4290,"{""hop"":4}"
edge-5d3ce47f-41f,dag-a50efd9b-956,node-71320cf1-745,node-a3eef6ba-15b,CONDITIONAL,,true,2026-06-23 11:57:32,2026-06-23 11:57:32,"{""bytes"":781}",3979,"{""hop"":5}"
edge-1c161115-e5d,dag-a50efd9b-956,node-a3eef6ba-15b,node-c96418be-956,DATA_FLOW,risk>0.65,true,2026-05-30 01:10:16,2026-05-30 01:10:16,"{""bytes"":3736}",4615,"{""hop"":6}"
edge-64f97ac4-2f1,dag-9e5fd8ce-be4,node-d324116f-6e5,node-b82fd446-61d,CONTROL,risk>0.65,true,2026-05-30 02:54:28,2026-05-30 02:54:28,"{""bytes"":2151}",2189,"{""hop"":0}"
edge-d6911966-36b,dag-9e5fd8ce-be4,node-b82fd446-61d,node-b20f393b-d45,DATA_FLOW,risk>0.65,true,2026-06-13 14:23:27,2026-06-13 14:23:27,"{""bytes"":328}",2099,"{""hop"":1}"
edge-4053bdd1-920,dag-9e5fd8ce-be4,node-b20f393b-d45,node-33ac9e05-a7a,CONDITIONAL,,true,2026-06-17 12:17:51,2026-06-17 12:17:51,"{""bytes"":3148}",4418,"{""hop"":2}"
edge-b168c62d-0be,dag-9e5fd8ce-be4,node-33ac9e05-a7a,node-4239d2e4-a5c,CONTROL,risk>0.65,true,2026-06-03 15:54:20,2026-06-03 15:54:20,"{""bytes"":3841}",1307,"{""hop"":3}"
edge-7f73c928-188,dag-9e5fd8ce-be4,node-4239d2e4-a5c,node-1eabc418-f42,CONTROL,action_required==true,true,2026-06-11 11:21:02,2026-06-11 11:21:02,"{""bytes"":2917}",637,"{""hop"":4}"
edge-6aec599d-e6c,dag-9e5fd8ce-be4,node-1eabc418-f42,node-aba625b6-e3b,DATA_FLOW,sop_matched,true,2026-06-19 17:47:27,2026-06-19 17:47:27,"{""bytes"":2930}",3154,"{""hop"":5}"
edge-4d6b6b85-d88,dag-9e5fd8ce-be4,node-aba625b6-e3b,node-0c06a771-0ce,CONDITIONAL,risk>0.65,true,2026-06-04 21:40:31,2026-06-04 21:40:31,"{""bytes"":3628}",3477,"{""hop"":6}"
edge-e48567bb-728,dag-f5fc9ca2-223,node-cbb1572d-1c0,node-4b90540b-cb1,DATA_FLOW,risk>0.65,true,2026-06-06 03:48:26,2026-06-06 03:48:26,"{""bytes"":1450}",989,"{""hop"":0}"
edge-df7945d2-e5f,dag-f5fc9ca2-223,node-4b90540b-cb1,node-bba15760-9b6,DATA_FLOW,risk>0.65,true,2026-06-05 10:52:51,2026-06-05 10:52:51,"{""bytes"":2507}",1816,"{""hop"":1}"
edge-a0394964-e19,dag-f5fc9ca2-223,node-bba15760-9b6,node-7cf7176d-d9a,DATA_FLOW,risk>0.65,false,2026-06-23 09:08:38,2026-06-23 09:08:38,"{""bytes"":1534}",2007,"{""hop"":2}"
edge-a0e775c5-6b0,dag-61ad48da-5cd,node-88edf691-435,node-e686c1ff-37f,CONTROL,,true,2026-05-27 15:04:35,2026-05-27 15:04:35,"{""bytes"":4059}",4502,"{""hop"":0}"
edge-ab6e6e60-3f8,dag-61ad48da-5cd,node-e686c1ff-37f,node-c417a141-f27,CONDITIONAL,risk>0.65,true,2026-05-30 05:36:55,2026-05-30 05:36:55,"{""bytes"":822}",994,"{""hop"":1}"
edge-878d2d43-d20,dag-61ad48da-5cd,node-c417a141-f27,node-69c4ce87-a38,CONTROL,,true,2026-06-22 16:59:33,2026-06-22 16:59:33,"{""bytes"":3821}",4848,"{""hop"":2}"
edge-83a8e115-635,dag-61ad48da-5cd,node-69c4ce87-a38,node-9b07a62b-dce,CONTROL,,true,2026-06-04 14:39:17,2026-06-04 14:39:17,"{""bytes"":2728}",4827,"{""hop"":3}"
edge-08c690f1-5c8,dag-61ad48da-5cd,node-9b07a62b-dce,node-8ee5ce99-4a2,DATA_FLOW,,true,2026-06-03 02:42:59,2026-06-03 02:42:59,"{""bytes"":4926}",4011,"{""hop"":4}"
edge-7c7d70c3-c43,dag-61ad48da-5cd,node-8ee5ce99-4a2,node-447d2b40-909,DATA_FLOW,sop_matched,true,2026-06-15 09:31:46,2026-06-15 09:31:46,"{""bytes"":2433}",3953,"{""hop"":5}"
edge-6e9c6483-056,dag-3eed3584-db8,node-f67e77b4-ecd,node-ed4efab5-328,CONTROL,risk>0.65,true,2026-06-19 22:54:45,2026-06-19 22:54:45,"{""bytes"":1123}",1910,"{""hop"":0}"
edge-5685803f-d35,dag-3eed3584-db8,node-ed4efab5-328,node-fc62400b-5c1,DATA_FLOW,risk>0.65,true,2026-06-19 02:05:25,2026-06-19 02:05:25,"{""bytes"":3240}",3867,"{""hop"":1}"
edge-c90f9103-434,dag-3eed3584-db8,node-fc62400b-5c1,node-a70c8118-2e0,CONTROL,,true,2026-06-20 06:41:23,2026-06-20 06:41:23,"{""bytes"":1821}",1321,"{""hop"":2}"
edge-cbce345d-495,dag-f42d11df-054,node-6ebd4d74-51a,node-504b81fb-4c9,CONTROL,risk>0.65,true,2026-06-22 12:45:40,2026-06-22 12:45:40,"{""bytes"":1792}",3855,"{""hop"":0}"
edge-13557dd0-5d9,dag-f42d11df-054,node-504b81fb-4c9,node-b9c7fa43-c6c,CONTROL,action_required==true,true,2026-06-05 07:06:18,2026-06-05 07:06:18,"{""bytes"":1681}",4864,"{""hop"":1}"
edge-bc498b16-bf6,dag-9035acec-5bb,node-37565897-909,node-0565cf4a-7a6,CONDITIONAL,sop_matched,true,2026-06-04 05:14:50,2026-06-04 05:14:50,"{""bytes"":1135}",3495,"{""hop"":0}"
edge-b63a721a-455,dag-9035acec-5bb,node-0565cf4a-7a6,node-ba78e8e8-ace,CONTROL,action_required==true,true,2026-05-28 17:22:09,2026-05-28 17:22:09,"{""bytes"":2292}",673,"{""hop"":1}"
edge-751f6f6f-7d2,dag-9035acec-5bb,node-ba78e8e8-ace,node-0571b3b2-8e2,CONDITIONAL,risk>0.65,true,2026-06-16 12:41:10,2026-06-16 12:41:10,"{""bytes"":1340}",1911,"{""hop"":2}"
edge-1969b35c-69d,dag-9035acec-5bb,node-0571b3b2-8e2,node-65665a7f-cab,CONDITIONAL,risk>0.65,true,2026-06-08 19:43:35,2026-06-08 19:43:35,"{""bytes"":3157}",1111,"{""hop"":3}"
edge-2c1fe9a7-bdc,dag-9035acec-5bb,node-65665a7f-cab,node-d16a7a99-8f8,DATA_FLOW,action_required==true,true,2026-06-15 22:21:41,2026-06-15 22:21:41,"{""bytes"":3820}",2891,"{""hop"":4}"
edge-e883694a-7c0,dag-9035acec-5bb,node-d16a7a99-8f8,node-9f5cf06d-506,CONDITIONAL,risk>0.65,true,2026-06-03 05:57:10,2026-06-03 05:57:10,"{""bytes"":3555}",2180,"{""hop"":5}"
edge-afb15e0a-39b,dag-7de56e75-fc1,node-f4d15941-3d7,node-fbfaa339-cc0,CONTROL,action_required==true,true,2026-06-13 09:53:59,2026-06-13 09:53:59,"{""bytes"":2658}",3545,"{""hop"":0}"
edge-33746455-462,dag-7de56e75-fc1,node-fbfaa339-cc0,node-a6360147-9fc,CONTROL,action_required==true,true,2026-06-19 20:22:36,2026-06-19 20:22:36,"{""bytes"":4079}",2278,"{""hop"":1}"
edge-f0ba3208-efe,dag-93c1602e-68d,node-3153ae27-478,node-b8495af6-d7c,CONTROL,action_required==true,false,2026-06-05 14:22:44,2026-06-05 14:22:44,"{""bytes"":1504}",4133,"{""hop"":0}"
edge-6121ec56-560,dag-93c1602e-68d,node-b8495af6-d7c,node-6288d2ca-c4f,CONTROL,action_required==true,true,2026-05-30 11:48:54,2026-05-30 11:48:54,"{""bytes"":2667}",2311,"{""hop"":1}"
edge-1398721d-31b,dag-93c1602e-68d,node-6288d2ca-c4f,node-53a21b14-6b2,CONTROL,,true,2026-05-30 22:24:11,2026-05-30 22:24:11,"{""bytes"":2845}",646,"{""hop"":2}"
edge-207d3a37-1e5,dag-93c1602e-68d,node-53a21b14-6b2,node-95598495-264,DATA_FLOW,risk>0.65,true,2026-06-10 03:19:48,2026-06-10 03:19:48,"{""bytes"":876}",4561,"{""hop"":3}"
edge-afb2034e-ced,dag-93c1602e-68d,node-95598495-264,node-10792700-b96,CONTROL,risk>0.65,true,2026-06-04 19:34:14,2026-06-04 19:34:14,"{""bytes"":1445}",2388,"{""hop"":4}"
edge-c06fc137-aac,dag-6d8d3959-d58,node-9185a268-7bd,node-6e613f64-a42,CONDITIONAL,sop_matched,true,2026-06-10 11:45:34,2026-06-10 11:45:34,"{""bytes"":711}",4800,"{""hop"":0}"
edge-de3809bd-595,dag-6d8d3959-d58,node-6e613f64-a42,node-a0f09fa2-195,DATA_FLOW,sop_matched,true,2026-06-17 20:52:42,2026-06-17 20:52:42,"{""bytes"":1771}",4033,"{""hop"":1}"
edge-5e31a324-b32,dag-6d8d3959-d58,node-a0f09fa2-195,node-3bc19c4a-3de,DATA_FLOW,sop_matched,false,2026-06-12 01:35:37,2026-06-12 01:35:38,"{""bytes"":1447}",3047,"{""hop"":2}"
edge-c3b1492b-dc6,dag-6d8d3959-d58,node-3bc19c4a-3de,node-563dc3f4-d2e,CONTROL,action_required==true,true,2026-05-31 22:14:53,2026-05-31 22:14:53,"{""bytes"":863}",169,"{""hop"":3}"
