cache_key,cache_value,created_at,expires_at
mc:staging-use2-eks:checkout:checkout-web-aca9086-f5fe6:container_memory_rss,"{""value"":17844.2,""ts"":""2026-06-23 11:33:19""}",2026-06-23 11:33:19,2026-06-23 11:38:19
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:http_request_duration_ms,"{""value"":93625.11,""ts"":""2026-06-23 06:39:43""}",2026-06-23 06:39:43,2026-06-23 06:44:43
mc:dr-use1-eks:orders:orders-worker-f884840-8265c:container_network_receive_bytes_total,"{""value"":37839.0,""ts"":""2026-06-23 08:54:31""}",2026-06-23 08:54:31,2026-06-23 08:59:31
mc:prod-use2-eks:ledger:ledger-svc-204e643-7d23b:http_request_duration_ms,"{""value"":48152.35,""ts"":""2026-06-23 09:06:50""}",2026-06-23 09:06:50,2026-06-23 09:11:50
mc:prod-use2-eks:identity:session-store-1ac5266-1ca26:tcp_established,"{""value"":57640.06,""ts"":""2026-06-23 10:26:16""}",2026-06-23 10:26:16,2026-06-23 10:31:16
mc:prod-use2-eks:identity:auth-gateway-7b28269-a7447:container_fs_usage_bytes,"{""value"":66984.56,""ts"":""2026-06-23 11:22:22""}",2026-06-23 11:22:22,2026-06-23 11:27:22
mc:staging-use2-eks:payments:payments-api-dde4d16-a3d09:http_requests_total,"{""value"":83789.22,""ts"":""2026-06-23 08:37:18""}",2026-06-23 08:37:18,2026-06-23 08:42:18
mc:dr-use1-eks:checkout:checkout-web-6e9e217-a5c79:container_fs_usage_bytes,"{""value"":34224.61,""ts"":""2026-06-23 08:58:44""}",2026-06-23 08:58:44,2026-06-23 09:03:44
mc:prod-usw2-eks:kube-system:metrics-server-6162d13-d4a14:go_gc_duration_seconds,"{""value"":95423.73,""ts"":""2026-06-23 10:11:49""}",2026-06-23 10:11:49,2026-06-23 10:16:49
mc:staging-use2-eks:payments:payments-api-2729261-453da:kube_pod_container_status_restarts_total,"{""value"":22422.55,""ts"":""2026-06-23 11:59:53""}",2026-06-23 11:59:53,2026-06-23 12:04:53
mc:prod-use2-eks:inventory:inventory-svc-3e28589-98330:kube_pod_container_status_restarts_total,"{""value"":96242.35,""ts"":""2026-06-23 07:08:08""}",2026-06-23 07:08:08,2026-06-23 07:13:08
mc:prod-usw2-eks:inventory:inventory-svc-0d33458-c137f:container_network_receive_bytes_total,"{""value"":77276.52,""ts"":""2026-06-23 11:11:30""}",2026-06-23 11:11:30,2026-06-23 11:16:30
mc:staging-use2-eks:inventory:inventory-svc-1d6f570-1b50d:container_fs_usage_bytes,"{""value"":19141.31,""ts"":""2026-06-23 07:19:45""}",2026-06-23 07:19:45,2026-06-23 07:24:45
mc:prod-usw2-eks:payments:payments-api-1e23165-1e35b:container_fs_usage_bytes,"{""value"":15266.71,""ts"":""2026-06-23 06:06:02""}",2026-06-23 06:06:02,2026-06-23 06:11:02
mc:prod-use2-eks:search:search-api-61d1d17-0014f:container_cpu_usage_seconds_total,"{""value"":52906.65,""ts"":""2026-06-23 09:50:24""}",2026-06-23 09:50:24,2026-06-23 09:55:24
mc:prod-use2-eks:ledger:ledger-svc-f4a6d64-16dde:container_cpu_usage_seconds_total,"{""value"":7574.11,""ts"":""2026-06-23 08:49:57""}",2026-06-23 08:49:57,2026-06-23 08:54:57
mc:prod-use2-eks:payments:payments-worker-6e38c94-75bbf:go_gc_duration_seconds,"{""value"":24189.67,""ts"":""2026-06-23 08:55:43""}",2026-06-23 08:55:43,2026-06-23 09:00:43
mc:staging-use2-eks:search:recommendation-2071c72-c0b22:container_memory_working_set_bytes,"{""value"":18074.39,""ts"":""2026-06-23 11:25:33""}",2026-06-23 11:25:33,2026-06-23 11:30:33
mc:prod-usw2-eks:identity:auth-gateway-ebb2b70-575e4:container_memory_working_set_bytes,"{""value"":41419.27,""ts"":""2026-06-23 06:49:02""}",2026-06-23 06:49:02,2026-06-23 06:54:02
mc:staging-use2-eks:identity:auth-gateway-c975434-e6ef9:container_cpu_usage_seconds_total,"{""value"":55177.19,""ts"":""2026-06-23 08:20:49""}",2026-06-23 08:20:49,2026-06-23 08:25:49
mc:prod-usw2-eks:payments:payments-worker-1d1bf52-dff66:container_network_receive_bytes_total,"{""value"":73374.19,""ts"":""2026-06-23 06:14:16""}",2026-06-23 06:14:16,2026-06-23 06:19:16
mc:prod-use2-eks:payments:payments-api-7fa4649-debd8:container_memory_rss,"{""value"":37645.55,""ts"":""2026-06-23 11:48:33""}",2026-06-23 11:48:33,2026-06-23 11:53:33
mc:prod-usw2-eks:search:search-api-15a6d76-12766:container_memory_working_set_bytes,"{""value"":26572.43,""ts"":""2026-06-23 08:29:40""}",2026-06-23 08:29:40,2026-06-23 08:34:40
mc:prod-use2-eks:inventory:inventory-svc-bfded25-1e6d2:go_gc_duration_seconds,"{""value"":30243.13,""ts"":""2026-06-23 10:47:07""}",2026-06-23 10:47:07,2026-06-23 10:52:07
mc:prod-usw2-eks:search:recommendation-87e3198-026ea:container_memory_working_set_bytes,"{""value"":54386.16,""ts"":""2026-06-23 07:31:17""}",2026-06-23 07:31:17,2026-06-23 07:36:17
mc:prod-usw2-eks:inventory:inventory-svc-bf8f159-02345:container_cpu_usage_seconds_total,"{""value"":26020.32,""ts"":""2026-06-23 06:58:55""}",2026-06-23 06:58:55,2026-06-23 07:03:55
mc:prod-use2-eks:identity:session-store-4732511-0dba8:http_request_duration_ms,"{""value"":9658.45,""ts"":""2026-06-23 10:30:10""}",2026-06-23 10:30:10,2026-06-23 10:35:10
mc:prod-usw2-eks:checkout:cart-svc-ee38458-64d46:kube_pod_container_status_restarts_total,"{""value"":5542.02,""ts"":""2026-06-23 07:09:53""}",2026-06-23 07:09:53,2026-06-23 07:14:53
mc:prod-usw2-eks:kube-system:coredns-37f1521-4cd3d:kube_pod_container_status_restarts_total,"{""value"":30480.26,""ts"":""2026-06-23 09:37:01""}",2026-06-23 09:37:01,2026-06-23 09:42:01
mc:staging-use2-eks:checkout:checkout-web-aca9086-f5fe6:http_requests_total,"{""value"":21316.53,""ts"":""2026-06-23 08:35:54""}",2026-06-23 08:35:54,2026-06-23 08:40:54
mc:prod-usw2-eks:ledger:ledger-svc-0744083-43011:container_cpu_usage_seconds_total,"{""value"":37739.68,""ts"":""2026-06-23 07:01:30""}",2026-06-23 07:01:30,2026-06-23 07:06:30
mc:prod-usw2-eks:inventory:inventory-svc-4453f63-e15f3:http_request_duration_ms,"{""value"":28730.62,""ts"":""2026-06-23 09:56:37""}",2026-06-23 09:56:37,2026-06-23 10:01:37
mc:prod-usw2-eks:kube-system:coredns-4a8b365-1d9fc:http_request_duration_ms,"{""value"":30498.77,""ts"":""2026-06-23 06:35:38""}",2026-06-23 06:35:38,2026-06-23 06:40:38
mc:prod-use2-eks:search:search-api-4350294-dbefb:container_cpu_usage_seconds_total,"{""value"":53832.81,""ts"":""2026-06-23 07:06:48""}",2026-06-23 07:06:48,2026-06-23 07:11:48
mc:prod-usw2-eks:identity:auth-gateway-ebb2b70-575e4:go_gc_duration_seconds,"{""value"":15457.29,""ts"":""2026-06-23 09:24:32""}",2026-06-23 09:24:32,2026-06-23 09:29:32
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:process_open_fds,"{""value"":61068.08,""ts"":""2026-06-23 08:07:46""}",2026-06-23 08:07:46,2026-06-23 08:12:46
mc:prod-usw2-eks:checkout:checkout-web-2e5d994-d724e:container_memory_working_set_bytes,"{""value"":23814.75,""ts"":""2026-06-23 08:36:30""}",2026-06-23 08:36:30,2026-06-23 08:41:30
mc:prod-use2-eks:notifications:notifications-1938743-28dca:container_memory_rss,"{""value"":93060.34,""ts"":""2026-06-23 09:32:05""}",2026-06-23 09:32:05,2026-06-23 09:37:05
mc:prod-usw2-eks:checkout:checkout-web-f628153-c1833:kube_pod_container_status_restarts_total,"{""value"":77687.79,""ts"":""2026-06-23 10:59:44""}",2026-06-23 10:59:44,2026-06-23 11:04:44
mc:prod-usw2-eks:search:search-api-8352074-5b766:tcp_established,"{""value"":55229.61,""ts"":""2026-06-23 11:18:50""}",2026-06-23 11:18:50,2026-06-23 11:23:50
mc:prod-use2-eks:search:recommendation-e5d5555-c6e9b:go_gc_duration_seconds,"{""value"":38501.46,""ts"":""2026-06-23 06:16:24""}",2026-06-23 06:16:24,2026-06-23 06:21:24
mc:prod-use2-eks:payments:payments-worker-7a57672-86691:container_memory_working_set_bytes,"{""value"":72664.68,""ts"":""2026-06-23 06:48:27""}",2026-06-23 06:48:27,2026-06-23 06:53:27
mc:prod-usw2-eks:identity:session-store-28ebc77-cf7c8:process_open_fds,"{""value"":97126.95,""ts"":""2026-06-23 06:04:09""}",2026-06-23 06:04:09,2026-06-23 06:09:09
mc:staging-use2-eks:platform:config-svc-929cd33-16be4:http_request_duration_ms,"{""value"":88972.86,""ts"":""2026-06-23 08:45:44""}",2026-06-23 08:45:44,2026-06-23 08:50:44
mc:staging-use2-eks:kube-system:coredns-b16ea15-07544:http_requests_total,"{""value"":22161.49,""ts"":""2026-06-23 10:26:02""}",2026-06-23 10:26:02,2026-06-23 10:31:02
mc:staging-use2-eks:search:search-api-8ca0b98-505ff:container_network_receive_bytes_total,"{""value"":42179.27,""ts"":""2026-06-23 06:23:12""}",2026-06-23 06:23:12,2026-06-23 06:28:12
mc:prod-usw2-eks:search:search-api-db28570-d359e:kube_pod_container_status_restarts_total,"{""value"":40635.15,""ts"":""2026-06-23 07:44:57""}",2026-06-23 07:44:57,2026-06-23 07:49:57
mc:dr-use1-eks:search:search-api-be84964-d972c:container_fs_usage_bytes,"{""value"":53497.51,""ts"":""2026-06-23 10:38:22""}",2026-06-23 10:38:22,2026-06-23 10:43:22
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:container_memory_rss,"{""value"":2999.82,""ts"":""2026-06-23 08:22:31""}",2026-06-23 08:22:31,2026-06-23 08:27:31
mc:prod-usw2-eks:payments:payments-api-6c2b997-3e07d:http_requests_total,"{""value"":85702.54,""ts"":""2026-06-23 07:30:07""}",2026-06-23 07:30:07,2026-06-23 07:35:07
mc:prod-usw2-eks:search:indexer-6c1eb29-ca471:container_cpu_usage_seconds_total,"{""value"":12098.51,""ts"":""2026-06-23 11:34:55""}",2026-06-23 11:34:55,2026-06-23 11:39:55
mc:prod-use2-eks:checkout:checkout-web-c343d41-6a8d2:go_gc_duration_seconds,"{""value"":49143.4,""ts"":""2026-06-23 10:41:27""}",2026-06-23 10:41:27,2026-06-23 10:46:27
mc:prod-use2-eks:orders:orders-api-7f89525-97cdd:kube_pod_container_status_restarts_total,"{""value"":55858.32,""ts"":""2026-06-23 08:58:58""}",2026-06-23 08:58:58,2026-06-23 09:03:58
mc:prod-use2-eks:payments:payments-worker-bff7264-02c23:tcp_established,"{""value"":53891.0,""ts"":""2026-06-23 08:56:10""}",2026-06-23 08:56:10,2026-06-23 09:01:10
mc:prod-use2-eks:identity:session-store-1ac5266-1ca26:container_network_receive_bytes_total,"{""value"":23346.29,""ts"":""2026-06-23 10:02:25""}",2026-06-23 10:02:25,2026-06-23 10:07:25
mc:prod-usw2-eks:notifications:notifications-b2aff41-e1772:container_network_receive_bytes_total,"{""value"":85291.93,""ts"":""2026-06-23 11:53:48""}",2026-06-23 11:53:48,2026-06-23 11:58:48
mc:prod-usw2-eks:inventory:inventory-svc-0d33458-c137f:container_fs_usage_bytes,"{""value"":31549.14,""ts"":""2026-06-23 07:08:50""}",2026-06-23 07:08:50,2026-06-23 07:13:50
mc:dr-use1-eks:search:indexer-6af7422-f66fc:http_requests_total,"{""value"":63571.98,""ts"":""2026-06-23 08:15:31""}",2026-06-23 08:15:31,2026-06-23 08:20:31
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:go_gc_duration_seconds,"{""value"":70457.43,""ts"":""2026-06-23 06:46:13""}",2026-06-23 06:46:13,2026-06-23 06:51:13
mc:prod-usw2-eks:ledger:ledger-svc-842cd31-95bfa:container_fs_usage_bytes,"{""value"":97887.52,""ts"":""2026-06-23 07:23:45""}",2026-06-23 07:23:45,2026-06-23 07:28:45
mc:prod-use2-eks:checkout:checkout-web-c2eb578-2d181:container_cpu_usage_seconds_total,"{""value"":7286.43,""ts"":""2026-06-23 09:51:06""}",2026-06-23 09:51:06,2026-06-23 09:56:06
mc:staging-use2-eks:payments:payments-api-2729261-453da:http_request_duration_ms,"{""value"":77327.43,""ts"":""2026-06-23 10:36:35""}",2026-06-23 10:36:35,2026-06-23 10:41:35
mc:prod-usw2-eks:search:recommendation-1e52697-e4756:http_requests_total,"{""value"":40078.34,""ts"":""2026-06-23 07:49:24""}",2026-06-23 07:49:24,2026-06-23 07:54:24
mc:dr-use1-eks:orders:orders-api-8330e48-f22f4:http_requests_total,"{""value"":54441.43,""ts"":""2026-06-23 10:04:50""}",2026-06-23 10:04:50,2026-06-23 10:09:50
mc:prod-use2-eks:checkout:cart-svc-26a7d77-aafdc:go_gc_duration_seconds,"{""value"":79556.94,""ts"":""2026-06-23 09:25:13""}",2026-06-23 09:25:13,2026-06-23 09:30:13
mc:prod-use2-eks:inventory:inventory-svc-bfded25-1e6d2:http_request_duration_ms,"{""value"":89452.4,""ts"":""2026-06-23 08:57:34""}",2026-06-23 08:57:34,2026-06-23 09:02:34
mc:prod-use2-eks:checkout:checkout-web-c2eb578-2d181:go_gc_duration_seconds,"{""value"":85489.75,""ts"":""2026-06-23 10:23:23""}",2026-06-23 10:23:23,2026-06-23 10:28:23
mc:prod-use2-eks:platform:image-resizer-7bb3c89-50e74:container_memory_working_set_bytes,"{""value"":40538.92,""ts"":""2026-06-23 08:03:02""}",2026-06-23 08:03:02,2026-06-23 08:08:02
mc:dr-use1-eks:notifications:notifications-b036879-82982:tcp_established,"{""value"":2895.13,""ts"":""2026-06-23 09:46:18""}",2026-06-23 09:46:18,2026-06-23 09:51:18
mc:staging-use2-eks:search:search-api-8ca0b98-505ff:tcp_established,"{""value"":45323.13,""ts"":""2026-06-23 06:47:53""}",2026-06-23 06:47:53,2026-06-23 06:52:53
mc:prod-usw2-eks:inventory:inventory-svc-0d33458-c137f:http_requests_total,"{""value"":74047.38,""ts"":""2026-06-23 06:31:13""}",2026-06-23 06:31:13,2026-06-23 06:36:13
mc:prod-use2-eks:notifications:notifications-1938743-28dca:container_fs_usage_bytes,"{""value"":94777.86,""ts"":""2026-06-23 09:29:26""}",2026-06-23 09:29:26,2026-06-23 09:34:26
mc:prod-use2-eks:search:search-api-1271443-2f040:kube_pod_container_status_restarts_total,"{""value"":81470.93,""ts"":""2026-06-23 06:17:59""}",2026-06-23 06:17:59,2026-06-23 06:22:59
mc:prod-use2-eks:kube-system:metrics-server-e2e6924-29c37:container_fs_usage_bytes,"{""value"":92447.01,""ts"":""2026-06-23 06:42:59""}",2026-06-23 06:42:59,2026-06-23 06:47:59
mc:prod-usw2-eks:identity:auth-gateway-ebb2b70-575e4:tcp_established,"{""value"":64000.81,""ts"":""2026-06-23 10:26:13""}",2026-06-23 10:26:13,2026-06-23 10:31:13
mc:prod-usw2-eks:kube-system:coredns-37f1521-4cd3d:container_memory_rss,"{""value"":52321.4,""ts"":""2026-06-23 07:29:08""}",2026-06-23 07:29:08,2026-06-23 07:34:08
mc:dr-use1-eks:search:search-api-be84964-d972c:tcp_established,"{""value"":57252.55,""ts"":""2026-06-23 09:20:44""}",2026-06-23 09:20:44,2026-06-23 09:25:44
mc:prod-use2-eks:payments:payments-worker-6e38c94-75bbf:http_request_duration_ms,"{""value"":53764.61,""ts"":""2026-06-23 10:14:01""}",2026-06-23 10:14:01,2026-06-23 10:19:01
mc:staging-use2-eks:notifications:notifications-26e9347-44fc8:container_memory_rss,"{""value"":75320.96,""ts"":""2026-06-23 10:48:16""}",2026-06-23 10:48:16,2026-06-23 10:53:16
mc:prod-usw2-eks:kube-system:coredns-4a8b365-1d9fc:http_requests_total,"{""value"":91354.94,""ts"":""2026-06-23 08:27:12""}",2026-06-23 08:27:12,2026-06-23 08:32:12
mc:dr-use1-eks:orders:orders-worker-f884840-8265c:container_memory_rss,"{""value"":76375.99,""ts"":""2026-06-23 07:08:04""}",2026-06-23 07:08:04,2026-06-23 07:13:04
mc:prod-use2-eks:search:indexer-b07f520-eaf04:container_fs_usage_bytes,"{""value"":47944.51,""ts"":""2026-06-23 10:31:11""}",2026-06-23 10:31:11,2026-06-23 10:36:11
mc:prod-usw2-eks:search:search-api-8352074-5b766:container_memory_working_set_bytes,"{""value"":9837.72,""ts"":""2026-06-23 10:32:50""}",2026-06-23 10:32:50,2026-06-23 10:37:50
mc:prod-use2-eks:search:recommendation-e5d5555-c6e9b:http_requests_total,"{""value"":10209.22,""ts"":""2026-06-23 11:16:31""}",2026-06-23 11:16:31,2026-06-23 11:21:31
mc:staging-use2-eks:identity:auth-gateway-c975434-e6ef9:tcp_established,"{""value"":3355.09,""ts"":""2026-06-23 09:30:16""}",2026-06-23 09:30:16,2026-06-23 09:35:16
mc:prod-usw2-eks:kube-system:coredns-37f1521-4cd3d:http_requests_total,"{""value"":96768.4,""ts"":""2026-06-23 07:16:40""}",2026-06-23 07:16:40,2026-06-23 07:21:40
mc:prod-usw2-eks:checkout:checkout-web-2e5d994-d724e:container_network_receive_bytes_total,"{""value"":15321.62,""ts"":""2026-06-23 11:23:26""}",2026-06-23 11:23:26,2026-06-23 11:28:26
mc:prod-use2-eks:inventory:inventory-svc-3e28589-98330:container_fs_usage_bytes,"{""value"":75402.04,""ts"":""2026-06-23 10:03:39""}",2026-06-23 10:03:39,2026-06-23 10:08:39
mc:prod-use2-eks:identity:auth-gateway-9bddb17-f3d59:tcp_established,"{""value"":18292.32,""ts"":""2026-06-23 07:05:28""}",2026-06-23 07:05:28,2026-06-23 07:10:28
mc:dr-use1-eks:platform:config-svc-0f5b883-4b9e2:container_memory_rss,"{""value"":49467.47,""ts"":""2026-06-23 06:39:51""}",2026-06-23 06:39:51,2026-06-23 06:44:51
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:container_fs_usage_bytes,"{""value"":40713.97,""ts"":""2026-06-23 08:46:12""}",2026-06-23 08:46:12,2026-06-23 08:51:12
mc:prod-usw2-eks:notifications:notifications-b2aff41-e1772:tcp_established,"{""value"":54219.65,""ts"":""2026-06-23 08:49:28""}",2026-06-23 08:49:28,2026-06-23 08:54:28
mc:prod-usw2-eks:orders:orders-worker-b907131-2627d:container_memory_rss,"{""value"":73674.31,""ts"":""2026-06-23 08:24:35""}",2026-06-23 08:24:35,2026-06-23 08:29:35
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:go_gc_duration_seconds,"{""value"":55355.78,""ts"":""2026-06-23 07:21:40""}",2026-06-23 07:21:40,2026-06-23 07:26:40
mc:staging-use2-eks:checkout:checkout-web-aca9086-f5fe6:container_cpu_usage_seconds_total,"{""value"":38763.28,""ts"":""2026-06-23 07:51:57""}",2026-06-23 07:51:57,2026-06-23 07:56:57
mc:prod-use2-eks:kube-system:coredns-e513a45-fb7bf:container_network_receive_bytes_total,"{""value"":62080.8,""ts"":""2026-06-23 07:40:44""}",2026-06-23 07:40:44,2026-06-23 07:45:44
mc:staging-use2-eks:platform:config-svc-929cd33-16be4:kube_pod_container_status_restarts_total,"{""value"":52420.17,""ts"":""2026-06-23 09:17:40""}",2026-06-23 09:17:40,2026-06-23 09:22:40
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:http_requests_total,"{""value"":19572.1,""ts"":""2026-06-23 07:27:01""}",2026-06-23 07:27:01,2026-06-23 07:32:01
mc:prod-usw2-eks:kube-system:coredns-4a8b365-1d9fc:container_fs_usage_bytes,"{""value"":17167.46,""ts"":""2026-06-23 11:48:12""}",2026-06-23 11:48:12,2026-06-23 11:53:12
mc:prod-use2-eks:checkout:checkout-web-47df111-4e24c:container_memory_rss,"{""value"":90066.57,""ts"":""2026-06-23 09:04:09""}",2026-06-23 09:04:09,2026-06-23 09:09:09
mc:prod-use2-eks:search:search-api-1271443-2f040:http_request_duration_ms,"{""value"":13828.46,""ts"":""2026-06-23 09:52:50""}",2026-06-23 09:52:50,2026-06-23 09:57:50
mc:prod-usw2-eks:search:indexer-6c1eb29-ca471:http_request_duration_ms,"{""value"":57757.99,""ts"":""2026-06-23 07:52:58""}",2026-06-23 07:52:58,2026-06-23 07:57:58
mc:prod-use2-eks:platform:config-svc-ddd1723-06ca5:container_memory_working_set_bytes,"{""value"":85758.82,""ts"":""2026-06-23 11:23:33""}",2026-06-23 11:23:33,2026-06-23 11:28:33
mc:prod-usw2-eks:platform:config-svc-d193d56-68bd9:tcp_established,"{""value"":18404.38,""ts"":""2026-06-23 11:49:49""}",2026-06-23 11:49:49,2026-06-23 11:54:49
mc:prod-use2-eks:payments:payments-api-1ce3577-591ac:container_memory_working_set_bytes,"{""value"":2970.12,""ts"":""2026-06-23 09:59:50""}",2026-06-23 09:59:50,2026-06-23 10:04:50
mc:staging-use2-eks:search:search-api-1605640-8abaf:container_memory_rss,"{""value"":83617.05,""ts"":""2026-06-23 10:17:19""}",2026-06-23 10:17:19,2026-06-23 10:22:19
mc:prod-usw2-eks:platform:config-svc-370d832-a686a:process_open_fds,"{""value"":39218.84,""ts"":""2026-06-23 06:49:47""}",2026-06-23 06:49:47,2026-06-23 06:54:47
mc:prod-use2-eks:identity:session-store-1ac5266-1ca26:container_memory_rss,"{""value"":98036.27,""ts"":""2026-06-23 11:15:17""}",2026-06-23 11:15:17,2026-06-23 11:20:17
mc:staging-use2-eks:search:search-api-8ca0b98-505ff:tcp_established,"{""value"":47005.93,""ts"":""2026-06-23 11:42:58""}",2026-06-23 11:42:58,2026-06-23 11:47:58
mc:staging-use2-eks:identity:session-store-a097c68-649a1:http_request_duration_ms,"{""value"":5632.24,""ts"":""2026-06-23 06:48:18""}",2026-06-23 06:48:18,2026-06-23 06:53:18
mc:dr-use1-eks:search:search-api-be84964-d972c:process_open_fds,"{""value"":33766.44,""ts"":""2026-06-23 11:14:57""}",2026-06-23 11:14:57,2026-06-23 11:19:57
mc:prod-use2-eks:ledger:ledger-svc-1232e29-49ea1:container_network_receive_bytes_total,"{""value"":38321.45,""ts"":""2026-06-23 08:35:53""}",2026-06-23 08:35:53,2026-06-23 08:40:53
mc:prod-use2-eks:search:search-api-4350294-dbefb:process_open_fds,"{""value"":70076.5,""ts"":""2026-06-23 08:19:52""}",2026-06-23 08:19:52,2026-06-23 08:24:52
mc:staging-use2-eks:search:search-api-8ca0b98-505ff:container_fs_usage_bytes,"{""value"":56759.7,""ts"":""2026-06-23 09:43:13""}",2026-06-23 09:43:13,2026-06-23 09:48:13
mc:prod-use2-eks:orders:orders-worker-06e2683-7270e:container_memory_rss,"{""value"":79373.66,""ts"":""2026-06-23 08:10:15""}",2026-06-23 08:10:15,2026-06-23 08:15:15
mc:prod-use2-eks:orders:orders-api-e9b4a39-c3784:container_network_receive_bytes_total,"{""value"":67826.5,""ts"":""2026-06-23 07:02:52""}",2026-06-23 07:02:52,2026-06-23 07:07:52
mc:dr-use1-eks:checkout:cart-svc-da3cf51-00806:process_open_fds,"{""value"":79234.39,""ts"":""2026-06-23 09:23:13""}",2026-06-23 09:23:13,2026-06-23 09:28:13
mc:prod-usw2-eks:orders:orders-api-21c5d48-15186:tcp_established,"{""value"":44499.81,""ts"":""2026-06-23 11:06:54""}",2026-06-23 11:06:54,2026-06-23 11:11:54
mc:prod-use2-eks:payments:payments-api-c9c2b74-00142:process_open_fds,"{""value"":97113.53,""ts"":""2026-06-23 08:53:20""}",2026-06-23 08:53:20,2026-06-23 08:58:20
mc:prod-usw2-eks:identity:auth-gateway-fb1c283-81cc8:container_fs_usage_bytes,"{""value"":84285.83,""ts"":""2026-06-23 11:49:10""}",2026-06-23 11:49:10,2026-06-23 11:54:10
mc:prod-use2-eks:platform:image-resizer-7bb3c89-50e74:container_network_receive_bytes_total,"{""value"":1586.54,""ts"":""2026-06-23 11:03:04""}",2026-06-23 11:03:04,2026-06-23 11:08:04
mc:prod-use2-eks:search:search-api-4350294-dbefb:tcp_established,"{""value"":59949.88,""ts"":""2026-06-23 09:24:10""}",2026-06-23 09:24:10,2026-06-23 09:29:10
mc:prod-use2-eks:search:search-api-1271443-2f040:process_open_fds,"{""value"":22354.42,""ts"":""2026-06-23 06:59:23""}",2026-06-23 06:59:23,2026-06-23 07:04:23
mc:staging-use2-eks:search:search-api-1605640-8abaf:go_gc_duration_seconds,"{""value"":9000.67,""ts"":""2026-06-23 11:32:29""}",2026-06-23 11:32:29,2026-06-23 11:37:29
mc:prod-usw2-eks:checkout:checkout-web-2e5d994-d724e:container_memory_working_set_bytes,"{""value"":11138.89,""ts"":""2026-06-23 08:01:27""}",2026-06-23 08:01:27,2026-06-23 08:06:27
mc:dr-use1-eks:notifications:notifications-b036879-82982:container_memory_working_set_bytes,"{""value"":90864.22,""ts"":""2026-06-23 08:39:39""}",2026-06-23 08:39:39,2026-06-23 08:44:39
mc:prod-usw2-eks:checkout:cart-svc-882ca58-64a75:kube_pod_container_status_restarts_total,"{""value"":48547.87,""ts"":""2026-06-23 09:55:12""}",2026-06-23 09:55:12,2026-06-23 10:00:12
mc:prod-use2-eks:search:search-api-1271443-2f040:container_network_receive_bytes_total,"{""value"":50500.3,""ts"":""2026-06-23 11:58:30""}",2026-06-23 11:58:30,2026-06-23 12:03:30
mc:dr-use1-eks:platform:config-svc-0f5b883-4b9e2:container_memory_working_set_bytes,"{""value"":13114.79,""ts"":""2026-06-23 09:20:55""}",2026-06-23 09:20:55,2026-06-23 09:25:55
mc:prod-use2-eks:orders:orders-api-e9b4a39-c3784:tcp_established,"{""value"":36434.12,""ts"":""2026-06-23 09:49:34""}",2026-06-23 09:49:34,2026-06-23 09:54:34
mc:prod-use2-eks:platform:config-svc-027a395-39a4d:container_memory_rss,"{""value"":52292.84,""ts"":""2026-06-23 11:05:26""}",2026-06-23 11:05:26,2026-06-23 11:10:26
mc:prod-usw2-eks:identity:auth-gateway-7d2aa28-56f78:go_gc_duration_seconds,"{""value"":18049.85,""ts"":""2026-06-23 08:17:44""}",2026-06-23 08:17:44,2026-06-23 08:22:44
mc:prod-usw2-eks:orders:orders-worker-8482791-f2d9f:container_fs_usage_bytes,"{""value"":72035.9,""ts"":""2026-06-23 11:21:56""}",2026-06-23 11:21:56,2026-06-23 11:26:56
mc:prod-use2-eks:orders:orders-api-bfb2f93-32ad3:go_gc_duration_seconds,"{""value"":74881.63,""ts"":""2026-06-23 07:18:42""}",2026-06-23 07:18:42,2026-06-23 07:23:42
mc:prod-use2-eks:notifications:notifications-1938743-28dca:container_fs_usage_bytes,"{""value"":53836.93,""ts"":""2026-06-23 10:14:33""}",2026-06-23 10:14:33,2026-06-23 10:19:33
mc:prod-use2-eks:platform:config-svc-ddd1723-06ca5:go_gc_duration_seconds,"{""value"":50736.48,""ts"":""2026-06-23 06:16:42""}",2026-06-23 06:16:42,2026-06-23 06:21:42
mc:prod-usw2-eks:search:search-api-8352074-5b766:container_fs_usage_bytes,"{""value"":71459.19,""ts"":""2026-06-23 11:33:14""}",2026-06-23 11:33:14,2026-06-23 11:38:14
mc:prod-use2-eks:payments:payments-api-c9c2b74-00142:go_gc_duration_seconds,"{""value"":66883.09,""ts"":""2026-06-23 10:05:02""}",2026-06-23 10:05:02,2026-06-23 10:10:02
mc:prod-use2-eks:notifications:notifications-c882a21-88bb7:container_network_receive_bytes_total,"{""value"":83955.43,""ts"":""2026-06-23 08:58:29""}",2026-06-23 08:58:29,2026-06-23 09:03:29
mc:dr-use1-eks:notifications:notifications-b036879-82982:container_memory_rss,"{""value"":96129.97,""ts"":""2026-06-23 09:40:18""}",2026-06-23 09:40:18,2026-06-23 09:45:18
