id,pattern_type,pattern_name,cluster_name,namespace,signature_vector,confidence,occurrence_count,first_seen,last_seen,metadata,created_at
501,oom,inventory-svc-sawtooth,prod-usw2-eks,inventory,"[0.406,0.963,0.589,0.34,0.467,0.45,0.738,0.703,0.237,0.976,0.384,0.821]",0.8371,86,2026-05-23 19:44:28,2026-06-14 19:28:18,"{""svc"":""inventory-svc"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
502,memory_leak,config-svc-plateau,prod-usw2-eks,platform,"[0.836,0.515,0.073,0.015,0.675,0.288,0.743,0.424,0.673,0.241,0.567,0.853]",0.8836,191,2026-05-03 02:01:33,2026-06-11 07:55:17,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
503,memory_leak,checkout-web-sawtooth,prod-usw2-eks,checkout,"[0.297,0.243,0.943,0.932,0.631,0.164,0.579,0.532,0.89,0.85,0.838,0.87]",0.8952,21,2026-04-27 08:04:52,2026-06-02 06:45:40,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
504,oom,notifications-plateau,prod-use2-eks,notifications,"[0.205,0.709,0.596,0.149,0.405,0.596,0.957,0.69,0.007,0.944,0.733,0.387]",0.6095,81,2026-05-18 03:31:40,2026-06-14 21:55:42,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
505,cpu_spike,notifications-spike,prod-usw2-eks,notifications,"[0.772,0.647,0.207,0.882,0.413,0.87,0.982,0.727,0.596,0.311,0.451,0.195]",0.8685,60,2026-05-14 03:23:05,2026-05-31 17:48:01,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
506,crashloop,recommendation-rampup,prod-use2-eks,search,"[0.204,0.365,0.604,0.814,0.434,0.311,0.928,0.191,0.704,0.041,0.67,0.454]",0.8632,85,2026-04-24 18:21:46,2026-06-18 02:06:36,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
507,crashloop,payments-api-rampup,prod-usw2-eks,payments,"[0.127,0.496,0.967,0.958,0.422,0.203,0.299,0.825,0.298,0.601,0.055,0.371]",0.8141,124,2026-05-23 06:39:44,2026-06-06 03:16:11,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
508,memory_leak,coredns-plateau,prod-use2-eks,kube-system,"[0.348,0.812,0.576,0.002,0.557,0.356,0.984,0.86,0.357,0.632,0.683,0.339]",0.5557,45,2026-05-23 04:24:14,2026-06-06 11:18:14,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
509,latency,orders-api-plateau,prod-use2-eks,orders,"[0.978,0.559,0.569,0.549,0.036,0.578,0.282,0.946,0.228,0.07,0.286,0.941]",0.5001,122,2026-05-17 15:45:26,2026-06-02 22:39:55,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
510,oom,checkout-web-rampup,dr-use1-eks,checkout,"[0.458,0.458,0.367,0.974,0.089,0.832,0.095,0.007,0.164,0.518,0.872,0.768]",0.8588,155,2026-04-29 12:17:53,2026-06-17 16:08:01,"{""svc"":""checkout-web"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
511,oom,payments-api-sawtooth,staging-use2-eks,payments,"[0.123,0.214,0.446,0.781,0.085,0.97,0.415,0.07,0.783,0.362,0.424,0.531]",0.9015,28,2026-05-10 14:26:51,2026-06-11 13:34:05,"{""svc"":""payments-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
512,memory_leak,cart-svc-rampup,prod-use2-eks,checkout,"[0.14,0.4,0.154,0.712,0.199,0.899,0.741,0.609,0.649,0.627,0.309,0.898]",0.5008,16,2026-05-09 01:27:20,2026-05-27 18:42:54,"{""svc"":""cart-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
513,latency,ledger-svc-rampup,prod-usw2-eks,ledger,"[0.032,0.374,0.521,0.657,0.799,0.223,0.681,0.971,0.713,0.902,0.299,0.341]",0.6718,1,2026-05-09 15:55:08,2026-05-28 08:35:00,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
514,latency,auth-gateway-plateau,prod-use2-eks,identity,"[0.215,0.044,0.932,0.193,0.334,0.049,0.013,0.416,0.361,0.99,0.009,0.725]",0.8501,4,2026-04-27 19:07:50,2026-06-06 11:44:52,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
515,memory_leak,auth-gateway-rampup,staging-use2-eks,identity,"[0.824,0.471,0.871,0.161,0.389,0.995,0.047,0.01,0.369,0.009,0.745,0.413]",0.9061,149,2026-04-25 21:27:44,2026-06-10 08:31:56,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
516,oom,orders-worker-spike,prod-use2-eks,orders,"[0.514,0.169,0.334,0.331,0.986,0.913,0.157,0.113,0.899,0.383,0.194,0.077]",0.611,195,2026-05-07 19:14:34,2026-06-08 01:52:04,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
517,latency,coredns-sawtooth,prod-use2-eks,kube-system,"[0.845,0.302,0.593,0.608,0.217,0.213,0.156,0.182,0.465,0.283,0.867,0.399]",0.6141,6,2026-05-21 20:43:31,2026-06-02 08:19:56,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
518,memory_leak,orders-api-spike,prod-use2-eks,orders,"[0.127,0.325,0.301,0.81,0.106,0.486,0.418,0.515,0.486,0.184,0.817,0.435]",0.6523,21,2026-04-24 12:13:34,2026-06-08 20:20:17,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
519,latency,checkout-web-spike,prod-usw2-eks,checkout,"[0.668,0.51,0.849,0.629,0.244,0.766,0.826,0.812,0.932,0.855,0.392,0.613]",0.5125,125,2026-05-17 08:56:17,2026-06-14 02:48:24,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
520,crashloop,search-api-rampup,prod-usw2-eks,search,"[0.671,0.428,0.456,0.048,0.589,0.626,0.38,0.334,0.617,0.499,0.581,0.617]",0.5474,78,2026-05-14 22:19:35,2026-06-14 08:55:27,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
521,memory_leak,payments-api-plateau,prod-usw2-eks,payments,"[0.726,0.574,0.425,0.715,0.595,0.534,0.462,0.621,0.334,0.101,0.83,0.164]",0.5065,65,2026-04-25 18:27:27,2026-06-12 00:21:51,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
522,oom,search-api-spike,dr-use1-eks,search,"[0.571,0.398,0.766,0.827,0.51,0.367,0.411,0.959,0.585,0.137,0.128,0.02]",0.928,75,2026-05-10 20:34:58,2026-06-02 01:39:13,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
523,latency,ledger-svc-rampup,prod-use2-eks,ledger,"[0.171,0.744,0.357,0.219,0.398,0.379,0.191,0.128,0.708,0.409,0.146,0.944]",0.6747,160,2026-05-14 18:27:39,2026-05-31 23:07:20,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
524,cpu_spike,checkout-web-rampup,prod-use2-eks,checkout,"[0.516,0.873,0.55,0.665,0.161,0.706,0.911,0.402,0.519,0.387,0.603,0.074]",0.6977,31,2026-05-03 07:37:01,2026-06-22 11:18:36,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
525,cpu_spike,notifications-rampup,dr-use1-eks,notifications,"[0.134,0.423,0.718,0.407,0.209,0.831,0.32,0.077,0.678,0.73,0.91,0.856]",0.9351,109,2026-05-21 01:42:21,2026-05-27 07:48:58,"{""svc"":""notifications"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
526,crashloop,payments-worker-sawtooth,prod-usw2-eks,payments,"[0.897,0.119,0.461,0.051,0.083,0.085,0.861,0.311,0.547,0.237,0.07,0.701]",0.7755,169,2026-05-02 05:04:32,2026-05-31 13:48:51,"{""svc"":""payments-worker"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
527,latency,ledger-svc-spike,prod-use2-eks,ledger,"[0.139,0.915,0.798,0.111,0.61,0.702,0.773,0.368,0.701,0.338,0.769,0.632]",0.5373,104,2026-05-18 08:55:43,2026-06-08 17:42:47,"{""svc"":""ledger-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
528,cpu_spike,auth-gateway-sawtooth,prod-use2-eks,identity,"[0.817,0.594,0.631,0.23,0.019,0.815,0.3,0.234,0.572,0.494,0.458,0.283]",0.6472,79,2026-05-20 20:01:44,2026-06-01 16:15:09,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
529,cpu_spike,checkout-web-sawtooth,dr-use1-eks,checkout,"[0.645,0.947,0.384,0.854,0.775,0.702,0.927,0.06,0.883,0.326,0.498,0.574]",0.5208,61,2026-05-11 05:59:01,2026-06-18 16:15:10,"{""svc"":""checkout-web"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
530,cpu_spike,session-store-sawtooth,staging-use2-eks,identity,"[0.452,0.592,0.714,0.621,0.023,0.699,0.999,0.228,0.983,0.545,0.477,0.044]",0.921,105,2026-05-06 14:01:03,2026-06-07 18:23:35,"{""svc"":""session-store"",""scenario"":""network_latency""}",2026-06-23 12:00:00
531,latency,image-resizer-spike,prod-use2-eks,platform,"[0.114,0.683,0.889,0.657,0.131,0.263,0.958,0.089,0.453,0.509,0.86,0.245]",0.509,62,2026-05-23 19:03:14,2026-05-28 01:05:13,"{""svc"":""image-resizer"",""scenario"":""network_latency""}",2026-06-23 12:00:00
532,oom,ledger-svc-plateau,prod-usw2-eks,ledger,"[0.609,0.604,0.376,0.554,0.592,0.576,0.959,0.76,0.055,0.233,0.897,0.382]",0.6279,4,2026-05-11 11:34:08,2026-06-17 23:26:50,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
533,crashloop,coredns-spike,prod-use2-eks,kube-system,"[0.013,0.087,0.62,0.387,0.985,0.197,0.319,0.896,0.898,0.943,0.377,0.98]",0.809,185,2026-04-30 17:41:48,2026-06-19 23:09:23,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
534,latency,search-api-rampup,prod-use2-eks,search,"[0.758,0.827,0.455,0.71,0.534,0.142,0.916,0.06,0.675,0.885,0.815,0.025]",0.7389,195,2026-05-10 04:14:20,2026-05-26 16:27:33,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
535,crashloop,session-store-spike,prod-use2-eks,identity,"[0.189,0.808,0.49,0.277,0.491,0.919,0.149,0.775,0.861,0.808,0.873,0.867]",0.781,110,2026-05-03 21:24:48,2026-05-28 19:14:11,"{""svc"":""session-store"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
536,memory_leak,payments-worker-sawtooth,prod-use2-eks,payments,"[0.597,0.616,0.207,0.897,0.066,0.137,0.694,0.274,0.009,0.003,0.217,0.271]",0.9694,83,2026-05-04 13:01:40,2026-06-09 08:40:19,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
537,oom,coredns-sawtooth,prod-usw2-eks,kube-system,"[0.464,0.179,0.825,0.335,0.076,0.459,0.503,0.96,0.335,0.204,0.047,0.668]",0.8782,137,2026-04-27 22:19:09,2026-06-12 12:42:41,"{""svc"":""coredns"",""scenario"":""network_latency""}",2026-06-23 12:00:00
538,crashloop,session-store-spike,prod-use2-eks,identity,"[0.847,0.903,0.618,0.184,0.39,0.641,0.879,0.268,0.163,0.793,0.744,0.477]",0.6389,191,2026-04-27 08:56:23,2026-05-27 04:47:51,"{""svc"":""session-store"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
539,memory_leak,notifications-sawtooth,prod-use2-eks,notifications,"[0.98,0.37,0.358,0.909,0.792,0.491,0.536,0.479,0.54,0.785,0.733,0.251]",0.9547,2,2026-05-01 22:25:14,2026-05-30 02:16:04,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
540,cpu_spike,auth-gateway-spike,prod-use2-eks,identity,"[0.535,0.653,0.114,0.807,0.366,0.974,0.05,0.865,0.659,0.286,0.708,0.172]",0.9522,191,2026-05-10 17:19:06,2026-06-21 11:35:12,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
541,cpu_spike,orders-api-spike,prod-use2-eks,orders,"[0.052,0.487,0.386,0.969,0.393,0.942,0.151,0.334,0.928,0.929,0.003,0.521]",0.7979,154,2026-04-26 14:40:54,2026-05-31 16:20:16,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
542,memory_leak,inventory-svc-rampup,dr-use1-eks,inventory,"[0.589,0.511,0.123,0.351,0.023,0.991,0.614,0.447,0.25,0.343,0.731,0.443]",0.8668,164,2026-05-01 20:02:45,2026-06-14 01:14:11,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
543,crashloop,auth-gateway-spike,prod-usw2-eks,identity,"[0.298,0.104,0.696,0.746,0.147,0.334,0.049,0.312,0.058,0.484,0.964,0.819]",0.8047,200,2026-04-25 19:10:26,2026-05-26 00:36:56,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
544,oom,indexer-sawtooth,prod-use2-eks,search,"[0.918,0.59,0.511,0.393,0.122,0.899,0.295,0.412,0.838,0.359,0.311,0.88]",0.5731,121,2026-04-26 21:55:22,2026-06-05 14:33:36,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
545,cpu_spike,checkout-web-sawtooth,prod-use2-eks,checkout,"[0.808,0.81,0.209,0.958,0.43,0.513,0.602,0.641,0.86,0.097,0.954,0.864]",0.613,78,2026-05-12 08:02:17,2026-06-13 10:58:22,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
546,oom,recommendation-rampup,prod-usw2-eks,search,"[0.364,0.489,0.433,0.102,0.097,0.889,0.11,0.839,0.522,0.965,0.292,0.589]",0.842,96,2026-04-28 05:47:19,2026-05-25 22:46:30,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
547,latency,orders-api-plateau,prod-use2-eks,orders,"[0.801,0.05,0.964,0.232,0.679,0.211,0.206,0.647,0.338,0.956,0.355,0.727]",0.5903,1,2026-05-01 15:54:10,2026-06-08 03:53:44,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
548,oom,orders-api-sawtooth,prod-usw2-eks,orders,"[0.786,0.996,0.788,0.377,0.407,0.047,0.441,0.032,0.235,0.64,0.176,0.531]",0.5489,69,2026-05-20 23:22:16,2026-06-18 22:04:45,"{""svc"":""orders-api"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
549,cpu_spike,payments-api-sawtooth,staging-use2-eks,payments,"[0.748,0.468,0.474,0.548,0.709,0.805,0.236,0.434,0.827,0.416,0.326,0.843]",0.6327,152,2026-04-29 03:46:32,2026-05-28 09:12:32,"{""svc"":""payments-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
550,cpu_spike,checkout-web-sawtooth,prod-use2-eks,checkout,"[0.674,0.887,0.07,0.308,0.39,0.052,0.09,0.984,0.851,0.499,0.868,0.878]",0.8761,64,2026-05-14 08:26:46,2026-06-03 16:48:42,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
551,oom,indexer-sawtooth,prod-usw2-eks,search,"[0.123,0.955,0.572,0.207,0.757,0.898,0.149,0.165,0.787,0.332,0.415,0.675]",0.7937,170,2026-04-28 21:06:50,2026-06-17 13:39:42,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
552,latency,metrics-server-sawtooth,prod-usw2-eks,kube-system,"[0.141,0.425,0.015,0.205,0.223,0.796,0.213,0.375,0.36,0.749,0.929,0.349]",0.7499,175,2026-05-23 06:09:10,2026-05-24 23:09:10,"{""svc"":""metrics-server"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
553,memory_leak,payments-api-spike,prod-use2-eks,payments,"[0.879,0.773,0.264,0.309,0.952,0.901,0.556,0.087,0.927,0.939,0.396,0.706]",0.663,159,2026-05-04 18:53:08,2026-06-09 05:59:40,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
554,memory_leak,auth-gateway-rampup,staging-use2-eks,identity,"[0.028,0.708,0.814,0.4,0.761,0.492,0.546,0.591,0.364,0.502,0.72,0.496]",0.7857,122,2026-05-06 12:57:41,2026-06-04 10:46:07,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
555,memory_leak,indexer-plateau,prod-use2-eks,search,"[0.185,0.87,0.056,0.601,0.957,0.39,0.575,0.719,0.393,0.146,0.951,0.062]",0.8685,116,2026-05-17 05:39:02,2026-06-23 00:14:14,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
556,oom,inventory-svc-sawtooth,prod-use2-eks,inventory,"[0.565,0.803,0.715,0.578,0.563,0.901,0.7,0.429,0.35,0.037,0.356,0.121]",0.5993,121,2026-05-22 17:49:12,2026-06-06 21:01:14,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
557,cpu_spike,checkout-web-sawtooth,prod-use2-eks,checkout,"[0.326,0.868,0.297,0.326,0.428,0.796,0.306,0.954,0.51,0.14,0.86,0.537]",0.8185,60,2026-05-11 07:12:36,2026-06-04 19:26:51,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
558,memory_leak,coredns-sawtooth,prod-use2-eks,kube-system,"[0.241,0.078,0.264,0.001,0.118,0.083,0.87,0.094,0.561,0.68,0.401,0.54]",0.8659,120,2026-05-15 02:08:14,2026-06-19 09:10:57,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
559,crashloop,payments-api-spike,staging-use2-eks,payments,"[0.633,0.142,0.142,0.945,0.441,0.43,0.26,0.35,0.969,0.969,0.357,0.941]",0.6522,5,2026-05-21 01:09:43,2026-05-28 06:39:47,"{""svc"":""payments-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
560,oom,search-api-plateau,prod-usw2-eks,search,"[0.045,0.158,0.663,0.497,0.193,0.048,0.573,0.205,0.522,0.818,0.967,0.675]",0.6094,91,2026-05-20 18:41:48,2026-06-10 22:26:08,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
561,memory_leak,indexer-rampup,dr-use1-eks,search,"[0.239,0.215,0.033,0.414,0.005,0.844,0.674,0.762,0.679,0.966,0.189,0.494]",0.7014,12,2026-04-30 07:28:23,2026-06-21 07:29:46,"{""svc"":""indexer"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
562,memory_leak,notifications-spike,staging-use2-eks,notifications,"[0.891,0.178,0.446,0.996,0.749,0.912,0.473,0.567,0.81,0.199,0.996,0.939]",0.8558,24,2026-05-19 14:43:31,2026-06-08 06:51:29,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
563,crashloop,checkout-web-plateau,prod-use2-eks,checkout,"[0.261,0.509,0.824,0.781,0.28,0.293,0.843,0.529,0.192,0.613,0.003,0.429]",0.8354,1,2026-04-26 03:51:51,2026-05-30 14:47:17,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
564,memory_leak,checkout-web-plateau,dr-use1-eks,checkout,"[0.852,0.18,0.451,0.866,0.673,0.029,0.659,0.842,0.773,0.975,0.975,0.216]",0.5031,116,2026-05-10 18:25:14,2026-05-27 03:58:12,"{""svc"":""checkout-web"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
565,cpu_spike,config-svc-plateau,dr-use1-eks,platform,"[0.406,0.821,0.904,0.425,0.874,0.767,0.723,0.234,0.332,0.778,0.145,0.565]",0.929,112,2026-05-07 23:21:46,2026-06-07 21:34:33,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
566,cpu_spike,payments-api-plateau,prod-use2-eks,payments,"[0.854,0.888,0.138,0.873,0.833,0.539,0.993,0.895,0.274,0.573,0.966,0.759]",0.9222,176,2026-05-06 15:58:08,2026-05-30 11:59:46,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
567,crashloop,search-api-plateau,prod-use2-eks,search,"[0.086,0.665,0.588,0.946,0.823,0.259,0.905,0.757,0.669,0.772,0.486,0.631]",0.6934,52,2026-04-26 00:56:16,2026-05-27 08:36:40,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
568,crashloop,cart-svc-rampup,prod-use2-eks,checkout,"[0.513,0.093,0.87,0.877,0.641,0.335,0.193,0.426,0.225,0.095,0.189,0.375]",0.9045,129,2026-04-27 23:34:07,2026-06-12 00:06:51,"{""svc"":""cart-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
569,oom,orders-api-plateau,prod-usw2-eks,orders,"[0.445,0.413,0.295,0.044,0.605,0.979,0.605,0.616,0.148,0.793,0.754,0.021]",0.6202,71,2026-05-16 15:58:16,2026-06-07 19:56:30,"{""svc"":""orders-api"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
570,crashloop,orders-api-spike,dr-use1-eks,orders,"[0.074,0.186,0.201,0.07,0.086,0.906,0.165,0.904,0.848,0.15,0.87,0.809]",0.5438,190,2026-05-20 08:58:22,2026-05-30 18:50:01,"{""svc"":""orders-api"",""scenario"":""network_latency""}",2026-06-23 12:00:00
571,oom,payments-api-rampup,prod-use2-eks,payments,"[0.523,0.749,0.385,0.595,0.552,0.64,0.741,0.946,0.377,0.896,0.176,0.076]",0.5658,175,2026-05-19 21:28:20,2026-06-05 10:30:16,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
572,crashloop,auth-gateway-plateau,prod-use2-eks,identity,"[0.64,0.173,0.559,0.741,0.495,0.694,0.767,0.489,0.999,0.324,0.285,0.93]",0.68,4,2026-04-27 10:47:46,2026-06-13 05:06:43,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
573,latency,ledger-svc-plateau,prod-usw2-eks,ledger,"[0.23,0.97,0.99,0.846,0.023,0.58,0.076,0.653,0.801,0.028,0.926,0.075]",0.8567,152,2026-05-17 06:15:14,2026-06-12 11:26:03,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
574,memory_leak,image-resizer-sawtooth,prod-usw2-eks,platform,"[0.806,0.347,0.51,0.323,0.68,0.642,0.735,0.647,0.873,0.91,0.127,0.779]",0.9678,116,2026-05-22 03:34:26,2026-06-07 23:56:40,"{""svc"":""image-resizer"",""scenario"":""healthy""}",2026-06-23 12:00:00
575,oom,indexer-sawtooth,dr-use1-eks,search,"[0.794,0.263,0.045,0.011,0.278,0.146,0.406,0.04,0.49,0.88,0.381,0.993]",0.8574,106,2026-05-07 04:17:08,2026-06-14 21:29:09,"{""svc"":""indexer"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
576,cpu_spike,cart-svc-rampup,prod-use2-eks,checkout,"[0.766,0.231,0.633,0.879,0.587,0.398,0.33,0.652,0.21,0.213,0.556,0.718]",0.6352,138,2026-05-11 15:06:35,2026-06-19 13:18:28,"{""svc"":""cart-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
577,memory_leak,payments-worker-plateau,prod-usw2-eks,payments,"[0.042,0.667,0.122,0.051,0.758,0.818,0.152,0.615,0.034,0.156,0.452,0.021]",0.966,85,2026-05-16 03:34:02,2026-05-31 07:56:53,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
578,cpu_spike,payments-api-plateau,staging-use2-eks,payments,"[0.738,0.49,0.895,0.062,0.201,0.638,0.844,0.056,0.148,0.302,0.627,0.739]",0.808,64,2026-05-17 02:16:57,2026-05-30 08:46:08,"{""svc"":""payments-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
579,crashloop,search-api-spike,prod-use2-eks,search,"[0.194,0.952,0.212,0.409,0.598,0.577,0.068,0.256,0.974,0.745,0.439,0.742]",0.9026,183,2026-05-16 13:35:44,2026-06-11 10:06:32,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
580,crashloop,search-api-rampup,prod-use2-eks,search,"[0.104,0.04,0.007,0.954,0.569,0.113,0.84,0.405,0.949,0.697,0.343,0.466]",0.5132,182,2026-04-27 19:34:19,2026-06-13 19:35:31,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
581,oom,notifications-rampup,prod-use2-eks,notifications,"[0.319,0.354,0.915,0.903,0.008,0.393,0.392,0.156,0.511,0.213,0.52,0.364]",0.7142,20,2026-05-04 02:35:52,2026-06-22 17:20:52,"{""svc"":""notifications"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
582,latency,auth-gateway-spike,prod-use2-eks,identity,"[0.872,0.108,0.885,0.345,0.647,0.307,0.764,0.896,0.287,0.813,0.479,0.127]",0.8959,183,2026-05-17 02:45:21,2026-06-02 11:45:04,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
583,latency,auth-gateway-sawtooth,prod-use2-eks,identity,"[0.533,0.557,0.778,0.207,0.39,0.847,0.059,0.084,0.765,0.562,0.005,0.779]",0.8343,41,2026-04-25 00:30:29,2026-06-10 04:07:41,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
584,memory_leak,notifications-spike,prod-use2-eks,notifications,"[0.858,0.31,0.741,0.535,0.149,0.448,0.921,0.647,0.799,0.16,0.692,0.702]",0.5164,51,2026-05-07 03:03:40,2026-06-09 22:35:03,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
585,latency,auth-gateway-spike,prod-use2-eks,identity,"[0.397,0.06,0.107,0.099,0.684,0.515,0.357,0.083,0.242,0.358,0.222,0.595]",0.8422,98,2026-05-17 09:54:19,2026-06-22 12:59:26,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
586,memory_leak,search-api-sawtooth,prod-use2-eks,search,"[0.768,0.686,0.628,0.218,0.005,0.941,0.533,0.95,0.092,0.555,0.969,0.079]",0.6107,116,2026-05-01 07:36:05,2026-06-06 07:02:52,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
587,crashloop,indexer-plateau,prod-use2-eks,search,"[0.971,0.651,0.988,0.374,0.885,0.753,0.358,0.298,0.733,0.92,0.887,0.813]",0.8263,153,2026-04-24 14:24:59,2026-06-12 15:46:19,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
588,latency,config-svc-spike,staging-use2-eks,platform,"[0.69,0.674,0.758,0.083,0.327,0.941,0.872,0.938,0.965,0.132,0.638,0.0]",0.601,92,2026-05-02 13:56:26,2026-06-08 00:07:11,"{""svc"":""config-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
589,crashloop,search-api-rampup,prod-use2-eks,search,"[0.758,0.343,0.684,0.006,0.826,0.578,0.744,0.11,0.19,0.719,0.143,0.268]",0.881,115,2026-05-14 02:07:31,2026-06-09 01:17:23,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
590,memory_leak,inventory-svc-spike,prod-use2-eks,inventory,"[0.806,0.711,0.445,0.9,0.476,0.524,0.319,0.088,0.75,0.432,0.517,0.794]",0.9436,175,2026-05-23 17:48:18,2026-06-15 04:05:54,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
