id,agent_id,agent_type,agent_layer,cluster_group,environment,status,last_heartbeat,uptime_seconds,messages_processed,predictions_made,escalations_sent,actions_executed,created_at,updated_at
609,cluster_manager-prod-usw2-eks-h028,cluster_manager,manager,prod-usw2-eks,prod,stopped,2026-06-23 11:55:37,1601376,289335,1481,3223,7891,2026-06-04 23:10:24,2026-06-23 12:00:00
610,cluster_manager-prod-usw2-eks-h029,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:55:05,1409873,176618,18682,409,5542,2026-06-07 04:22:07,2026-06-23 12:00:00
611,cluster_manager-prod-usw2-eks-h030,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:58:26,2247191,348111,3527,1888,1656,2026-05-28 11:46:49,2026-06-23 12:00:00
612,cluster_manager-prod-usw2-eks-h031,cluster_manager,manager,prod-usw2-eks,prod,stopped,2026-06-23 11:56:40,1490473,254996,38783,3815,7819,2026-06-06 05:58:47,2026-06-23 12:00:00
613,cluster_manager-prod-usw2-eks-h032,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:59:25,2535921,48513,21278,1038,7756,2026-05-25 03:34:39,2026-06-23 12:00:00
614,cluster_manager-prod-usw2-eks-h033,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:58:03,1122984,244658,7935,364,6400,2026-06-10 12:03:36,2026-06-23 12:00:00
615,strategist-prod-usw2-eks-h000,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:55:40,2261728,482376,31376,2493,654,2026-05-28 07:44:32,2026-06-23 12:00:00
616,strategist-prod-usw2-eks-h001,strategist,strategist,prod-usw2-eks,prod,stopped,2026-06-23 11:57:20,1430330,199484,5327,1072,3448,2026-06-06 22:41:10,2026-06-23 12:00:00
617,strategist-prod-usw2-eks-h002,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:55:01,1455285,135864,27429,3709,4462,2026-06-06 15:45:15,2026-06-23 12:00:00
618,strategist-prod-usw2-eks-h003,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:56:52,2582123,61571,5571,566,6062,2026-05-24 14:44:37,2026-06-23 12:00:00
619,strategist-prod-usw2-eks-h004,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:55:03,810003,413584,8183,118,2278,2026-06-14 02:59:57,2026-06-23 12:00:00
620,strategist-prod-usw2-eks-h005,strategist,strategist,prod-usw2-eks,prod,degraded,2026-06-23 11:58:58,253201,349581,6932,668,4620,2026-06-20 13:39:59,2026-06-23 12:00:00
621,strategist-prod-usw2-eks-h006,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:55:56,2553335,212059,14733,3454,222,2026-05-24 22:44:25,2026-06-23 12:00:00
622,strategist-prod-usw2-eks-h007,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:55:30,888116,10893,18600,1331,3528,2026-06-13 05:18:04,2026-06-23 12:00:00
623,strategist-prod-usw2-eks-h008,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:56:12,403798,52280,38619,3347,9,2026-06-18 19:50:02,2026-06-23 12:00:00
624,strategist-prod-usw2-eks-h009,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:57:50,36406,384177,13654,1239,1904,2026-06-23 01:53:14,2026-06-23 12:00:00
625,strategist-prod-usw2-eks-h010,strategist,strategist,prod-usw2-eks,prod,stopped,2026-06-23 11:58:22,1969328,451540,36689,2712,704,2026-05-31 16:57:52,2026-06-23 12:00:00
626,strategist-prod-usw2-eks-h011,strategist,strategist,prod-usw2-eks,prod,stopped,2026-06-23 11:59:39,1532034,461191,5547,334,2679,2026-06-05 18:26:06,2026-06-23 12:00:00
627,strategist-prod-usw2-eks-h012,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:57:12,520052,302506,34616,915,314,2026-06-17 11:32:28,2026-06-23 12:00:00
628,strategist-prod-usw2-eks-h013,strategist,strategist,prod-usw2-eks,prod,stopped,2026-06-23 11:59:48,2051841,469393,2532,2650,1979,2026-05-30 18:02:39,2026-06-23 12:00:00
629,strategist-prod-usw2-eks-h014,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:57:27,2201334,236706,37490,1059,5040,2026-05-29 00:31:06,2026-06-23 12:00:00
630,strategist-prod-usw2-eks-h015,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:56:30,2435580,369184,12826,1488,2830,2026-05-26 07:27:00,2026-06-23 12:00:00
631,strategist-prod-usw2-eks-h016,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:57:51,2289953,318002,4270,3522,3410,2026-05-27 23:54:07,2026-06-23 12:00:00
632,strategist-prod-usw2-eks-h017,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:55:58,2178935,209977,18318,1681,897,2026-05-29 06:44:25,2026-06-23 12:00:00
633,strategist-prod-usw2-eks-h018,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:59:02,1765783,244906,34829,1625,1068,2026-06-03 01:30:17,2026-06-23 12:00:00
634,strategist-prod-usw2-eks-h019,strategist,strategist,prod-usw2-eks,prod,degraded,2026-06-23 11:56:05,2553648,324523,29442,1429,2450,2026-05-24 22:39:12,2026-06-23 12:00:00
635,strategist-prod-usw2-eks-h020,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:56:03,2062806,330117,4920,3976,4222,2026-05-30 14:59:54,2026-06-23 12:00:00
636,strategist-prod-usw2-eks-h021,strategist,strategist,prod-usw2-eks,prod,degraded,2026-06-23 11:57:13,988447,433446,8724,1289,352,2026-06-12 01:25:53,2026-06-23 12:00:00
637,strategist-prod-usw2-eks-h022,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:59:06,2354825,394711,9325,312,7165,2026-05-27 05:52:55,2026-06-23 12:00:00
638,strategist-prod-usw2-eks-h023,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:59:42,2046984,67994,7174,1638,2057,2026-05-30 19:23:36,2026-06-23 12:00:00
639,strategist-prod-usw2-eks-h024,strategist,strategist,prod-usw2-eks,prod,stopped,2026-06-23 11:58:16,2538475,70905,39064,2052,5450,2026-05-25 02:52:05,2026-06-23 12:00:00
640,strategist-prod-usw2-eks-h025,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:56:16,225785,334728,30782,502,3595,2026-06-20 21:16:55,2026-06-23 12:00:00
641,strategist-prod-usw2-eks-h026,strategist,strategist,prod-usw2-eks,prod,degraded,2026-06-23 11:56:58,454604,142471,26660,2631,5665,2026-06-18 05:43:16,2026-06-23 12:00:00
642,strategist-prod-usw2-eks-h027,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:57:52,2105857,208270,25703,949,1737,2026-05-30 03:02:23,2026-06-23 12:00:00
643,strategist-prod-usw2-eks-h028,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:56:41,284114,484556,25046,2790,407,2026-06-20 05:04:46,2026-06-23 12:00:00
644,strategist-prod-usw2-eks-h029,strategist,strategist,prod-usw2-eks,prod,degraded,2026-06-23 11:56:27,73953,450315,7396,3584,7494,2026-06-22 15:27:27,2026-06-23 12:00:00
645,strategist-prod-usw2-eks-h030,strategist,strategist,prod-usw2-eks,prod,degraded,2026-06-23 11:58:03,646924,142252,23291,2335,234,2026-06-16 00:17:56,2026-06-23 12:00:00
646,strategist-prod-usw2-eks-h031,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:57:01,2585454,236594,23912,1471,6682,2026-05-24 13:49:06,2026-06-23 12:00:00
647,strategist-prod-usw2-eks-h032,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:58:15,1193196,210444,26445,693,3510,2026-06-09 16:33:24,2026-06-23 12:00:00
648,strategist-prod-usw2-eks-h033,strategist,strategist,prod-usw2-eks,prod,active,2026-06-23 11:57:59,164835,465627,39753,3861,876,2026-06-21 14:12:45,2026-06-23 12:00:00
649,worker-staging-use2-eks-h000,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:56:00,1905440,327711,5893,2614,1582,2026-06-01 10:42:40,2026-06-23 12:00:00
650,worker-staging-use2-eks-h001,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:39,1624871,417482,36303,3599,7441,2026-06-04 16:38:49,2026-06-23 12:00:00
651,worker-staging-use2-eks-h002,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:48,1076236,483400,24378,515,6217,2026-06-11 01:02:44,2026-06-23 12:00:00
652,worker-staging-use2-eks-h003,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:59:03,409819,395486,13257,1680,4549,2026-06-18 18:09:41,2026-06-23 12:00:00
653,worker-staging-use2-eks-h004,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:55:25,2379428,112991,11251,3885,1005,2026-05-26 23:02:52,2026-06-23 12:00:00
654,worker-staging-use2-eks-h005,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:57:44,770365,114889,34608,2361,2830,2026-06-14 14:00:35,2026-06-23 12:00:00
655,worker-staging-use2-eks-h006,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:59:36,1548374,264249,15805,1545,2344,2026-06-05 13:53:46,2026-06-23 12:00:00
656,worker-staging-use2-eks-h007,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:58:48,711042,140297,28653,1944,7739,2026-06-15 06:29:18,2026-06-23 12:00:00
657,worker-staging-use2-eks-h008,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:59:28,2193329,279172,9634,2355,2740,2026-05-29 02:44:31,2026-06-23 12:00:00
658,worker-staging-use2-eks-h009,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:56:44,1576368,116117,29150,358,6274,2026-06-05 06:07:12,2026-06-23 12:00:00
659,worker-staging-use2-eks-h010,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:01,265741,286979,22125,3156,6805,2026-06-20 10:10:59,2026-06-23 12:00:00
660,worker-staging-use2-eks-h011,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:56,1750894,496790,24193,3041,6875,2026-06-03 05:38:26,2026-06-23 12:00:00
661,worker-staging-use2-eks-h012,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:38,780980,230587,16926,702,7093,2026-06-14 11:03:40,2026-06-23 12:00:00
662,worker-staging-use2-eks-h013,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:46,1952594,119559,31839,2347,5435,2026-05-31 21:36:46,2026-06-23 12:00:00
663,worker-staging-use2-eks-h014,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:58:53,2203614,133040,16149,2239,1923,2026-05-28 23:53:06,2026-06-23 12:00:00
664,worker-staging-use2-eks-h015,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:55,340344,99438,29588,1682,4788,2026-06-19 13:27:36,2026-06-23 12:00:00
665,worker-staging-use2-eks-h016,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:36,2182189,163222,35055,3759,6689,2026-05-29 05:50:11,2026-06-23 12:00:00
666,worker-staging-use2-eks-h017,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:52,1503607,196070,33727,308,3557,2026-06-06 02:19:53,2026-06-23 12:00:00
667,worker-staging-use2-eks-h018,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:59:33,1565791,196125,24755,85,762,2026-06-05 09:03:29,2026-06-23 12:00:00
668,worker-staging-use2-eks-h019,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:57:34,2434284,74618,34131,3700,655,2026-05-26 07:48:36,2026-06-23 12:00:00
669,worker-staging-use2-eks-h020,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:51,1962912,440867,27761,3223,3775,2026-05-31 18:44:48,2026-06-23 12:00:00
670,worker-staging-use2-eks-h021,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:58:10,118774,307920,19372,1543,5929,2026-06-22 03:00:26,2026-06-23 12:00:00
671,worker-staging-use2-eks-h022,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:59:43,1257111,260521,11372,2653,2107,2026-06-08 22:48:09,2026-06-23 12:00:00
672,worker-staging-use2-eks-h023,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:02,543773,278684,35278,3111,383,2026-06-17 04:57:07,2026-06-23 12:00:00
673,worker-staging-use2-eks-h024,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:07,438951,369394,29984,634,7988,2026-06-18 10:04:09,2026-06-23 12:00:00
674,worker-staging-use2-eks-h025,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:57:12,2143701,258681,13524,3977,1349,2026-05-29 16:31:39,2026-06-23 12:00:00
675,worker-staging-use2-eks-h026,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:53,1856306,426511,25967,2988,5512,2026-06-02 00:21:34,2026-06-23 12:00:00
676,worker-staging-use2-eks-h027,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:59:47,2510691,9018,36394,331,1398,2026-05-25 10:35:09,2026-06-23 12:00:00
677,worker-staging-use2-eks-h028,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:57:38,2453303,308898,38082,1789,6736,2026-05-26 02:31:37,2026-06-23 12:00:00
678,worker-staging-use2-eks-h029,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:57:45,1893132,43405,25205,3501,7635,2026-06-01 14:07:48,2026-06-23 12:00:00
679,worker-staging-use2-eks-h030,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:02,194953,360337,26445,1742,2855,2026-06-21 05:50:47,2026-06-23 12:00:00
680,worker-staging-use2-eks-h031,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:59:49,1688281,229971,11141,563,7872,2026-06-03 23:01:59,2026-06-23 12:00:00
681,worker-staging-use2-eks-h032,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:58:42,584850,488379,14759,590,7720,2026-06-16 17:32:30,2026-06-23 12:00:00
682,worker-staging-use2-eks-h033,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:30,2013961,254989,16691,1542,2876,2026-05-31 04:33:59,2026-06-23 12:00:00
683,worker-staging-use2-eks-h000,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:59:36,2375489,354787,7708,2421,7659,2026-05-27 00:08:31,2026-06-23 12:00:00
684,worker-staging-use2-eks-h001,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:57:19,2259710,453555,25353,931,4178,2026-05-28 08:18:10,2026-06-23 12:00:00
685,worker-staging-use2-eks-h002,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:59:08,175153,82405,13460,1710,391,2026-06-21 11:20:47,2026-06-23 12:00:00
686,worker-staging-use2-eks-h003,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:55:06,1654508,141272,5713,3155,3678,2026-06-04 08:24:52,2026-06-23 12:00:00
687,worker-staging-use2-eks-h004,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:57:43,409553,403883,21554,1787,6136,2026-06-18 18:14:07,2026-06-23 12:00:00
688,worker-staging-use2-eks-h005,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:58:16,1413116,419236,4505,2215,3712,2026-06-07 03:28:04,2026-06-23 12:00:00
689,worker-staging-use2-eks-h006,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:59:24,2099835,227747,17097,3967,7031,2026-05-30 04:42:45,2026-06-23 12:00:00
690,worker-staging-use2-eks-h007,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:21,1850871,78170,16385,561,2677,2026-06-02 01:52:09,2026-06-23 12:00:00
691,worker-staging-use2-eks-h008,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:59:34,1110644,480914,37619,2144,836,2026-06-10 15:29:16,2026-06-23 12:00:00
692,worker-staging-use2-eks-h009,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:48,1496203,185582,17066,432,3092,2026-06-06 04:23:17,2026-06-23 12:00:00
693,worker-staging-use2-eks-h010,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:58:40,510971,464525,23215,2546,4525,2026-06-17 14:03:49,2026-06-23 12:00:00
694,worker-staging-use2-eks-h011,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:59:26,813263,369029,9231,1130,7525,2026-06-14 02:05:37,2026-06-23 12:00:00
695,worker-staging-use2-eks-h012,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:56:15,2045827,280519,37460,1630,7095,2026-05-30 19:42:53,2026-06-23 12:00:00
696,worker-staging-use2-eks-h013,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:58:26,2122961,262632,16304,1677,6996,2026-05-29 22:17:19,2026-06-23 12:00:00
697,worker-staging-use2-eks-h014,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:55,1781943,55957,35017,1859,7998,2026-06-02 21:00:57,2026-06-23 12:00:00
698,worker-staging-use2-eks-h015,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:47,978082,205075,11903,2934,6139,2026-06-12 04:18:38,2026-06-23 12:00:00
699,worker-staging-use2-eks-h016,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:29,1974539,312108,3830,3115,5684,2026-05-31 15:31:01,2026-06-23 12:00:00
700,worker-staging-use2-eks-h017,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:03,2323401,87698,24892,1760,3190,2026-05-27 14:36:39,2026-06-23 12:00:00
701,worker-staging-use2-eks-h018,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:58:48,1950294,178289,11506,3383,6622,2026-05-31 22:15:06,2026-06-23 12:00:00
702,worker-staging-use2-eks-h019,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:57:47,707583,276775,10589,541,191,2026-06-15 07:26:57,2026-06-23 12:00:00
703,worker-staging-use2-eks-h020,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:26,2281541,414565,7260,3891,4699,2026-05-28 02:14:19,2026-06-23 12:00:00
704,worker-staging-use2-eks-h021,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:57:04,514406,198951,21763,3999,2791,2026-06-17 13:06:34,2026-06-23 12:00:00
705,worker-staging-use2-eks-h022,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:26,2322207,91381,6172,800,2266,2026-05-27 14:56:33,2026-06-23 12:00:00
706,worker-staging-use2-eks-h023,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:56:30,967495,203058,34148,2649,6867,2026-06-12 07:15:05,2026-06-23 12:00:00
707,worker-staging-use2-eks-h024,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:59,1126829,248157,29979,1521,1575,2026-06-10 10:59:31,2026-06-23 12:00:00
708,worker-staging-use2-eks-h025,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:43,544124,422920,39652,68,5145,2026-06-17 04:51:16,2026-06-23 12:00:00
709,worker-staging-use2-eks-h026,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:05,591419,191704,37031,581,4052,2026-06-16 15:43:01,2026-06-23 12:00:00
710,worker-staging-use2-eks-h027,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:59:35,661096,300275,39231,3434,7415,2026-06-15 20:21:44,2026-06-23 12:00:00
711,worker-staging-use2-eks-h028,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:09,2224457,476202,13285,2051,4200,2026-05-28 18:05:43,2026-06-23 12:00:00
712,worker-staging-use2-eks-h029,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:02,2325773,243288,5000,584,3830,2026-05-27 13:57:07,2026-06-23 12:00:00
713,worker-staging-use2-eks-h030,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:56:11,1615086,2031,27665,3118,5953,2026-06-04 19:21:54,2026-06-23 12:00:00
714,worker-staging-use2-eks-h031,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:57:12,66050,113230,5282,2299,6346,2026-06-22 17:39:10,2026-06-23 12:00:00
715,worker-staging-use2-eks-h032,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:06,2433469,416518,5994,3007,4237,2026-05-26 08:02:11,2026-06-23 12:00:00
716,worker-staging-use2-eks-h033,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:44,2355076,431465,24503,3682,661,2026-05-27 05:48:44,2026-06-23 12:00:00
717,worker-staging-use2-eks-h000,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:18,498251,411315,34785,1491,6138,2026-06-17 17:35:49,2026-06-23 12:00:00
718,worker-staging-use2-eks-h001,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:57:35,1586864,483809,30270,181,5775,2026-06-05 03:12:16,2026-06-23 12:00:00
719,worker-staging-use2-eks-h002,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:55:06,1696245,53282,11259,3886,6954,2026-06-03 20:49:15,2026-06-23 12:00:00
720,worker-staging-use2-eks-h003,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:11,943418,32623,39299,1693,3881,2026-06-12 13:56:22,2026-06-23 12:00:00
721,worker-staging-use2-eks-h004,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:13,80396,182928,15950,1492,3969,2026-06-22 13:40:04,2026-06-23 12:00:00
722,worker-staging-use2-eks-h005,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:59:47,1578697,286499,1692,1119,2198,2026-06-05 05:28:23,2026-06-23 12:00:00
723,worker-staging-use2-eks-h006,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:55:12,1934112,352260,32707,1850,5941,2026-06-01 02:44:48,2026-06-23 12:00:00
724,worker-staging-use2-eks-h007,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:29,343301,213491,23143,261,7222,2026-06-19 12:38:19,2026-06-23 12:00:00
725,worker-staging-use2-eks-h008,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:09,1207859,136892,955,1146,798,2026-06-09 12:29:01,2026-06-23 12:00:00
726,worker-staging-use2-eks-h009,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:55:43,1795379,272537,32433,657,5084,2026-06-02 17:17:01,2026-06-23 12:00:00
727,worker-staging-use2-eks-h010,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:16,2352451,406525,27326,1661,3025,2026-05-27 06:32:29,2026-06-23 12:00:00
728,worker-staging-use2-eks-h011,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:59:57,915828,187776,32474,1613,7312,2026-06-12 21:36:12,2026-06-23 12:00:00
729,worker-staging-use2-eks-h012,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:32,2449490,141447,24122,2810,3,2026-05-26 03:35:10,2026-06-23 12:00:00
730,worker-staging-use2-eks-h013,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:45,1749854,350148,15605,629,7099,2026-06-03 05:55:46,2026-06-23 12:00:00
731,worker-staging-use2-eks-h014,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:56:52,1770438,499573,23113,1831,65,2026-06-03 00:12:42,2026-06-23 12:00:00
732,worker-staging-use2-eks-h015,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:59:31,1858141,278115,16122,3242,2351,2026-06-01 23:50:59,2026-06-23 12:00:00
733,worker-staging-use2-eks-h016,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:57:31,662215,57938,8974,2531,55,2026-06-15 20:03:05,2026-06-23 12:00:00
734,worker-staging-use2-eks-h017,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:56:53,798651,22296,25792,2383,758,2026-06-14 06:09:09,2026-06-23 12:00:00
735,worker-staging-use2-eks-h018,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:11,908244,341932,35153,1474,3231,2026-06-12 23:42:36,2026-06-23 12:00:00
736,worker-staging-use2-eks-h019,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:48,1725246,317907,28437,1050,7390,2026-06-03 12:45:54,2026-06-23 12:00:00
737,worker-staging-use2-eks-h020,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:13,1396113,417084,38015,2687,3243,2026-06-07 08:11:27,2026-06-23 12:00:00
738,worker-staging-use2-eks-h021,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:59:41,1660900,71763,18875,2080,2087,2026-06-04 06:38:20,2026-06-23 12:00:00
739,worker-staging-use2-eks-h022,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:53,434538,267972,12404,143,3358,2026-06-18 11:17:42,2026-06-23 12:00:00
740,worker-staging-use2-eks-h023,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:47,1735793,426464,21822,1151,1812,2026-06-03 09:50:07,2026-06-23 12:00:00
741,worker-staging-use2-eks-h024,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:40,1055221,76026,6527,2706,4027,2026-06-11 06:52:59,2026-06-23 12:00:00
742,worker-staging-use2-eks-h025,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:55:44,2424723,261115,11978,3092,291,2026-05-26 10:27:57,2026-06-23 12:00:00
743,worker-staging-use2-eks-h026,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:09,900895,268310,19362,39,7372,2026-06-13 01:45:05,2026-06-23 12:00:00
744,worker-staging-use2-eks-h027,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:55:45,2483789,412348,36439,1181,5618,2026-05-25 18:03:31,2026-06-23 12:00:00
745,worker-staging-use2-eks-h028,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:34,132508,230099,22408,389,2969,2026-06-21 23:11:32,2026-06-23 12:00:00
746,worker-staging-use2-eks-h029,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:56:35,2479408,425152,21709,698,3358,2026-05-25 19:16:32,2026-06-23 12:00:00
747,worker-staging-use2-eks-h030,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:57:28,2419542,66534,20554,2285,5623,2026-05-26 11:54:18,2026-06-23 12:00:00
748,worker-staging-use2-eks-h031,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:56:31,751793,54051,31464,487,559,2026-06-14 19:10:07,2026-06-23 12:00:00
749,worker-staging-use2-eks-h032,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:59:30,2508602,335874,35470,1041,3994,2026-05-25 11:09:58,2026-06-23 12:00:00
750,worker-staging-use2-eks-h033,worker,worker,staging-use2-eks,staging,degraded,2026-06-23 11:58:23,129666,171047,36386,1538,1137,2026-06-21 23:58:54,2026-06-23 12:00:00
751,worker-staging-use2-eks-h000,worker,worker,staging-use2-eks,staging,stopped,2026-06-23 11:58:59,2366315,484503,8690,314,6367,2026-05-27 02:41:25,2026-06-23 12:00:00
752,worker-staging-use2-eks-h001,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:58:37,882607,368763,30966,3463,2984,2026-06-13 06:49:53,2026-06-23 12:00:00
753,worker-staging-use2-eks-h002,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:57:59,782725,156105,10413,744,3464,2026-06-14 10:34:35,2026-06-23 12:00:00
754,worker-staging-use2-eks-h003,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:26,2434380,353978,25116,3160,5914,2026-05-26 07:47:00,2026-06-23 12:00:00
755,worker-staging-use2-eks-h004,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:56:10,627938,352374,33873,3823,4329,2026-06-16 05:34:22,2026-06-23 12:00:00
756,worker-staging-use2-eks-h005,worker,worker,staging-use2-eks,staging,active,2026-06-23 11:55:23,723681,8303,27937,1141,5857,2026-06-15 02:58:39,2026-06-23 12:00:00
