id,pod_name,namespace,cluster_name,metric_name,mean_value,stddev_value,p95_value,min_value,max_value,sample_count,window_days,computed_at
671,orders-worker-8482791-f2d9f,orders,prod-usw2-eks,tcp_established,3741.587,448.99,5238.222,1870.794,7109.016,2500,7,2026-06-22 16:03:02
672,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,container_memory_working_set_bytes,3501.931,420.232,4902.704,1750.966,6653.669,2408,7,2026-06-21 20:55:08
673,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,container_cpu_usage_seconds_total,1772.866,212.744,2482.012,886.433,3368.445,1430,7,2026-06-22 00:52:56
674,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,container_memory_rss,1139.62,136.754,1595.469,569.81,2165.279,3230,7,2026-06-22 22:52:55
675,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,kube_pod_container_status_restarts_total,3395.059,407.407,4753.082,1697.529,6450.611,545,7,2026-06-23 02:21:07
676,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,http_request_duration_ms,146.984,17.638,205.778,73.492,279.269,4787,7,2026-06-23 06:50:11
677,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,http_requests_total,4102.398,492.288,5743.358,2051.199,7794.557,2055,7,2026-06-21 20:59:01
678,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,container_fs_usage_bytes,588.617,70.634,824.064,294.309,1118.373,1667,7,2026-06-22 04:53:21
679,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,container_network_receive_bytes_total,1913.293,229.595,2678.61,956.646,3635.256,1751,7,2026-06-23 05:17:33
680,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,go_gc_duration_seconds,4744.82,569.378,6642.747,2372.41,9015.157,3772,7,2026-06-22 12:38:02
681,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,process_open_fds,2730.033,327.604,3822.047,1365.017,5187.063,2119,7,2026-06-21 17:38:00
682,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,tcp_established,3399.742,407.969,4759.638,1699.871,6459.509,1032,7,2026-06-23 11:13:52
683,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,container_memory_working_set_bytes,1198.342,143.801,1677.679,599.171,2276.851,1626,7,2026-06-22 11:29:27
684,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,container_cpu_usage_seconds_total,3708.898,445.068,5192.457,1854.449,7046.906,3324,7,2026-06-23 08:15:03
685,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,container_memory_rss,971.952,116.634,1360.733,485.976,1846.709,1053,7,2026-06-22 08:58:10
686,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,kube_pod_container_status_restarts_total,1381.152,165.738,1933.612,690.576,2624.188,1465,7,2026-06-23 09:35:26
687,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,http_request_duration_ms,4396.794,527.615,6155.512,2198.397,8353.91,1051,7,2026-06-23 11:35:42
688,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,http_requests_total,3138.741,376.649,4394.238,1569.371,5963.608,3572,7,2026-06-22 00:31:57
689,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,container_fs_usage_bytes,3066.175,367.941,4292.645,1533.087,5825.732,4119,7,2026-06-22 18:52:07
690,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,container_network_receive_bytes_total,566.714,68.006,793.4,283.357,1076.757,4328,7,2026-06-22 00:33:27
691,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,go_gc_duration_seconds,2883.933,346.072,4037.506,1441.966,5479.473,1471,7,2026-06-22 14:52:32
692,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,process_open_fds,3551.283,426.154,4971.797,1775.642,6747.439,1023,7,2026-06-23 11:13:27
693,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,tcp_established,3480.202,417.624,4872.283,1740.101,6612.384,4863,7,2026-06-22 14:34:53
694,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,container_memory_working_set_bytes,4960.547,595.266,6944.766,2480.274,9425.04,1244,7,2026-06-21 22:53:32
695,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,container_cpu_usage_seconds_total,1798.23,215.788,2517.521,899.115,3416.636,2265,7,2026-06-22 15:58:36
696,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,container_memory_rss,3805.973,456.717,5328.362,1902.987,7231.349,2846,7,2026-06-23 06:49:34
697,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,kube_pod_container_status_restarts_total,4671.498,560.58,6540.097,2335.749,8875.846,1830,7,2026-06-23 11:06:34
698,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,http_request_duration_ms,4439.011,532.681,6214.615,2219.505,8434.12,1685,7,2026-06-23 06:05:35
699,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,http_requests_total,3320.983,398.518,4649.377,1660.492,6309.868,3486,7,2026-06-22 17:02:30
700,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,container_fs_usage_bytes,2939.597,352.752,4115.436,1469.798,5585.234,2426,7,2026-06-23 04:05:24
701,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,container_network_receive_bytes_total,1076.912,129.229,1507.676,538.456,2046.132,2331,7,2026-06-22 16:19:24
702,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,go_gc_duration_seconds,3893.124,467.175,5450.373,1946.562,7396.935,1976,7,2026-06-21 20:19:11
703,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,process_open_fds,1683.785,202.054,2357.299,841.892,3199.191,4866,7,2026-06-22 05:07:16
704,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,tcp_established,4741.134,568.936,6637.588,2370.567,9008.155,2751,7,2026-06-22 01:12:52
705,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,container_memory_working_set_bytes,4865.043,583.805,6811.06,2432.522,9243.582,4132,7,2026-06-23 02:32:51
706,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,container_cpu_usage_seconds_total,3745.195,449.423,5243.273,1872.598,7115.871,4285,7,2026-06-21 18:56:33
707,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,container_memory_rss,2345.871,281.505,3284.219,1172.935,4457.155,4401,7,2026-06-22 18:08:06
708,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,kube_pod_container_status_restarts_total,4177.875,501.345,5849.025,2088.937,7937.962,1666,7,2026-06-23 05:40:33
709,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,http_request_duration_ms,3608.881,433.066,5052.434,1804.441,6856.874,4580,7,2026-06-22 03:38:03
710,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,http_requests_total,4680.652,561.678,6552.912,2340.326,8893.238,2107,7,2026-06-22 23:15:38
711,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,container_fs_usage_bytes,1056.602,126.792,1479.243,528.301,2007.545,3507,7,2026-06-23 09:01:07
712,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,container_network_receive_bytes_total,3107.417,372.89,4350.384,1553.708,5904.092,519,7,2026-06-23 10:53:26
713,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,go_gc_duration_seconds,1393.103,167.172,1950.344,696.551,2646.896,3051,7,2026-06-23 03:42:00
714,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,process_open_fds,4094.536,491.344,5732.351,2047.268,7779.619,3961,7,2026-06-21 23:40:29
715,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,tcp_established,3725.95,447.114,5216.33,1862.975,7079.305,2295,7,2026-06-23 02:50:28
716,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,container_memory_working_set_bytes,2396.562,287.587,3355.187,1198.281,4553.469,3633,7,2026-06-22 00:51:16
717,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,container_cpu_usage_seconds_total,909.872,109.185,1273.821,454.936,1728.757,3254,7,2026-06-22 11:50:07
718,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,container_memory_rss,2304.013,276.482,3225.618,1152.006,4377.624,2468,7,2026-06-22 17:54:41
719,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,kube_pod_container_status_restarts_total,2440.064,292.808,3416.09,1220.032,4636.121,4189,7,2026-06-22 18:40:45
720,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,http_request_duration_ms,3326.873,399.225,4657.622,1663.436,6321.058,3284,7,2026-06-22 07:38:09
721,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,http_requests_total,2641.94,317.033,3698.716,1320.97,5019.687,1435,7,2026-06-22 16:55:43
722,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,container_fs_usage_bytes,3419.545,410.345,4787.364,1709.773,6497.136,1022,7,2026-06-22 06:37:54
723,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,container_network_receive_bytes_total,2424.225,290.907,3393.914,1212.112,4606.027,1636,7,2026-06-22 16:59:31
724,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,go_gc_duration_seconds,1758.855,211.063,2462.397,879.427,3341.824,1063,7,2026-06-22 07:26:00
725,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,process_open_fds,1857.331,222.88,2600.264,928.666,3528.93,2548,7,2026-06-22 16:55:15
726,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,tcp_established,1776.304,213.156,2486.825,888.152,3374.977,1213,7,2026-06-21 14:36:10
727,session-store-d825e25-14f9f,identity,prod-usw2-eks,container_memory_working_set_bytes,1657.759,198.931,2320.863,828.88,3149.742,4304,7,2026-06-22 16:31:12
728,session-store-d825e25-14f9f,identity,prod-usw2-eks,container_cpu_usage_seconds_total,609.384,73.126,853.138,304.692,1157.83,654,7,2026-06-23 11:36:34
729,session-store-d825e25-14f9f,identity,prod-usw2-eks,container_memory_rss,223.996,26.88,313.595,111.998,425.593,1527,7,2026-06-22 23:45:04
730,session-store-d825e25-14f9f,identity,prod-usw2-eks,kube_pod_container_status_restarts_total,1106.931,132.832,1549.704,553.466,2103.17,4337,7,2026-06-23 09:25:26
731,session-store-d825e25-14f9f,identity,prod-usw2-eks,http_request_duration_ms,3599.436,431.932,5039.21,1799.718,6838.928,4545,7,2026-06-22 19:55:20
732,session-store-d825e25-14f9f,identity,prod-usw2-eks,http_requests_total,1355.831,162.7,1898.164,677.916,2576.079,4151,7,2026-06-22 03:51:16
733,session-store-d825e25-14f9f,identity,prod-usw2-eks,container_fs_usage_bytes,2506.338,300.761,3508.873,1253.169,4762.042,3691,7,2026-06-22 17:48:29
734,session-store-d825e25-14f9f,identity,prod-usw2-eks,container_network_receive_bytes_total,3744.129,449.296,5241.781,1872.065,7113.846,2471,7,2026-06-21 19:02:42
735,session-store-d825e25-14f9f,identity,prod-usw2-eks,go_gc_duration_seconds,754.451,90.534,1056.232,377.226,1433.457,2608,7,2026-06-21 15:51:30
736,session-store-d825e25-14f9f,identity,prod-usw2-eks,process_open_fds,3955.769,474.692,5538.076,1977.884,7515.961,2213,7,2026-06-23 02:30:33
737,session-store-d825e25-14f9f,identity,prod-usw2-eks,tcp_established,1589.804,190.776,2225.725,794.902,3020.627,2973,7,2026-06-21 18:38:29
738,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,container_memory_working_set_bytes,3640.33,436.84,5096.462,1820.165,6916.627,2797,7,2026-06-21 19:30:23
739,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,container_cpu_usage_seconds_total,12.348,1.482,17.288,6.174,23.462,3870,7,2026-06-22 00:57:39
740,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,container_memory_rss,616.916,74.03,863.683,308.458,1172.141,2152,7,2026-06-21 15:17:16
741,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,kube_pod_container_status_restarts_total,3701.414,444.17,5181.98,1850.707,7032.687,1796,7,2026-06-22 10:07:48
742,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,http_request_duration_ms,528.734,63.448,740.228,264.367,1004.595,3700,7,2026-06-22 06:25:15
743,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,http_requests_total,3990.783,478.894,5587.096,1995.392,7582.488,1451,7,2026-06-22 04:49:35
744,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,container_fs_usage_bytes,1801.301,216.156,2521.821,900.65,3422.472,1119,7,2026-06-21 21:27:35
745,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,container_network_receive_bytes_total,177.715,21.326,248.8,88.857,337.658,4477,7,2026-06-22 10:13:35
746,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,go_gc_duration_seconds,854.471,102.537,1196.26,427.236,1623.495,4062,7,2026-06-22 20:41:21
747,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,process_open_fds,3374.526,404.943,4724.337,1687.263,6411.6,988,7,2026-06-22 16:55:30
748,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,tcp_established,1519.99,182.399,2127.985,759.995,2887.98,3195,7,2026-06-21 23:26:11
749,search-api-8352074-5b766,search,prod-usw2-eks,container_memory_working_set_bytes,3251.627,390.195,4552.278,1625.814,6178.092,4700,7,2026-06-21 14:20:53
750,search-api-8352074-5b766,search,prod-usw2-eks,container_cpu_usage_seconds_total,1635.771,196.293,2290.08,817.886,3107.965,3387,7,2026-06-22 10:54:08
751,search-api-8352074-5b766,search,prod-usw2-eks,container_memory_rss,1913.353,229.602,2678.695,956.677,3635.371,3275,7,2026-06-21 20:20:42
752,search-api-8352074-5b766,search,prod-usw2-eks,kube_pod_container_status_restarts_total,415.906,49.909,582.269,207.953,790.222,1926,7,2026-06-22 18:25:28
753,search-api-8352074-5b766,search,prod-usw2-eks,http_request_duration_ms,3416.726,410.007,4783.417,1708.363,6491.78,4790,7,2026-06-23 00:55:40
754,search-api-8352074-5b766,search,prod-usw2-eks,http_requests_total,2811.111,337.333,3935.556,1405.556,5341.112,2265,7,2026-06-22 21:36:53
755,search-api-8352074-5b766,search,prod-usw2-eks,container_fs_usage_bytes,4403.045,528.365,6164.263,2201.523,8365.786,2907,7,2026-06-23 10:39:11
756,search-api-8352074-5b766,search,prod-usw2-eks,container_network_receive_bytes_total,2276.514,273.182,3187.12,1138.257,4325.376,4045,7,2026-06-23 09:13:23
757,search-api-8352074-5b766,search,prod-usw2-eks,go_gc_duration_seconds,3798.368,455.804,5317.715,1899.184,7216.898,4470,7,2026-06-22 23:58:38
758,search-api-8352074-5b766,search,prod-usw2-eks,process_open_fds,97.504,11.7,136.505,48.752,185.257,3509,7,2026-06-23 03:07:32
759,search-api-8352074-5b766,search,prod-usw2-eks,tcp_established,2372.553,284.706,3321.574,1186.276,4507.851,4583,7,2026-06-23 01:37:49
760,search-api-db28570-d359e,search,prod-usw2-eks,container_memory_working_set_bytes,2091.02,250.922,2927.428,1045.51,3972.938,2156,7,2026-06-23 03:51:48
761,search-api-db28570-d359e,search,prod-usw2-eks,container_cpu_usage_seconds_total,1707.425,204.891,2390.396,853.713,3244.108,4816,7,2026-06-22 01:18:06
762,search-api-db28570-d359e,search,prod-usw2-eks,container_memory_rss,4545.196,545.424,6363.274,2272.598,8635.873,3985,7,2026-06-22 02:16:31
763,search-api-db28570-d359e,search,prod-usw2-eks,kube_pod_container_status_restarts_total,1239.815,148.778,1735.741,619.908,2355.649,3669,7,2026-06-23 11:59:27
764,search-api-db28570-d359e,search,prod-usw2-eks,http_request_duration_ms,673.583,80.83,943.017,336.792,1279.808,2910,7,2026-06-23 04:28:37
765,search-api-db28570-d359e,search,prod-usw2-eks,http_requests_total,4642.149,557.058,6499.008,2321.074,8820.082,4401,7,2026-06-23 07:34:34
766,search-api-db28570-d359e,search,prod-usw2-eks,container_fs_usage_bytes,4065.949,487.914,5692.328,2032.974,7725.303,1657,7,2026-06-22 07:54:33
767,search-api-db28570-d359e,search,prod-usw2-eks,container_network_receive_bytes_total,792.868,95.144,1110.015,396.434,1506.449,1092,7,2026-06-22 09:59:54
768,search-api-db28570-d359e,search,prod-usw2-eks,go_gc_duration_seconds,1916.336,229.96,2682.871,958.168,3641.039,3687,7,2026-06-22 10:07:38
769,search-api-db28570-d359e,search,prod-usw2-eks,process_open_fds,4936.182,592.342,6910.655,2468.091,9378.747,4761,7,2026-06-22 17:34:35
770,search-api-db28570-d359e,search,prod-usw2-eks,tcp_established,1112.091,133.451,1556.927,556.045,2112.972,1991,7,2026-06-23 02:44:25
771,search-api-15a6d76-12766,search,prod-usw2-eks,container_memory_working_set_bytes,2931.115,351.734,4103.562,1465.558,5569.119,1583,7,2026-06-22 16:24:35
772,search-api-15a6d76-12766,search,prod-usw2-eks,container_cpu_usage_seconds_total,225.273,27.033,315.382,112.636,428.018,4546,7,2026-06-21 23:11:16
773,search-api-15a6d76-12766,search,prod-usw2-eks,container_memory_rss,3469.692,416.363,4857.569,1734.846,6592.415,2045,7,2026-06-22 11:33:35
774,search-api-15a6d76-12766,search,prod-usw2-eks,kube_pod_container_status_restarts_total,4200.108,504.013,5880.151,2100.054,7980.205,3261,7,2026-06-22 00:07:39
775,search-api-15a6d76-12766,search,prod-usw2-eks,http_request_duration_ms,4830.678,579.681,6762.949,2415.339,9178.288,1884,7,2026-06-22 18:11:33
776,search-api-15a6d76-12766,search,prod-usw2-eks,http_requests_total,2071.281,248.554,2899.793,1035.64,3935.433,3224,7,2026-06-22 05:26:31
777,search-api-15a6d76-12766,search,prod-usw2-eks,container_fs_usage_bytes,1274.25,152.91,1783.95,637.125,2421.075,4087,7,2026-06-23 02:24:41
778,search-api-15a6d76-12766,search,prod-usw2-eks,container_network_receive_bytes_total,3142.274,377.073,4399.184,1571.137,5970.321,3223,7,2026-06-22 11:15:13
779,search-api-15a6d76-12766,search,prod-usw2-eks,go_gc_duration_seconds,3165.518,379.862,4431.725,1582.759,6014.485,3051,7,2026-06-23 11:15:39
780,search-api-15a6d76-12766,search,prod-usw2-eks,process_open_fds,4194.579,503.35,5872.411,2097.29,7969.701,551,7,2026-06-22 23:12:44
781,search-api-15a6d76-12766,search,prod-usw2-eks,tcp_established,3455.226,414.627,4837.316,1727.613,6564.929,4109,7,2026-06-22 02:27:30
782,search-api-a47d446-4ffe2,search,prod-usw2-eks,container_memory_working_set_bytes,3172.527,380.703,4441.538,1586.264,6027.802,2288,7,2026-06-21 14:12:05
783,search-api-a47d446-4ffe2,search,prod-usw2-eks,container_cpu_usage_seconds_total,584.842,70.181,818.779,292.421,1111.2,1385,7,2026-06-23 06:07:41
784,search-api-a47d446-4ffe2,search,prod-usw2-eks,container_memory_rss,1801.987,216.238,2522.782,900.994,3423.775,4055,7,2026-06-22 04:18:42
785,search-api-a47d446-4ffe2,search,prod-usw2-eks,kube_pod_container_status_restarts_total,962.073,115.449,1346.903,481.037,1827.939,2414,7,2026-06-22 18:50:15
786,search-api-a47d446-4ffe2,search,prod-usw2-eks,http_request_duration_ms,420.658,50.479,588.921,210.329,799.249,568,7,2026-06-22 22:41:52
787,search-api-a47d446-4ffe2,search,prod-usw2-eks,http_requests_total,4726.35,567.162,6616.89,2363.175,8980.065,3116,7,2026-06-21 22:18:56
788,search-api-a47d446-4ffe2,search,prod-usw2-eks,container_fs_usage_bytes,999.138,119.897,1398.793,499.569,1898.362,1142,7,2026-06-21 17:49:37
789,search-api-a47d446-4ffe2,search,prod-usw2-eks,container_network_receive_bytes_total,1266.832,152.02,1773.565,633.416,2406.981,1564,7,2026-06-23 00:16:47
790,search-api-a47d446-4ffe2,search,prod-usw2-eks,go_gc_duration_seconds,152.113,18.254,212.959,76.057,289.015,4683,7,2026-06-22 19:45:14
791,search-api-a47d446-4ffe2,search,prod-usw2-eks,process_open_fds,846.31,101.557,1184.834,423.155,1607.989,2112,7,2026-06-22 01:07:59
792,search-api-a47d446-4ffe2,search,prod-usw2-eks,tcp_established,3715.258,445.831,5201.362,1857.629,7058.991,4666,7,2026-06-22 22:40:43
793,indexer-6c1eb29-ca471,search,prod-usw2-eks,container_memory_working_set_bytes,2334.852,280.182,3268.792,1167.426,4436.218,779,7,2026-06-22 11:29:08
794,indexer-6c1eb29-ca471,search,prod-usw2-eks,container_cpu_usage_seconds_total,1850.693,222.083,2590.97,925.346,3516.316,2166,7,2026-06-23 09:35:01
795,indexer-6c1eb29-ca471,search,prod-usw2-eks,container_memory_rss,741.381,88.966,1037.934,370.691,1408.625,2861,7,2026-06-21 16:36:28
796,indexer-6c1eb29-ca471,search,prod-usw2-eks,kube_pod_container_status_restarts_total,3098.313,371.798,4337.638,1549.156,5886.794,508,7,2026-06-22 06:20:40
797,indexer-6c1eb29-ca471,search,prod-usw2-eks,http_request_duration_ms,3921.457,470.575,5490.039,1960.728,7450.767,2024,7,2026-06-23 11:43:43
798,indexer-6c1eb29-ca471,search,prod-usw2-eks,http_requests_total,4877.771,585.333,6828.879,2438.885,9267.765,1882,7,2026-06-21 12:13:10
799,indexer-6c1eb29-ca471,search,prod-usw2-eks,container_fs_usage_bytes,2101.396,252.168,2941.955,1050.698,3992.653,649,7,2026-06-22 19:52:12
800,indexer-6c1eb29-ca471,search,prod-usw2-eks,container_network_receive_bytes_total,3514.189,421.703,4919.865,1757.095,6676.96,4346,7,2026-06-22 05:55:02
801,indexer-6c1eb29-ca471,search,prod-usw2-eks,go_gc_duration_seconds,3609.476,433.137,5053.266,1804.738,6858.004,4808,7,2026-06-22 20:20:04
802,indexer-6c1eb29-ca471,search,prod-usw2-eks,process_open_fds,4334.753,520.17,6068.654,2167.376,8236.031,4369,7,2026-06-22 01:26:37
803,indexer-6c1eb29-ca471,search,prod-usw2-eks,tcp_established,941.472,112.977,1318.061,470.736,1788.797,3393,7,2026-06-23 01:20:41
804,indexer-b957537-8aa20,search,prod-usw2-eks,container_memory_working_set_bytes,4010.384,481.246,5614.538,2005.192,7619.73,2890,7,2026-06-21 19:59:40
805,indexer-b957537-8aa20,search,prod-usw2-eks,container_cpu_usage_seconds_total,2028.932,243.472,2840.505,1014.466,3854.971,2993,7,2026-06-22 02:21:04
806,indexer-b957537-8aa20,search,prod-usw2-eks,container_memory_rss,1831.656,219.799,2564.318,915.828,3480.146,1178,7,2026-06-23 09:40:42
807,indexer-b957537-8aa20,search,prod-usw2-eks,kube_pod_container_status_restarts_total,4346.404,521.568,6084.965,2173.202,8258.167,3302,7,2026-06-22 20:51:06
808,indexer-b957537-8aa20,search,prod-usw2-eks,http_request_duration_ms,3650.688,438.083,5110.964,1825.344,6936.308,3363,7,2026-06-22 18:15:25
809,indexer-b957537-8aa20,search,prod-usw2-eks,http_requests_total,2231.359,267.763,3123.902,1115.679,4239.581,4737,7,2026-06-21 22:52:14
810,indexer-b957537-8aa20,search,prod-usw2-eks,container_fs_usage_bytes,1444.426,173.331,2022.196,722.213,2744.409,1771,7,2026-06-22 14:52:35
811,indexer-b957537-8aa20,search,prod-usw2-eks,container_network_receive_bytes_total,2138.644,256.637,2994.102,1069.322,4063.424,3361,7,2026-06-22 02:46:42
812,indexer-b957537-8aa20,search,prod-usw2-eks,go_gc_duration_seconds,3199.359,383.923,4479.103,1599.68,6078.783,1064,7,2026-06-22 11:26:27
813,indexer-b957537-8aa20,search,prod-usw2-eks,process_open_fds,1002.572,120.309,1403.601,501.286,1904.887,1401,7,2026-06-23 03:21:05
814,indexer-b957537-8aa20,search,prod-usw2-eks,tcp_established,4925.751,591.09,6896.052,2462.876,9358.927,2018,7,2026-06-22 13:09:07
815,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,container_memory_working_set_bytes,303.746,36.45,425.245,151.873,577.118,4977,7,2026-06-22 02:10:03
816,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,container_cpu_usage_seconds_total,1070.61,128.473,1498.853,535.305,2034.158,1603,7,2026-06-21 18:59:26
817,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,container_memory_rss,2923.7,350.844,4093.18,1461.85,5555.03,2075,7,2026-06-22 05:23:02
818,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,kube_pod_container_status_restarts_total,4319.411,518.329,6047.176,2159.706,8206.881,1792,7,2026-06-22 20:18:01
819,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,http_request_duration_ms,4555.842,546.701,6378.179,2277.921,8656.099,2727,7,2026-06-22 22:03:20
820,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,http_requests_total,3165.863,379.904,4432.208,1582.931,6015.14,1930,7,2026-06-22 15:07:25
821,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,container_fs_usage_bytes,4394.781,527.374,6152.693,2197.39,8350.083,718,7,2026-06-21 14:18:28
822,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,container_network_receive_bytes_total,740.625,88.875,1036.875,370.313,1407.188,2880,7,2026-06-22 06:33:58
823,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,go_gc_duration_seconds,2705.252,324.63,3787.352,1352.626,5139.978,3106,7,2026-06-22 07:08:48
824,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,process_open_fds,3832.148,459.858,5365.007,1916.074,7281.081,4875,7,2026-06-22 23:40:08
825,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,tcp_established,1364.442,163.733,1910.218,682.221,2592.439,1970,7,2026-06-21 22:27:25
826,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,container_memory_working_set_bytes,221.682,26.602,310.355,110.841,421.196,1795,7,2026-06-23 07:18:21
827,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,container_cpu_usage_seconds_total,2636.773,316.413,3691.482,1318.386,5009.868,4384,7,2026-06-21 13:02:16
828,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,container_memory_rss,2249.292,269.915,3149.009,1124.646,4273.655,2552,7,2026-06-22 06:20:26
829,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,kube_pod_container_status_restarts_total,1420.548,170.466,1988.768,710.274,2699.042,3150,7,2026-06-22 20:48:09
830,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,http_request_duration_ms,677.396,81.288,948.355,338.698,1287.053,1210,7,2026-06-23 08:14:15
831,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,http_requests_total,1562.534,187.504,2187.548,781.267,2968.815,1646,7,2026-06-21 18:11:40
832,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,container_fs_usage_bytes,4640.389,556.847,6496.544,2320.194,8816.739,1277,7,2026-06-21 18:53:41
833,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,container_network_receive_bytes_total,3165.701,379.884,4431.981,1582.85,6014.832,4210,7,2026-06-21 12:38:19
834,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,go_gc_duration_seconds,4448.196,533.783,6227.474,2224.098,8451.572,3726,7,2026-06-23 06:44:13
835,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,process_open_fds,1223.429,146.812,1712.801,611.715,2324.516,1239,7,2026-06-21 22:16:36
836,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,tcp_established,687.957,82.555,963.139,343.978,1307.118,1027,7,2026-06-21 21:41:43
837,inventory-svc-4453f63-e15f3,inventory,prod-usw2-eks,container_memory_working_set_bytes,3227.637,387.316,4518.692,1613.819,6132.511,1044,7,2026-06-23 08:53:34
838,inventory-svc-4453f63-e15f3,inventory,prod-usw2-eks,container_cpu_usage_seconds_total,245.009,29.401,343.012,122.504,465.516,1734,7,2026-06-23 06:09:51
839,inventory-svc-4453f63-e15f3,inventory,prod-usw2-eks,container_memory_rss,1565.691,187.883,2191.967,782.845,2974.813,1355,7,2026-06-21 22:30:05
