id,query_name,status,result_count,sample_data,tested_at
558,http_5xx,success,477,"{""sample"":[90842.5,92872.7,45782.83]}",2026-06-07 08:58:54
559,http_5xx,success,438,"{""sample"":[62454.63,13527.66,22844.21]}",2026-06-08 08:56:17
560,http_5xx,success,127,"{""sample"":[37418.72,58657.3,28510.44]}",2026-06-10 07:33:07
561,mem_working_set,success,357,"{""sample"":[5905.97,42401.32,11056.13]}",2026-05-27 03:52:06
562,cpu_usage,success,301,"{""sample"":[9660.63,3372.47,79340.96]}",2026-06-15 00:29:05
563,restart_total,success,272,"{""sample"":[19991.32,40180.8,66158.54]}",2026-05-28 10:02:03
564,net_latency,timeout,0,"{""sample"":[61912.77,61294.08,57276.77]}",2026-05-25 19:08:11
565,cpu_usage,success,336,"{""sample"":[76387.18,51450.71,44770.79]}",2026-06-11 03:21:30
566,net_latency,timeout,0,"{""sample"":[37798.63,29910.7,83533.88]}",2026-06-10 19:35:27
567,http_5xx,success,372,"{""sample"":[59373.78,49407.09,46763.15]}",2026-06-07 16:28:00
568,restart_total,success,431,"{""sample"":[99675.1,69163.83,97641.62]}",2026-06-10 13:02:08
569,restart_total,success,8,"{""sample"":[34426.55,88553.77,69773.32]}",2026-06-10 05:02:49
570,net_latency,success,54,"{""sample"":[74800.13,29764.78,27661.58]}",2026-06-16 23:58:51
571,net_latency,success,323,"{""sample"":[5143.48,99187.63,45341.09]}",2026-06-22 20:05:49
572,http_5xx,success,407,"{""sample"":[72793.32,14129.95,71025.91]}",2026-06-06 13:02:03
573,cpu_usage,success,390,"{""sample"":[45347.73,52945.48,26497.38]}",2026-06-10 20:04:41
574,http_5xx,success,40,"{""sample"":[7041.45,874.33,74231.15]}",2026-06-04 05:51:28
575,mem_working_set,success,204,"{""sample"":[69458.8,67659.85,76200.32]}",2026-06-06 17:39:45
576,net_latency,success,256,"{""sample"":[90131.96,58778.86,6003.93]}",2026-06-15 22:30:55
577,net_latency,success,61,"{""sample"":[50041.88,7033.06,65826.12]}",2026-06-20 10:58:23
578,cpu_usage,success,307,"{""sample"":[47611.98,22151.58,97377.61]}",2026-06-05 14:47:44
579,http_5xx,success,197,"{""sample"":[29350.1,78750.2,98425.5]}",2026-06-08 08:11:55
580,http_5xx,success,407,"{""sample"":[6418.37,92384.1,51229.66]}",2026-06-10 19:37:41
581,mem_working_set,error,0,"{""sample"":[7742.58,4270.77,52107.64]}",2026-05-25 07:12:59
582,cpu_usage,success,416,"{""sample"":[78427.32,17624.17,12607.66]}",2026-06-16 08:58:39
583,restart_total,success,184,"{""sample"":[66112.1,67615.87,6740.8]}",2026-06-17 15:39:11
584,restart_total,success,348,"{""sample"":[40090.81,60828.76,74083.83]}",2026-06-21 12:14:50
585,mem_working_set,success,411,"{""sample"":[12042.65,80035.36,82604.82]}",2026-06-22 20:21:51
586,cpu_usage,success,371,"{""sample"":[85445.48,94989.95,51032.5]}",2026-06-16 16:20:54
587,mem_working_set,success,35,"{""sample"":[38292.73,85889.72,9507.26]}",2026-05-24 20:12:04
588,mem_working_set,success,379,"{""sample"":[50131.78,45379.72,53943.22]}",2026-06-20 21:09:28
589,mem_working_set,success,336,"{""sample"":[89974.55,69954.18,71930.83]}",2026-06-16 16:13:01
590,http_5xx,success,244,"{""sample"":[43432.17,91539.93,69828.53]}",2026-06-04 00:20:52
591,mem_working_set,success,41,"{""sample"":[89668.09,31927.82,8272.9]}",2026-06-15 06:00:14
592,restart_total,success,58,"{""sample"":[60097.45,77075.66,79271.22]}",2026-05-27 20:10:56
593,cpu_usage,success,408,"{""sample"":[87086.91,47100.95,31432.91]}",2026-06-05 17:49:39
594,cpu_usage,success,467,"{""sample"":[73694.11,14849.73,89418.56]}",2026-06-13 21:28:44
595,cpu_usage,success,223,"{""sample"":[52734.67,43602.03,70460.9]}",2026-06-14 16:41:08
596,net_latency,success,92,"{""sample"":[53750.54,35302.88,10175.95]}",2026-06-05 12:08:32
597,mem_working_set,success,243,"{""sample"":[47669.42,88483.02,62654.19]}",2026-05-26 11:25:59
598,mem_working_set,success,464,"{""sample"":[47751.28,66333.69,91890.0]}",2026-06-12 22:08:04
599,mem_working_set,success,436,"{""sample"":[9496.5,35619.13,37009.29]}",2026-06-07 11:41:36
600,net_latency,success,325,"{""sample"":[87545.11,24027.65,45619.09]}",2026-06-23 01:25:17
601,cpu_usage,success,34,"{""sample"":[84126.32,6073.91,25784.83]}",2026-05-24 16:51:28
602,net_latency,success,379,"{""sample"":[28021.2,65006.48,52840.13]}",2026-06-06 21:21:55
603,cpu_usage,success,361,"{""sample"":[89021.22,84147.48,4568.93]}",2026-06-05 12:28:30
604,http_5xx,success,261,"{""sample"":[25373.22,29004.69,40188.06]}",2026-06-22 07:11:55
605,restart_total,success,26,"{""sample"":[27800.62,19254.89,64604.0]}",2026-06-07 22:38:55
606,http_5xx,success,359,"{""sample"":[56152.6,63949.36,50438.48]}",2026-05-31 18:01:04
607,mem_working_set,success,224,"{""sample"":[87024.58,96032.91,70336.86]}",2026-06-17 05:31:02
608,http_5xx,success,455,"{""sample"":[98520.17,80040.8,81862.13]}",2026-06-04 02:58:05
609,http_5xx,success,87,"{""sample"":[73711.68,52513.21,29046.38]}",2026-05-29 13:50:00
610,cpu_usage,success,338,"{""sample"":[81987.31,44099.28,24795.58]}",2026-06-04 21:04:47
611,http_5xx,error,0,"{""sample"":[57641.05,99334.29,99785.18]}",2026-06-06 18:25:32
612,restart_total,success,52,"{""sample"":[47167.75,16563.35,13791.37]}",2026-06-14 20:56:53
613,mem_working_set,success,133,"{""sample"":[23905.58,81305.06,31240.08]}",2026-05-28 02:45:31
614,restart_total,success,122,"{""sample"":[41113.16,83659.61,99271.19]}",2026-06-06 15:31:13
615,cpu_usage,success,183,"{""sample"":[50605.67,73111.72,46639.72]}",2026-05-26 10:59:21
616,restart_total,success,44,"{""sample"":[47407.51,47415.24,61026.73]}",2026-06-10 15:55:22
617,net_latency,success,228,"{""sample"":[72293.29,87921.94,60632.79]}",2026-05-26 03:06:40
618,cpu_usage,success,379,"{""sample"":[34822.49,14740.77,51474.06]}",2026-06-22 17:01:28
619,http_5xx,success,166,"{""sample"":[4425.31,95164.46,76733.93]}",2026-06-01 13:10:26
620,mem_working_set,success,263,"{""sample"":[16682.86,94170.74,21544.79]}",2026-06-20 15:15:08
621,http_5xx,success,386,"{""sample"":[2492.03,65155.61,32498.1]}",2026-06-03 04:14:04
622,cpu_usage,success,34,"{""sample"":[88614.28,1047.14,92209.28]}",2026-05-28 12:30:52
623,net_latency,success,481,"{""sample"":[7455.21,59037.59,67917.79]}",2026-06-14 12:00:00
624,net_latency,success,437,"{""sample"":[60066.48,47977.61,23539.3]}",2026-06-10 08:03:55
625,http_5xx,success,196,"{""sample"":[51264.58,72275.4,35832.39]}",2026-06-20 10:10:17
626,http_5xx,success,307,"{""sample"":[29392.54,38796.09,30017.04]}",2026-05-28 06:25:16
627,mem_working_set,success,458,"{""sample"":[52167.7,6220.54,61081.28]}",2026-06-11 15:37:12
628,restart_total,success,136,"{""sample"":[88935.35,84530.23,172.16]}",2026-06-05 17:56:54
629,net_latency,success,119,"{""sample"":[48606.77,29050.96,49031.94]}",2026-06-04 21:03:18
630,net_latency,success,393,"{""sample"":[73776.24,34225.89,59002.02]}",2026-05-25 03:20:20
631,net_latency,success,140,"{""sample"":[45541.49,11412.9,40801.48]}",2026-06-19 01:41:39
632,http_5xx,success,456,"{""sample"":[50626.81,56107.86,58130.49]}",2026-05-28 21:38:12
633,http_5xx,success,39,"{""sample"":[85584.97,32697.39,47096.21]}",2026-06-12 17:14:01
634,cpu_usage,success,275,"{""sample"":[71654.73,22645.28,61491.97]}",2026-06-12 17:11:42
635,cpu_usage,error,0,"{""sample"":[70716.48,90506.58,54452.96]}",2026-06-21 08:52:13
636,cpu_usage,success,208,"{""sample"":[34598.89,60195.47,48871.85]}",2026-06-10 12:45:53
637,net_latency,success,57,"{""sample"":[47198.05,44838.22,14061.3]}",2026-06-16 14:36:27
638,cpu_usage,success,141,"{""sample"":[43849.76,60166.95,55288.55]}",2026-05-31 13:23:59
639,restart_total,success,227,"{""sample"":[42401.94,59373.7,48009.48]}",2026-06-13 22:35:58
640,restart_total,success,232,"{""sample"":[20436.0,3215.51,57809.19]}",2026-06-20 02:07:07
641,cpu_usage,success,367,"{""sample"":[19189.77,24551.47,7192.43]}",2026-06-21 19:35:40
642,net_latency,success,315,"{""sample"":[29441.09,5964.45,38161.07]}",2026-05-30 13:32:58
643,http_5xx,success,101,"{""sample"":[53263.49,45638.94,69475.08]}",2026-06-07 08:33:01
644,net_latency,success,93,"{""sample"":[72482.95,13861.26,87453.07]}",2026-06-03 06:53:23
645,http_5xx,success,489,"{""sample"":[70778.24,75736.56,33240.06]}",2026-05-31 06:07:09
646,cpu_usage,success,268,"{""sample"":[78394.82,10432.69,18243.66]}",2026-06-13 23:25:30
647,cpu_usage,success,259,"{""sample"":[25047.73,71203.03,40919.27]}",2026-06-16 12:58:08
648,cpu_usage,success,3,"{""sample"":[32344.01,82074.95,34415.89]}",2026-06-20 06:39:30
649,net_latency,success,247,"{""sample"":[54311.62,80.89,6721.8]}",2026-06-20 09:10:28
650,net_latency,success,181,"{""sample"":[88051.39,97735.05,18725.2]}",2026-06-15 22:09:31
651,mem_working_set,success,411,"{""sample"":[5216.96,22175.97,50946.76]}",2026-05-24 16:40:02
652,mem_working_set,success,373,"{""sample"":[80063.35,47053.24,93425.95]}",2026-06-21 15:48:25
653,cpu_usage,success,34,"{""sample"":[36776.47,12222.62,65731.62]}",2026-06-02 22:42:02
654,mem_working_set,success,386,"{""sample"":[63295.81,34776.4,88033.78]}",2026-06-22 10:46:28
655,restart_total,success,332,"{""sample"":[92632.88,88925.82,55263.57]}",2026-06-21 17:36:52
656,net_latency,success,244,"{""sample"":[43539.71,64249.73,3060.95]}",2026-06-21 09:17:48
657,cpu_usage,success,312,"{""sample"":[30121.87,74537.57,89219.48]}",2026-06-08 16:29:50
658,restart_total,success,36,"{""sample"":[22095.23,55371.08,83075.13]}",2026-06-22 06:20:19
659,restart_total,success,20,"{""sample"":[69650.29,43989.84,28758.58]}",2026-05-28 02:05:35
660,http_5xx,success,35,"{""sample"":[43456.8,42914.69,3084.36]}",2026-06-08 01:54:10
661,http_5xx,success,292,"{""sample"":[63556.78,25057.55,2004.02]}",2026-06-11 23:30:35
662,restart_total,success,158,"{""sample"":[15435.09,50260.49,90870.21]}",2026-06-08 21:52:34
663,restart_total,success,155,"{""sample"":[71307.08,98653.82,98733.36]}",2026-06-18 14:00:00
664,net_latency,success,411,"{""sample"":[76369.49,20940.9,53086.54]}",2026-06-03 03:42:44
665,mem_working_set,success,207,"{""sample"":[65148.76,14241.1,54710.57]}",2026-06-04 17:06:20
666,restart_total,success,329,"{""sample"":[70358.42,37332.54,54574.22]}",2026-06-22 17:33:19
667,cpu_usage,success,246,"{""sample"":[89402.66,19001.29,92146.12]}",2026-06-05 18:46:04
668,restart_total,success,320,"{""sample"":[44175.11,47731.02,35451.97]}",2026-06-14 02:08:25
669,cpu_usage,success,487,"{""sample"":[44489.34,96097.08,14613.36]}",2026-06-21 09:04:26
670,restart_total,success,268,"{""sample"":[97309.49,39389.56,19385.64]}",2026-06-09 02:21:08
671,cpu_usage,success,349,"{""sample"":[41965.74,54169.37,72151.79]}",2026-06-17 22:29:30
672,http_5xx,success,281,"{""sample"":[13970.26,70915.13,50195.91]}",2026-06-21 00:54:40
673,mem_working_set,success,295,"{""sample"":[32467.48,20934.37,36168.03]}",2026-05-25 09:02:58
674,mem_working_set,success,422,"{""sample"":[33278.87,41107.04,54712.4]}",2026-06-17 07:23:55
675,mem_working_set,success,390,"{""sample"":[31585.27,99830.63,45036.35]}",2026-05-27 12:20:55
676,mem_working_set,success,165,"{""sample"":[66750.82,60251.52,45023.57]}",2026-06-20 06:21:19
677,http_5xx,success,492,"{""sample"":[19634.8,64941.19,93861.67]}",2026-05-31 06:26:53
678,http_5xx,success,27,"{""sample"":[82419.66,58841.93,54773.51]}",2026-06-03 12:40:29
679,http_5xx,success,474,"{""sample"":[98378.0,4640.72,50128.17]}",2026-06-16 14:37:03
680,restart_total,no_data,0,"{""sample"":[71719.84,49482.36,62186.56]}",2026-06-18 15:02:20
681,restart_total,success,416,"{""sample"":[95821.03,98222.15,46511.78]}",2026-06-07 14:01:19
682,cpu_usage,success,109,"{""sample"":[19036.12,74599.38,9766.66]}",2026-06-12 19:33:32
683,restart_total,success,161,"{""sample"":[95419.51,76933.08,74528.22]}",2026-06-18 17:42:52
684,restart_total,success,176,"{""sample"":[90577.78,18895.14,46788.65]}",2026-06-11 01:27:17
685,restart_total,success,123,"{""sample"":[12424.32,80271.49,1911.98]}",2026-06-11 03:01:03
686,http_5xx,success,35,"{""sample"":[35707.84,79264.39,4242.55]}",2026-06-12 22:21:46
687,cpu_usage,success,275,"{""sample"":[60202.38,68807.74,65614.27]}",2026-06-03 08:12:08
688,mem_working_set,success,150,"{""sample"":[82289.51,94354.48,84808.99]}",2026-05-25 14:41:54
689,http_5xx,success,464,"{""sample"":[84094.01,91889.22,88213.02]}",2026-06-02 18:22:09
690,http_5xx,success,267,"{""sample"":[61103.86,34284.25,22123.26]}",2026-05-30 10:19:07
691,net_latency,success,117,"{""sample"":[71937.63,39331.23,83497.61]}",2026-06-06 00:47:34
692,net_latency,success,476,"{""sample"":[84638.37,70661.31,11157.82]}",2026-06-22 08:44:26
693,mem_working_set,success,143,"{""sample"":[93887.77,10076.17,69974.43]}",2026-06-17 16:15:35
694,http_5xx,no_data,0,"{""sample"":[88073.32,27659.1,50669.48]}",2026-06-06 12:22:36
695,restart_total,success,398,"{""sample"":[20553.85,9703.37,11094.32]}",2026-06-02 20:13:09
696,cpu_usage,success,162,"{""sample"":[87545.6,6335.97,46363.0]}",2026-05-27 19:54:41
697,restart_total,success,454,"{""sample"":[29033.57,22830.81,39579.3]}",2026-06-22 10:33:25
698,net_latency,success,13,"{""sample"":[45431.82,62620.48,81583.14]}",2026-06-06 08:09:41
699,net_latency,success,313,"{""sample"":[761.5,63137.0,1628.54]}",2026-05-27 09:14:52
700,cpu_usage,success,169,"{""sample"":[10630.38,5686.86,55253.38]}",2026-06-20 01:09:01
701,mem_working_set,success,304,"{""sample"":[20229.06,78950.33,9427.89]}",2026-06-02 22:53:13
702,http_5xx,success,176,"{""sample"":[51554.0,88617.49,59688.0]}",2026-06-11 11:49:43
703,cpu_usage,success,463,"{""sample"":[78360.9,78611.82,45402.79]}",2026-06-22 07:54:53
704,http_5xx,success,276,"{""sample"":[72800.24,2200.24,7886.88]}",2026-06-20 13:43:22
705,net_latency,no_data,0,"{""sample"":[30200.16,46982.07,74598.44]}",2026-06-23 07:19:05
706,net_latency,success,170,"{""sample"":[71437.29,95962.61,6626.15]}",2026-05-24 18:30:26
707,http_5xx,success,81,"{""sample"":[40187.76,32776.64,71093.9]}",2026-05-26 23:00:47
708,net_latency,success,199,"{""sample"":[71135.5,54722.38,71861.25]}",2026-06-12 23:39:02
709,http_5xx,success,284,"{""sample"":[24142.7,5528.49,81658.43]}",2026-05-27 16:13:28
710,mem_working_set,success,186,"{""sample"":[93446.42,61339.83,75891.18]}",2026-06-17 05:35:53
711,net_latency,success,91,"{""sample"":[51152.4,87541.32,35000.66]}",2026-06-07 15:16:24
712,restart_total,error,0,"{""sample"":[95094.12,31879.93,84806.07]}",2026-06-02 12:39:47
713,restart_total,timeout,0,"{""sample"":[94916.1,63168.55,5802.78]}",2026-06-22 12:19:47
714,net_latency,success,282,"{""sample"":[44506.85,93901.65,20475.45]}",2026-06-18 17:42:51
715,net_latency,success,362,"{""sample"":[83499.84,70942.79,79013.2]}",2026-05-31 20:01:28
716,cpu_usage,success,187,"{""sample"":[35300.4,47860.29,78671.02]}",2026-06-01 00:52:46
717,cpu_usage,success,209,"{""sample"":[25839.92,844.0,31680.21]}",2026-06-10 05:45:17
718,mem_working_set,success,378,"{""sample"":[49396.59,85163.73,83261.55]}",2026-06-12 00:14:15
719,net_latency,success,58,"{""sample"":[82581.03,86834.32,98036.57]}",2026-05-26 14:55:50
720,net_latency,success,453,"{""sample"":[77370.4,72543.21,71732.24]}",2026-06-13 11:40:07
721,net_latency,success,468,"{""sample"":[18693.3,91292.11,97799.72]}",2026-06-11 21:19:34
722,http_5xx,success,383,"{""sample"":[78132.66,3507.55,33870.85]}",2026-06-14 15:29:40
723,mem_working_set,success,314,"{""sample"":[38459.46,41853.06,49698.9]}",2026-06-23 08:33:07
724,http_5xx,success,209,"{""sample"":[64139.79,8702.16,78783.62]}",2026-06-04 22:03:56
725,restart_total,success,493,"{""sample"":[12462.05,28999.71,62899.17]}",2026-06-11 11:41:37
726,net_latency,success,14,"{""sample"":[93650.27,25942.05,10158.27]}",2026-06-06 02:11:27
727,cpu_usage,success,78,"{""sample"":[76195.21,9291.75,58228.38]}",2026-06-23 08:36:09
728,net_latency,success,14,"{""sample"":[60830.75,27652.21,71184.14]}",2026-06-03 09:41:25
729,cpu_usage,success,487,"{""sample"":[22140.93,25419.32,95564.44]}",2026-06-08 08:50:54
730,mem_working_set,success,357,"{""sample"":[42220.44,70472.96,36761.47]}",2026-06-11 04:51:28
731,net_latency,success,325,"{""sample"":[72659.87,37438.59,40979.71]}",2026-06-16 04:14:09
732,cpu_usage,success,133,"{""sample"":[55208.04,42531.93,23800.85]}",2026-06-08 03:03:52
733,http_5xx,success,257,"{""sample"":[14442.27,69312.41,85608.42]}",2026-06-16 00:48:46
734,restart_total,success,43,"{""sample"":[84745.5,17806.01,82716.03]}",2026-06-14 03:09:48
735,net_latency,success,313,"{""sample"":[13711.25,25430.81,9459.61]}",2026-06-02 09:16:20
736,restart_total,success,385,"{""sample"":[34282.49,22622.21,19766.77]}",2026-06-03 01:10:42
737,mem_working_set,success,319,"{""sample"":[33430.71,23921.35,19546.14]}",2026-06-22 19:18:48
738,http_5xx,success,3,"{""sample"":[62417.72,64384.89,30500.55]}",2026-05-24 23:13:26
739,http_5xx,success,243,"{""sample"":[83346.31,40570.12,17221.86]}",2026-06-15 11:29:10
740,restart_total,success,57,"{""sample"":[837.87,8103.96,15033.29]}",2026-05-30 14:14:50
741,http_5xx,success,347,"{""sample"":[34000.91,30571.34,2817.95]}",2026-05-30 13:34:54
742,mem_working_set,success,103,"{""sample"":[33641.23,44845.59,93432.96]}",2026-06-11 15:43:12
743,http_5xx,success,421,"{""sample"":[94610.94,15458.77,44919.15]}",2026-06-18 02:47:43
744,restart_total,success,444,"{""sample"":[31251.37,26172.22,11543.0]}",2026-06-19 03:26:54
745,mem_working_set,success,100,"{""sample"":[27942.93,91854.58,13868.88]}",2026-06-17 15:12:50
746,cpu_usage,timeout,0,"{""sample"":[62489.85,1388.14,81062.6]}",2026-06-08 18:35:00
747,mem_working_set,success,371,"{""sample"":[84476.32,99918.9,25206.8]}",2026-06-10 21:22:04
748,mem_working_set,success,359,"{""sample"":[47167.36,45750.97,97723.85]}",2026-06-22 23:01:17
749,restart_total,success,473,"{""sample"":[73556.31,32197.39,34648.34]}",2026-05-29 19:00:02
750,http_5xx,success,73,"{""sample"":[67376.89,39808.8,41946.4]}",2026-06-17 07:00:43
751,restart_total,success,55,"{""sample"":[34674.72,10241.09,53593.61]}",2026-06-17 18:36:30
752,cpu_usage,success,415,"{""sample"":[53040.83,75892.2,59077.04]}",2026-06-01 20:40:55
753,http_5xx,success,26,"{""sample"":[21967.73,4081.75,57232.27]}",2026-06-01 06:44:17
754,cpu_usage,success,105,"{""sample"":[44404.87,38117.82,56277.57]}",2026-06-01 04:20:32
755,http_5xx,success,300,"{""sample"":[7088.28,94309.38,78391.18]}",2026-06-01 16:46:03
756,restart_total,success,103,"{""sample"":[24656.53,80259.57,71402.18]}",2026-06-21 23:26:11
757,cpu_usage,success,341,"{""sample"":[82958.91,3840.47,56873.44]}",2026-06-21 17:14:51
758,cpu_usage,success,147,"{""sample"":[75870.56,92925.22,47814.5]}",2026-06-03 08:03:53
759,cpu_usage,success,298,"{""sample"":[38560.27,89205.98,99009.33]}",2026-06-15 23:26:20
760,net_latency,timeout,0,"{""sample"":[56559.37,85038.75,33.03]}",2026-06-21 05:32:24
761,net_latency,success,416,"{""sample"":[76998.69,21890.33,29282.72]}",2026-06-01 09:19:45
762,mem_working_set,success,92,"{""sample"":[64932.3,46237.26,10777.23]}",2026-06-06 23:25:21
763,http_5xx,success,213,"{""sample"":[80288.18,84105.89,12622.87]}",2026-05-26 00:18:48
764,restart_total,success,27,"{""sample"":[57674.19,19940.85,36012.74]}",2026-05-31 10:31:32
765,http_5xx,success,382,"{""sample"":[39905.54,45605.71,82404.27]}",2026-06-14 19:26:37
766,net_latency,success,65,"{""sample"":[84783.68,58215.44,12089.21]}",2026-06-20 04:10:12
767,mem_working_set,success,153,"{""sample"":[80754.71,10339.17,26503.73]}",2026-05-30 16:07:01
768,http_5xx,error,0,"{""sample"":[90864.36,57286.2,39563.16]}",2026-06-03 11:00:38
769,net_latency,no_data,0,"{""sample"":[20014.1,18189.58,51538.75]}",2026-06-11 13:25:08
770,restart_total,timeout,0,"{""sample"":[4765.87,87309.07,95421.37]}",2026-06-17 05:17:37
771,http_5xx,success,470,"{""sample"":[83469.76,5082.32,40977.56]}",2026-06-12 04:40:13
772,http_5xx,error,0,"{""sample"":[24025.49,19061.9,25398.2]}",2026-06-06 15:04:15
773,http_5xx,success,45,"{""sample"":[23633.76,46300.89,18840.27]}",2026-06-10 00:02:51
774,http_5xx,success,250,"{""sample"":[78977.32,92898.64,97298.32]}",2026-06-14 04:27:38
775,restart_total,timeout,0,"{""sample"":[3887.57,35990.72,31637.75]}",2026-06-19 03:43:34
776,mem_working_set,success,27,"{""sample"":[99634.91,72467.16,36457.8]}",2026-06-04 18:53:04
777,net_latency,no_data,0,"{""sample"":[20558.28,73874.88,50585.38]}",2026-06-06 16:44:25
778,http_5xx,success,479,"{""sample"":[91918.63,67692.55,43694.44]}",2026-06-16 09:56:04
779,restart_total,no_data,0,"{""sample"":[26042.99,5128.23,87141.18]}",2026-06-01 16:15:21
780,cpu_usage,success,395,"{""sample"":[3144.14,7947.36,45495.93]}",2026-06-02 15:36:32
781,http_5xx,success,285,"{""sample"":[89108.94,31770.71,13718.43]}",2026-05-31 05:25:56
782,net_latency,no_data,0,"{""sample"":[56345.53,33557.32,46843.49]}",2026-05-25 21:37:01
783,cpu_usage,error,0,"{""sample"":[10716.28,8035.1,30782.83]}",2026-06-19 17:00:33
784,restart_total,error,0,"{""sample"":[51420.72,41152.6,56026.2]}",2026-06-18 19:10:45
785,net_latency,success,376,"{""sample"":[77386.95,29590.42,29081.17]}",2026-06-10 22:53:46
786,cpu_usage,success,222,"{""sample"":[95824.51,6191.5,5208.22]}",2026-06-02 17:10:56
787,http_5xx,success,12,"{""sample"":[96285.58,30122.18,52921.64]}",2026-06-11 03:43:20
788,cpu_usage,success,483,"{""sample"":[24802.82,39397.44,68065.97]}",2026-05-28 03:08:09
789,http_5xx,success,263,"{""sample"":[12270.43,89135.93,93556.97]}",2026-06-01 15:04:05
790,net_latency,success,406,"{""sample"":[34872.72,9131.69,19695.39]}",2026-05-30 08:13:47
791,restart_total,success,261,"{""sample"":[26669.91,18924.43,77161.6]}",2026-06-13 07:12:28
792,net_latency,success,76,"{""sample"":[13122.91,73303.99,6403.96]}",2026-06-18 07:26:12
793,restart_total,success,111,"{""sample"":[46815.46,58217.46,36575.8]}",2026-05-28 08:25:33
794,net_latency,success,330,"{""sample"":[39716.76,67673.95,8426.52]}",2026-06-07 17:12:43
795,cpu_usage,success,163,"{""sample"":[83943.82,13669.25,93984.54]}",2026-06-22 20:16:10
796,cpu_usage,success,52,"{""sample"":[75564.34,64628.09,39699.3]}",2026-06-15 01:00:33
797,mem_working_set,success,74,"{""sample"":[85862.31,50450.99,85420.73]}",2026-06-11 02:29:15
798,http_5xx,success,264,"{""sample"":[34673.96,20849.64,57341.9]}",2026-06-01 18:41:39
799,mem_working_set,success,499,"{""sample"":[18086.34,2850.36,92720.65]}",2026-05-26 07:24:12
800,mem_working_set,success,173,"{""sample"":[72569.24,92105.69,6486.92]}",2026-06-22 23:16:01
801,http_5xx,success,139,"{""sample"":[52062.78,57008.36,76721.56]}",2026-06-16 03:43:02
802,cpu_usage,success,369,"{""sample"":[59367.59,64061.46,46416.39]}",2026-06-09 20:55:00
803,net_latency,success,188,"{""sample"":[70407.63,22999.18,99815.49]}",2026-05-24 13:50:39
804,restart_total,success,277,"{""sample"":[92881.38,80012.61,98137.88]}",2026-06-11 19:22:26
805,net_latency,success,431,"{""sample"":[21060.76,1455.01,31169.05]}",2026-05-26 07:12:55
806,cpu_usage,success,327,"{""sample"":[51177.92,97552.49,77491.28]}",2026-06-16 12:12:11
807,mem_working_set,success,263,"{""sample"":[48008.85,61725.98,94347.9]}",2026-06-01 07:49:42
808,net_latency,success,404,"{""sample"":[50554.44,90817.6,58334.46]}",2026-05-30 11:55:41
809,mem_working_set,success,118,"{""sample"":[67500.84,20989.72,81132.71]}",2026-06-14 01:17:42
810,mem_working_set,success,127,"{""sample"":[24970.39,94913.32,93886.25]}",2026-05-29 06:33:29
811,cpu_usage,success,411,"{""sample"":[44210.8,53062.9,38665.62]}",2026-06-07 10:10:34
812,net_latency,success,83,"{""sample"":[81633.62,91554.53,24830.06]}",2026-05-24 20:36:19
813,restart_total,success,244,"{""sample"":[5917.43,32923.06,81370.5]}",2026-06-05 16:52:01
814,restart_total,success,14,"{""sample"":[58296.64,49089.35,94865.02]}",2026-06-17 14:53:25
815,http_5xx,error,0,"{""sample"":[32291.19,4034.68,46350.31]}",2026-06-04 14:12:17
816,restart_total,success,481,"{""sample"":[5508.94,40648.49,40675.08]}",2026-06-01 06:10:44
817,restart_total,success,105,"{""sample"":[34730.94,44120.19,79029.15]}",2026-05-25 08:15:14
818,restart_total,error,0,"{""sample"":[62226.58,78146.89,27425.8]}",2026-06-07 07:47:11
819,cpu_usage,no_data,0,"{""sample"":[31269.06,32919.33,17911.9]}",2026-06-21 08:27:28
820,http_5xx,success,499,"{""sample"":[13665.88,58608.6,9696.61]}",2026-06-18 21:59:42
821,net_latency,success,305,"{""sample"":[37957.75,79355.0,96274.67]}",2026-06-07 06:08:39
822,net_latency,success,209,"{""sample"":[17286.23,43269.57,73451.87]}",2026-05-31 23:56:16
823,mem_working_set,success,104,"{""sample"":[77566.99,3962.48,56916.88]}",2026-06-03 05:27:22
824,cpu_usage,timeout,0,"{""sample"":[1067.54,96086.76,41106.29]}",2026-06-18 07:45:43
825,http_5xx,success,70,"{""sample"":[33546.52,8866.99,6928.72]}",2026-06-01 00:32:37
826,http_5xx,success,236,"{""sample"":[50118.35,92799.84,13493.16]}",2026-06-03 11:39:46
827,http_5xx,error,0,"{""sample"":[72589.24,32458.03,45970.05]}",2026-05-27 09:58:51
828,net_latency,success,163,"{""sample"":[14817.18,78096.76,40678.8]}",2026-05-25 10:10:12
829,http_5xx,success,380,"{""sample"":[96607.48,55595.21,19052.9]}",2026-06-13 16:41:15
830,net_latency,success,420,"{""sample"":[11808.54,76675.12,95245.73]}",2026-06-03 04:09:17
831,http_5xx,success,328,"{""sample"":[17846.06,19001.89,15837.54]}",2026-06-19 02:05:49
832,http_5xx,success,455,"{""sample"":[96474.04,51046.01,39198.33]}",2026-06-19 20:51:48
833,cpu_usage,success,446,"{""sample"":[45662.25,47867.61,85685.59]}",2026-06-12 13:29:01
834,http_5xx,success,285,"{""sample"":[24477.48,27828.97,39647.1]}",2026-06-01 19:55:44
835,http_5xx,success,216,"{""sample"":[9131.04,53315.98,57214.03]}",2026-06-11 15:32:09
836,net_latency,success,378,"{""sample"":[33158.71,30136.69,64199.36]}",2026-06-18 00:29:57
