id,agent_name,agent_type,status,cluster_name,last_heartbeat,metadata,created_at,updated_at
546,worker-prod-usw2-eks-04,worker,active,prod-usw2-eks,2026-06-23 11:55:29,"{""version"":""1.4.2"",""queue_depth"":18,""load"":0.75}",2026-06-06 03:26:51,2026-06-23 12:00:00
547,strategist-prod-usw2-eks-00,strategist,active,prod-usw2-eks,2026-06-23 11:54:49,"{""version"":""1.4.2"",""queue_depth"":14,""load"":0.96}",2026-06-13 16:31:20,2026-06-23 12:00:00
548,worker-dr-use1-eks-04,worker,degraded,dr-use1-eks,2026-06-23 11:59:37,"{""version"":""1.4.2"",""queue_depth"":19,""load"":0.59}",2026-06-19 17:01:48,2026-06-23 12:00:00
549,worker-prod-usw2-eks-03,worker,idle,prod-usw2-eks,2026-06-23 11:57:09,"{""version"":""1.4.2"",""queue_depth"":6,""load"":0.38}",2026-06-19 07:20:02,2026-06-23 12:00:00
550,cluster_manager-staging-use2-eks-01,cluster_manager,active,staging-use2-eks,2026-06-23 11:56:06,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.68}",2026-05-30 13:24:11,2026-06-23 12:00:00
551,worker-prod-use2-eks-00,worker,degraded,prod-use2-eks,2026-06-23 11:54:54,"{""version"":""1.4.2"",""queue_depth"":25,""load"":0.92}",2026-06-01 22:43:38,2026-06-23 12:00:00
552,worker-dr-use1-eks-03,worker,active,dr-use1-eks,2026-06-23 11:57:57,"{""version"":""1.4.2"",""queue_depth"":12,""load"":0.87}",2026-06-16 23:20:35,2026-06-23 12:00:00
553,worker-staging-use2-eks-02,worker,active,staging-use2-eks,2026-06-23 11:55:31,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.48}",2026-06-12 02:19:15,2026-06-23 12:00:00
554,worker-dr-use1-eks-01,worker,idle,dr-use1-eks,2026-06-23 11:54:46,"{""version"":""1.4.2"",""queue_depth"":13,""load"":0.25}",2026-06-09 21:47:35,2026-06-23 12:00:00
555,worker-prod-usw2-eks-04,worker,active,prod-usw2-eks,2026-06-23 11:50:19,"{""version"":""1.4.2"",""queue_depth"":49,""load"":0.9}",2026-05-26 01:24:56,2026-06-23 12:00:00
556,worker-prod-use2-eks-03,worker,active,prod-use2-eks,2026-06-23 11:55:35,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.47}",2026-05-27 19:17:01,2026-06-23 12:00:00
557,cluster_manager-dr-use1-eks-01,cluster_manager,active,dr-use1-eks,2026-06-23 11:51:49,"{""version"":""1.4.2"",""queue_depth"":14,""load"":0.74}",2026-05-26 01:47:26,2026-06-23 12:00:00
558,worker-staging-use2-eks-04,worker,idle,staging-use2-eks,2026-06-23 11:50:37,"{""version"":""1.4.2"",""queue_depth"":21,""load"":0.26}",2026-06-04 21:22:10,2026-06-23 12:00:00
559,strategist-dr-use1-eks-00,strategist,active,dr-use1-eks,2026-06-23 11:52:29,"{""version"":""1.4.2"",""queue_depth"":50,""load"":0.04}",2026-05-27 20:41:39,2026-06-23 12:00:00
560,worker-prod-usw2-eks-02,worker,active,prod-usw2-eks,2026-06-23 11:54:14,"{""version"":""1.4.2"",""queue_depth"":15,""load"":0.85}",2026-06-03 01:02:16,2026-06-23 12:00:00
561,worker-dr-use1-eks-03,worker,active,dr-use1-eks,2026-06-23 11:50:55,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.68}",2026-05-28 04:01:20,2026-06-23 12:00:00
562,worker-staging-use2-eks-02,worker,active,staging-use2-eks,2026-06-23 11:51:29,"{""version"":""1.4.2"",""queue_depth"":30,""load"":0.09}",2026-06-15 22:00:46,2026-06-23 12:00:00
563,worker-prod-use2-eks-02,worker,idle,prod-use2-eks,2026-06-23 11:54:51,"{""version"":""1.4.2"",""queue_depth"":23,""load"":0.45}",2026-06-04 14:11:35,2026-06-23 12:00:00
564,worker-prod-use2-eks-01,worker,degraded,prod-use2-eks,2026-06-23 11:52:28,"{""version"":""1.4.2"",""queue_depth"":19,""load"":0.51}",2026-06-16 19:07:14,2026-06-23 12:00:00
565,cluster_manager-prod-usw2-eks-00,cluster_manager,active,prod-usw2-eks,2026-06-23 11:57:05,"{""version"":""1.4.2"",""queue_depth"":21,""load"":0.9}",2026-06-01 12:30:49,2026-06-23 12:00:00
566,worker-staging-use2-eks-04,worker,idle,staging-use2-eks,2026-06-23 11:52:52,"{""version"":""1.4.2"",""queue_depth"":11,""load"":0.9}",2026-06-19 10:13:05,2026-06-23 12:00:00
567,worker-prod-usw2-eks-05,worker,idle,prod-usw2-eks,2026-06-23 11:55:18,"{""version"":""1.4.2"",""queue_depth"":8,""load"":0.36}",2026-06-14 14:55:52,2026-06-23 12:00:00
568,worker-dr-use1-eks-03,worker,degraded,dr-use1-eks,2026-06-23 11:59:59,"{""version"":""1.4.2"",""queue_depth"":41,""load"":0.06}",2026-05-24 14:05:48,2026-06-23 12:00:00
569,worker-prod-use2-eks-02,worker,active,prod-use2-eks,2026-06-23 11:50:33,"{""version"":""1.4.2"",""queue_depth"":15,""load"":0.59}",2026-06-17 17:18:30,2026-06-23 12:00:00
570,cluster_manager-prod-use2-eks-01,cluster_manager,active,prod-use2-eks,2026-06-23 11:54:14,"{""version"":""1.4.2"",""queue_depth"":21,""load"":0.61}",2026-06-15 17:09:37,2026-06-23 12:00:00
571,cluster_manager-prod-use2-eks-00,cluster_manager,active,prod-use2-eks,2026-06-23 11:59:22,"{""version"":""1.4.2"",""queue_depth"":35,""load"":0.41}",2026-06-16 06:51:30,2026-06-23 12:00:00
572,worker-prod-use2-eks-05,worker,active,prod-use2-eks,2026-06-23 11:57:54,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.15}",2026-06-20 09:12:37,2026-06-23 12:00:00
573,worker-prod-usw2-eks-03,worker,active,prod-usw2-eks,2026-06-23 11:57:47,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.61}",2026-06-13 08:06:20,2026-06-23 12:00:00
574,cluster_manager-dr-use1-eks-01,cluster_manager,degraded,dr-use1-eks,2026-06-23 11:55:10,"{""version"":""1.4.2"",""queue_depth"":45,""load"":0.78}",2026-06-11 03:58:23,2026-06-23 12:00:00
575,worker-staging-use2-eks-03,worker,degraded,staging-use2-eks,2026-06-23 11:54:23,"{""version"":""1.4.2"",""queue_depth"":18,""load"":0.28}",2026-05-26 19:44:02,2026-06-23 12:00:00
576,worker-staging-use2-eks-05,worker,idle,staging-use2-eks,2026-06-23 11:51:47,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.3}",2026-06-15 02:01:16,2026-06-23 12:00:00
577,cluster_manager-dr-use1-eks-01,cluster_manager,active,dr-use1-eks,2026-06-23 11:51:58,"{""version"":""1.4.2"",""queue_depth"":28,""load"":0.93}",2026-05-30 15:29:33,2026-06-23 12:00:00
578,strategist-prod-usw2-eks-00,strategist,idle,prod-usw2-eks,2026-06-23 11:58:59,"{""version"":""1.4.2"",""queue_depth"":36,""load"":0.3}",2026-05-31 14:02:23,2026-06-23 12:00:00
579,strategist-staging-use2-eks-00,strategist,active,staging-use2-eks,2026-06-23 11:59:28,"{""version"":""1.4.2"",""queue_depth"":21,""load"":0.96}",2026-06-10 02:42:40,2026-06-23 12:00:00
580,cluster_manager-prod-usw2-eks-01,cluster_manager,active,prod-usw2-eks,2026-06-23 11:55:06,"{""version"":""1.4.2"",""queue_depth"":40,""load"":0.92}",2026-05-29 03:20:19,2026-06-23 12:00:00
581,worker-staging-use2-eks-00,worker,degraded,staging-use2-eks,2026-06-23 11:50:20,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.11}",2026-06-19 17:20:28,2026-06-23 12:00:00
582,worker-staging-use2-eks-05,worker,idle,staging-use2-eks,2026-06-23 11:50:54,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.4}",2026-06-18 07:05:56,2026-06-23 12:00:00
583,worker-staging-use2-eks-05,worker,active,staging-use2-eks,2026-06-23 11:59:46,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.14}",2026-06-16 03:21:36,2026-06-23 12:00:00
584,worker-staging-use2-eks-01,worker,active,staging-use2-eks,2026-06-23 11:58:08,"{""version"":""1.4.2"",""queue_depth"":19,""load"":0.32}",2026-06-01 16:54:49,2026-06-23 12:00:00
585,worker-staging-use2-eks-04,worker,degraded,staging-use2-eks,2026-06-23 11:50:41,"{""version"":""1.4.2"",""queue_depth"":9,""load"":0.77}",2026-06-17 21:15:05,2026-06-23 12:00:00
586,worker-prod-use2-eks-03,worker,degraded,prod-use2-eks,2026-06-23 11:59:38,"{""version"":""1.4.2"",""queue_depth"":3,""load"":0.93}",2026-05-29 01:53:52,2026-06-23 12:00:00
587,worker-prod-usw2-eks-02,worker,active,prod-usw2-eks,2026-06-23 11:52:19,"{""version"":""1.4.2"",""queue_depth"":29,""load"":0.49}",2026-06-18 18:52:13,2026-06-23 12:00:00
588,worker-dr-use1-eks-03,worker,degraded,dr-use1-eks,2026-06-23 11:59:04,"{""version"":""1.4.2"",""queue_depth"":42,""load"":0.23}",2026-06-20 23:11:02,2026-06-23 12:00:00
589,worker-prod-usw2-eks-02,worker,active,prod-usw2-eks,2026-06-23 11:52:03,"{""version"":""1.4.2"",""queue_depth"":17,""load"":0.44}",2026-06-14 12:30:42,2026-06-23 12:00:00
590,worker-dr-use1-eks-02,worker,active,dr-use1-eks,2026-06-23 11:52:59,"{""version"":""1.4.2"",""queue_depth"":30,""load"":0.79}",2026-05-31 14:24:07,2026-06-23 12:00:00
591,cluster_manager-prod-usw2-eks-00,cluster_manager,active,prod-usw2-eks,2026-06-23 11:54:58,"{""version"":""1.4.2"",""queue_depth"":16,""load"":0.61}",2026-06-14 13:02:51,2026-06-23 12:00:00
592,worker-dr-use1-eks-02,worker,active,dr-use1-eks,2026-06-23 11:56:00,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.38}",2026-06-09 17:06:06,2026-06-23 12:00:00
593,cluster_manager-staging-use2-eks-00,cluster_manager,degraded,staging-use2-eks,2026-06-23 11:53:07,"{""version"":""1.4.2"",""queue_depth"":42,""load"":0.35}",2026-05-26 23:20:47,2026-06-23 12:00:00
594,worker-staging-use2-eks-00,worker,idle,staging-use2-eks,2026-06-23 11:55:17,"{""version"":""1.4.2"",""queue_depth"":48,""load"":0.12}",2026-06-14 22:49:52,2026-06-23 12:00:00
595,worker-prod-usw2-eks-01,worker,degraded,prod-usw2-eks,2026-06-23 11:59:57,"{""version"":""1.4.2"",""queue_depth"":49,""load"":0.5}",2026-05-27 02:46:13,2026-06-23 12:00:00
596,worker-prod-usw2-eks-01,worker,active,prod-usw2-eks,2026-06-23 11:53:17,"{""version"":""1.4.2"",""queue_depth"":26,""load"":0.46}",2026-06-18 03:28:12,2026-06-23 12:00:00
597,worker-staging-use2-eks-02,worker,active,staging-use2-eks,2026-06-23 11:58:14,"{""version"":""1.4.2"",""queue_depth"":42,""load"":0.13}",2026-06-16 06:30:04,2026-06-23 12:00:00
598,worker-prod-usw2-eks-02,worker,active,prod-usw2-eks,2026-06-23 11:51:55,"{""version"":""1.4.2"",""queue_depth"":1,""load"":0.3}",2026-06-20 23:26:41,2026-06-23 12:00:00
599,worker-dr-use1-eks-03,worker,idle,dr-use1-eks,2026-06-23 11:59:20,"{""version"":""1.4.2"",""queue_depth"":34,""load"":0.58}",2026-05-31 01:45:28,2026-06-23 12:00:00
600,worker-prod-use2-eks-02,worker,idle,prod-use2-eks,2026-06-23 11:57:56,"{""version"":""1.4.2"",""queue_depth"":36,""load"":0.35}",2026-06-09 12:17:32,2026-06-23 12:00:00
601,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:56:55,"{""version"":""1.4.2"",""queue_depth"":4,""load"":0.19}",2026-06-02 12:03:18,2026-06-23 12:00:00
602,worker-prod-usw2-eks-00,worker,active,prod-usw2-eks,2026-06-23 11:51:29,"{""version"":""1.4.2"",""queue_depth"":15,""load"":0.51}",2026-06-05 04:14:08,2026-06-23 12:00:00
603,worker-staging-use2-eks-04,worker,active,staging-use2-eks,2026-06-23 11:57:28,"{""version"":""1.4.2"",""queue_depth"":16,""load"":0.51}",2026-06-15 20:54:53,2026-06-23 12:00:00
604,worker-prod-use2-eks-03,worker,idle,prod-use2-eks,2026-06-23 11:55:45,"{""version"":""1.4.2"",""queue_depth"":3,""load"":0.57}",2026-05-31 12:17:16,2026-06-23 12:00:00
605,worker-dr-use1-eks-00,worker,idle,dr-use1-eks,2026-06-23 11:57:51,"{""version"":""1.4.2"",""queue_depth"":30,""load"":0.81}",2026-05-31 15:22:02,2026-06-23 12:00:00
606,worker-staging-use2-eks-02,worker,active,staging-use2-eks,2026-06-23 11:51:39,"{""version"":""1.4.2"",""queue_depth"":3,""load"":0.5}",2026-06-02 00:15:55,2026-06-23 12:00:00
607,worker-dr-use1-eks-05,worker,active,dr-use1-eks,2026-06-23 11:51:19,"{""version"":""1.4.2"",""queue_depth"":37,""load"":0.7}",2026-06-16 18:30:15,2026-06-23 12:00:00
608,cluster_manager-prod-usw2-eks-00,cluster_manager,idle,prod-usw2-eks,2026-06-23 11:53:20,"{""version"":""1.4.2"",""queue_depth"":42,""load"":0.06}",2026-05-28 22:19:05,2026-06-23 12:00:00
609,worker-prod-usw2-eks-04,worker,degraded,prod-usw2-eks,2026-06-23 11:52:48,"{""version"":""1.4.2"",""queue_depth"":21,""load"":0.53}",2026-05-27 04:37:12,2026-06-23 12:00:00
610,worker-dr-use1-eks-04,worker,idle,dr-use1-eks,2026-06-23 11:53:22,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.77}",2026-06-08 11:16:27,2026-06-23 12:00:00
611,cluster_manager-prod-usw2-eks-01,cluster_manager,active,prod-usw2-eks,2026-06-23 11:55:04,"{""version"":""1.4.2"",""queue_depth"":50,""load"":0.64}",2026-06-18 19:01:19,2026-06-23 12:00:00
612,worker-staging-use2-eks-03,worker,active,staging-use2-eks,2026-06-23 11:56:59,"{""version"":""1.4.2"",""queue_depth"":0,""load"":0.49}",2026-06-18 14:29:06,2026-06-23 12:00:00
613,worker-staging-use2-eks-05,worker,active,staging-use2-eks,2026-06-23 11:56:12,"{""version"":""1.4.2"",""queue_depth"":13,""load"":0.63}",2026-06-15 00:59:25,2026-06-23 12:00:00
614,worker-prod-use2-eks-05,worker,active,prod-use2-eks,2026-06-23 11:50:42,"{""version"":""1.4.2"",""queue_depth"":22,""load"":0.02}",2026-06-02 12:08:24,2026-06-23 12:00:00
615,strategist-staging-use2-eks-00,strategist,idle,staging-use2-eks,2026-06-23 11:51:21,"{""version"":""1.4.2"",""queue_depth"":25,""load"":0.37}",2026-06-03 03:02:33,2026-06-23 12:00:00
616,worker-prod-use2-eks-04,worker,active,prod-use2-eks,2026-06-23 11:50:08,"{""version"":""1.4.2"",""queue_depth"":40,""load"":0.91}",2026-06-13 06:05:19,2026-06-23 12:00:00
617,worker-dr-use1-eks-05,worker,active,dr-use1-eks,2026-06-23 11:51:45,"{""version"":""1.4.2"",""queue_depth"":15,""load"":0.59}",2026-06-22 05:44:25,2026-06-23 12:00:00
618,worker-prod-usw2-eks-01,worker,degraded,prod-usw2-eks,2026-06-23 11:51:03,"{""version"":""1.4.2"",""queue_depth"":22,""load"":0.23}",2026-06-16 14:19:50,2026-06-23 12:00:00
619,worker-prod-use2-eks-00,worker,degraded,prod-use2-eks,2026-06-23 11:56:35,"{""version"":""1.4.2"",""queue_depth"":12,""load"":0.52}",2026-06-21 12:11:14,2026-06-23 12:00:00
620,worker-staging-use2-eks-04,worker,idle,staging-use2-eks,2026-06-23 11:58:10,"{""version"":""1.4.2"",""queue_depth"":47,""load"":0.5}",2026-06-05 08:28:01,2026-06-23 12:00:00
621,worker-prod-use2-eks-03,worker,active,prod-use2-eks,2026-06-23 11:57:05,"{""version"":""1.4.2"",""queue_depth"":29,""load"":0.55}",2026-06-22 22:20:29,2026-06-23 12:00:00
622,worker-prod-usw2-eks-00,worker,active,prod-usw2-eks,2026-06-23 11:54:07,"{""version"":""1.4.2"",""queue_depth"":27,""load"":0.86}",2026-05-24 16:11:33,2026-06-23 12:00:00
623,worker-prod-use2-eks-05,worker,active,prod-use2-eks,2026-06-23 11:57:13,"{""version"":""1.4.2"",""queue_depth"":6,""load"":0.49}",2026-06-03 21:44:09,2026-06-23 12:00:00
624,cluster_manager-dr-use1-eks-00,cluster_manager,degraded,dr-use1-eks,2026-06-23 11:51:25,"{""version"":""1.4.2"",""queue_depth"":12,""load"":0.28}",2026-06-15 12:48:12,2026-06-23 12:00:00
625,worker-staging-use2-eks-00,worker,idle,staging-use2-eks,2026-06-23 11:56:44,"{""version"":""1.4.2"",""queue_depth"":34,""load"":0.32}",2026-06-11 01:33:37,2026-06-23 12:00:00
626,cluster_manager-prod-usw2-eks-01,cluster_manager,idle,prod-usw2-eks,2026-06-23 11:58:38,"{""version"":""1.4.2"",""queue_depth"":4,""load"":0.32}",2026-06-22 20:11:12,2026-06-23 12:00:00
627,worker-prod-usw2-eks-01,worker,degraded,prod-usw2-eks,2026-06-23 11:54:44,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.04}",2026-06-03 19:38:05,2026-06-23 12:00:00
628,worker-prod-use2-eks-05,worker,idle,prod-use2-eks,2026-06-23 11:55:10,"{""version"":""1.4.2"",""queue_depth"":42,""load"":0.49}",2026-05-30 01:12:25,2026-06-23 12:00:00
629,worker-prod-usw2-eks-04,worker,degraded,prod-usw2-eks,2026-06-23 11:59:11,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.35}",2026-06-16 21:22:10,2026-06-23 12:00:00
630,worker-staging-use2-eks-04,worker,active,staging-use2-eks,2026-06-23 11:59:53,"{""version"":""1.4.2"",""queue_depth"":9,""load"":0.75}",2026-06-08 11:30:21,2026-06-23 12:00:00
631,cluster_manager-prod-use2-eks-01,cluster_manager,degraded,prod-use2-eks,2026-06-23 11:55:27,"{""version"":""1.4.2"",""queue_depth"":16,""load"":0.77}",2026-06-21 19:19:46,2026-06-23 12:00:00
632,worker-prod-use2-eks-05,worker,degraded,prod-use2-eks,2026-06-23 11:50:23,"{""version"":""1.4.2"",""queue_depth"":50,""load"":0.47}",2026-06-21 14:58:39,2026-06-23 12:00:00
633,strategist-prod-use2-eks-00,strategist,degraded,prod-use2-eks,2026-06-23 11:54:01,"{""version"":""1.4.2"",""queue_depth"":43,""load"":0.89}",2026-06-02 18:02:43,2026-06-23 12:00:00
634,worker-prod-use2-eks-00,worker,degraded,prod-use2-eks,2026-06-23 11:52:54,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.89}",2026-06-20 18:05:59,2026-06-23 12:00:00
635,worker-prod-use2-eks-05,worker,idle,prod-use2-eks,2026-06-23 11:56:47,"{""version"":""1.4.2"",""queue_depth"":43,""load"":0.83}",2026-06-20 04:45:39,2026-06-23 12:00:00
636,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:53:30,"{""version"":""1.4.2"",""queue_depth"":25,""load"":0.18}",2026-06-01 10:51:04,2026-06-23 12:00:00
637,strategist-dr-use1-eks-00,strategist,degraded,dr-use1-eks,2026-06-23 11:52:46,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.64}",2026-05-27 01:25:05,2026-06-23 12:00:00
638,worker-dr-use1-eks-02,worker,idle,dr-use1-eks,2026-06-23 11:57:35,"{""version"":""1.4.2"",""queue_depth"":26,""load"":0.25}",2026-05-31 03:27:02,2026-06-23 12:00:00
639,worker-prod-usw2-eks-01,worker,active,prod-usw2-eks,2026-06-23 11:57:17,"{""version"":""1.4.2"",""queue_depth"":40,""load"":0.26}",2026-06-17 23:12:29,2026-06-23 12:00:00
640,worker-staging-use2-eks-05,worker,degraded,staging-use2-eks,2026-06-23 11:53:51,"{""version"":""1.4.2"",""queue_depth"":9,""load"":0.64}",2026-06-04 00:37:47,2026-06-23 12:00:00
641,worker-prod-use2-eks-01,worker,degraded,prod-use2-eks,2026-06-23 11:56:06,"{""version"":""1.4.2"",""queue_depth"":25,""load"":0.75}",2026-05-27 15:51:09,2026-06-23 12:00:00
642,strategist-prod-use2-eks-00,strategist,active,prod-use2-eks,2026-06-23 11:58:02,"{""version"":""1.4.2"",""queue_depth"":27,""load"":0.84}",2026-06-07 04:12:43,2026-06-23 12:00:00
643,cluster_manager-dr-use1-eks-00,cluster_manager,active,dr-use1-eks,2026-06-23 11:56:45,"{""version"":""1.4.2"",""queue_depth"":39,""load"":0.01}",2026-05-27 14:06:40,2026-06-23 12:00:00
644,worker-prod-use2-eks-02,worker,idle,prod-use2-eks,2026-06-23 11:59:35,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.71}",2026-06-04 17:49:44,2026-06-23 12:00:00
645,cluster_manager-prod-use2-eks-01,cluster_manager,active,prod-use2-eks,2026-06-23 11:56:12,"{""version"":""1.4.2"",""queue_depth"":39,""load"":0.47}",2026-06-01 08:52:51,2026-06-23 12:00:00
646,worker-staging-use2-eks-00,worker,idle,staging-use2-eks,2026-06-23 11:51:57,"{""version"":""1.4.2"",""queue_depth"":41,""load"":0.41}",2026-06-08 19:30:54,2026-06-23 12:00:00
647,worker-prod-use2-eks-02,worker,degraded,prod-use2-eks,2026-06-23 11:57:00,"{""version"":""1.4.2"",""queue_depth"":16,""load"":0.53}",2026-06-07 15:29:41,2026-06-23 12:00:00
648,worker-staging-use2-eks-05,worker,active,staging-use2-eks,2026-06-23 11:54:24,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.71}",2026-06-02 03:04:54,2026-06-23 12:00:00
649,cluster_manager-prod-usw2-eks-00,cluster_manager,degraded,prod-usw2-eks,2026-06-23 11:52:20,"{""version"":""1.4.2"",""queue_depth"":47,""load"":0.6}",2026-05-26 14:21:25,2026-06-23 12:00:00
650,worker-prod-usw2-eks-02,worker,active,prod-usw2-eks,2026-06-23 11:54:08,"{""version"":""1.4.2"",""queue_depth"":6,""load"":0.85}",2026-06-18 22:13:31,2026-06-23 12:00:00
651,worker-prod-usw2-eks-04,worker,degraded,prod-usw2-eks,2026-06-23 11:56:01,"{""version"":""1.4.2"",""queue_depth"":22,""load"":0.8}",2026-06-07 02:17:50,2026-06-23 12:00:00
652,worker-prod-usw2-eks-04,worker,active,prod-usw2-eks,2026-06-23 11:55:43,"{""version"":""1.4.2"",""queue_depth"":15,""load"":0.73}",2026-06-16 03:14:04,2026-06-23 12:00:00
653,worker-staging-use2-eks-05,worker,active,staging-use2-eks,2026-06-23 11:55:29,"{""version"":""1.4.2"",""queue_depth"":23,""load"":0.23}",2026-05-25 06:39:11,2026-06-23 12:00:00
654,worker-staging-use2-eks-03,worker,idle,staging-use2-eks,2026-06-23 11:58:08,"{""version"":""1.4.2"",""queue_depth"":28,""load"":0.79}",2026-05-24 14:12:00,2026-06-23 12:00:00
655,worker-prod-use2-eks-03,worker,active,prod-use2-eks,2026-06-23 11:55:58,"{""version"":""1.4.2"",""queue_depth"":3,""load"":0.54}",2026-06-21 09:46:42,2026-06-23 12:00:00
656,cluster_manager-staging-use2-eks-01,cluster_manager,idle,staging-use2-eks,2026-06-23 11:56:29,"{""version"":""1.4.2"",""queue_depth"":4,""load"":0.72}",2026-05-26 07:05:22,2026-06-23 12:00:00
657,cluster_manager-prod-usw2-eks-01,cluster_manager,active,prod-usw2-eks,2026-06-23 11:56:58,"{""version"":""1.4.2"",""queue_depth"":15,""load"":0.34}",2026-06-10 11:33:58,2026-06-23 12:00:00
658,cluster_manager-staging-use2-eks-01,cluster_manager,active,staging-use2-eks,2026-06-23 11:55:15,"{""version"":""1.4.2"",""queue_depth"":29,""load"":0.97}",2026-06-06 09:47:17,2026-06-23 12:00:00
659,worker-staging-use2-eks-03,worker,idle,staging-use2-eks,2026-06-23 11:51:55,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.49}",2026-05-26 12:41:22,2026-06-23 12:00:00
660,cluster_manager-prod-use2-eks-01,cluster_manager,idle,prod-use2-eks,2026-06-23 11:51:11,"{""version"":""1.4.2"",""queue_depth"":17,""load"":0.27}",2026-06-01 15:42:40,2026-06-23 12:00:00
661,cluster_manager-prod-usw2-eks-01,cluster_manager,active,prod-usw2-eks,2026-06-23 11:59:04,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.13}",2026-06-19 21:15:50,2026-06-23 12:00:00
662,worker-prod-usw2-eks-00,worker,active,prod-usw2-eks,2026-06-23 11:53:56,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.7}",2026-06-04 08:23:15,2026-06-23 12:00:00
663,worker-prod-use2-eks-03,worker,active,prod-use2-eks,2026-06-23 11:52:17,"{""version"":""1.4.2"",""queue_depth"":14,""load"":0.76}",2026-06-05 19:00:18,2026-06-23 12:00:00
664,worker-prod-usw2-eks-01,worker,idle,prod-usw2-eks,2026-06-23 11:50:52,"{""version"":""1.4.2"",""queue_depth"":49,""load"":0.25}",2026-06-04 23:46:53,2026-06-23 12:00:00
665,cluster_manager-prod-usw2-eks-01,cluster_manager,active,prod-usw2-eks,2026-06-23 11:56:29,"{""version"":""1.4.2"",""queue_depth"":14,""load"":0.31}",2026-06-09 17:31:16,2026-06-23 12:00:00
666,worker-prod-use2-eks-03,worker,active,prod-use2-eks,2026-06-23 11:59:18,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.4}",2026-06-20 12:18:08,2026-06-23 12:00:00
667,cluster_manager-prod-use2-eks-01,cluster_manager,degraded,prod-use2-eks,2026-06-23 11:51:10,"{""version"":""1.4.2"",""queue_depth"":3,""load"":0.3}",2026-05-26 02:55:00,2026-06-23 12:00:00
668,strategist-prod-usw2-eks-00,strategist,active,prod-usw2-eks,2026-06-23 11:59:48,"{""version"":""1.4.2"",""queue_depth"":14,""load"":0.73}",2026-05-31 23:21:16,2026-06-23 12:00:00
669,worker-prod-use2-eks-03,worker,active,prod-use2-eks,2026-06-23 11:53:33,"{""version"":""1.4.2"",""queue_depth"":12,""load"":0.62}",2026-06-20 05:05:00,2026-06-23 12:00:00
670,cluster_manager-staging-use2-eks-01,cluster_manager,active,staging-use2-eks,2026-06-23 11:58:26,"{""version"":""1.4.2"",""queue_depth"":48,""load"":0.81}",2026-06-12 03:40:28,2026-06-23 12:00:00
671,worker-prod-usw2-eks-04,worker,active,prod-usw2-eks,2026-06-23 11:51:15,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.76}",2026-05-27 02:12:59,2026-06-23 12:00:00
672,cluster_manager-prod-use2-eks-01,cluster_manager,degraded,prod-use2-eks,2026-06-23 11:58:50,"{""version"":""1.4.2"",""queue_depth"":44,""load"":0.71}",2026-06-22 03:48:42,2026-06-23 12:00:00
673,worker-dr-use1-eks-00,worker,active,dr-use1-eks,2026-06-23 11:51:05,"{""version"":""1.4.2"",""queue_depth"":34,""load"":0.58}",2026-05-28 16:06:11,2026-06-23 12:00:00
674,worker-dr-use1-eks-02,worker,idle,dr-use1-eks,2026-06-23 11:57:05,"{""version"":""1.4.2"",""queue_depth"":23,""load"":0.1}",2026-06-18 01:30:30,2026-06-23 12:00:00
675,worker-prod-usw2-eks-05,worker,idle,prod-usw2-eks,2026-06-23 11:54:48,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.35}",2026-06-15 12:25:24,2026-06-23 12:00:00
676,strategist-staging-use2-eks-00,strategist,idle,staging-use2-eks,2026-06-23 11:55:47,"{""version"":""1.4.2"",""queue_depth"":34,""load"":0.01}",2026-06-14 17:26:13,2026-06-23 12:00:00
677,worker-dr-use1-eks-01,worker,degraded,dr-use1-eks,2026-06-23 11:50:41,"{""version"":""1.4.2"",""queue_depth"":42,""load"":0.6}",2026-06-15 05:12:51,2026-06-23 12:00:00
